Company_Name,NSE_Symbol,BSE_Code,Sector,Market_Cap_Cr,BRSR_PDF_URL,BRSR_XBRL_URL,Submission_Date,Has_BRSR,Priority,Data_Source_Expected,Source,Revenue_Cr,Website
Can Fin Homes Limited,CANFINHOME,,Financial Services,10358.16764,https://nsearchives.nseindia.com/corporate/CANFINHOME_25072025201607_BRSR-31-03-2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1494059_25072025081632_WEB.xml,25-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Usha Martin Limited,USHAMART,,Capital Goods,10351.05007,https://nsearchives.nseindia.com/corporate/USHAMART_15072025234015_SESubmissionBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483750_15072025114037_WEB.xml,15-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sun Pharma Advanced Research Company Limited,SPARC,,Healthcare,10314.391,https://nsearchives.nseindia.com/corporate/SPARC_18072025184916_IntimationOfBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1487098_18072025064937_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Ujjivan Small Finance Bank Limited,UJJIVANSFB,,Financial Services,10290.44884,https://nsearchives.nseindia.com/corporate/UJJIVANBANK_14072025163131_28_BRSR_FY202324_June_2025_Combined.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482168_14072025043153_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Juniper Hotels Limited,,,,10218.59836,https://nsearchives.nseindia.com/corporate/9930371292_29082025000012_BRSR-signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518952_29082025120028_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
TTK PRESTIGE LIMITED,,,,10147.12664,https://nsearchives.nseindia.com/corporate/TTKPRESTIG1_15072025130614_CoverringLetter_BRSR_Combined_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482881_15072025010757_WEB.xml,15-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Latent View Analytics Limited,LATENTVIEW,,Information Technology,10114.58909,https://nsearchives.nseindia.com/corporate/LATENTVIEW_27062025170959_SEintimationwithBRSRSigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1473291_27062025051028_WEB.xml,27-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Jubilant Pharmova Limited,JUBLPHARMA,,Healthcare,10080.11983,https://nsearchives.nseindia.com/corporate/JUBLPHARMA_05082025195300_JPM_BRSR_2025_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503361_05082025075325_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Kirloskar Brothers Limited,KIRLOSBROS,,Capital Goods,10061.13675,https://nsearchives.nseindia.com/corporate/KIRLOSBROS_05072025161231_BusinessResponsibilityAndSustainabilityReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477749_05072025041247_WEB.xml,05-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JK LAKSHMI CEMENT LIMITED,JKLAKSHMI,,Construction Materials,10032.13846,https://nsearchives.nseindia.com/corporate/JKLASHMI_03092025182339_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522363_03092025062546_WEB.xml,03-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
DOMS Industries Limited,DOMS,,Fast Moving Consumer Goods,9983.188472,https://nsearchives.nseindia.com/corporate/RAHULBS35_30082025223849_IntimationToStockExchangesBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520330_30082025103934_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB,,Information Technology,9971.054493,https://nsearchives.nseindia.com/corporate/NETWEB1234_05082025172054_BRSR_2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502904_05082025052105_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Minda Corporation Limited,MINDACORP,,Automobile and Auto Components,9969.048464,https://nsearchives.nseindia.com/corporate/MINDACORP_31072025121115_NSEBSEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1498775_31072025121135_WEB.xml,31-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Electrosteel Castings Limited,ELECTCAST,,Capital Goods,9968.363598,https://nsearchives.nseindia.com/corporate/ELECTCAST_01082025173433_Submission_of_BRSR_2024-25_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500375_01082025054255_WEB.xml,01-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Route Mobile Limited,ROUTE,,Telecommunication,9829.104419,https://nsearchives.nseindia.com/corporate/ROUTE_19082025190642_upload.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514906_19082025070704_WEB.xml,19-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Praj Industries Limited,PRAJIND,,Capital Goods,9827.17073,https://nsearchives.nseindia.com/corporate/PRAJIND_29082025091837_BRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518959_29082025092134_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CERA Sanitaryware Limited,CERA,,Consumer Durables,9772.042734,https://nsearchives.nseindia.com/corporate/CERA_20062025200416_CERABRSR202520062025s.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469248_20062025080437_WEB.xml,20-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Shree Renuka Sugars Limited,RENUKA,,Fast Moving Consumer Goods,9591.96129,https://nsearchives.nseindia.com/corporate/RENUKA_01092025213418_BRSR24-25_Final.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521056_01092025093438_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Anupam Rasayan India Limited,ANURAS,,Chemicals,9581.154246,https://nsearchives.nseindia.com/corporate/ANURAS_04092025152559_ARILSLDSTX20250903041SubmissionofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522784_04092025032946_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KPI GREEN ENERGY LIMITED,KPIGREEN,,Power,9573.15341,https://nsearchives.nseindia.com/corporate/KPIGLOBAL_04092025212619_KPI_BRSR_FY25_to_Exchange_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523228_04092025092651_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Safari Industries (India) Limited,SAFARI,,Consumer Durables,9528.559307,https://nsearchives.nseindia.com/corporate/SAFARI_08072025155826_AGMNOTICEAR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478688_08072025040423_WEB.xml,08-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Craftsman Automation Limited,CRAFTSMAN,,Automobile and Auto Components,9440.215167,https://nsearchives.nseindia.com/corporate/CRAFTSMAN_26062025190420_BRSR_SEIntimation2025signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472437_26062025070435_WEB.xml,26-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Gujarat Pipavav Port Limited,GPPL,,Services,9419.237085,https://nsearchives.nseindia.com/corporate/GPPL_08082025185016_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1507261_08082025065101_WEB.xml,08-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Happy Forgings Limited,,,,9349.788585,https://nsearchives.nseindia.com/corporate/9876964720_01072025205526_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476115_01072025085540_WEB.xml,01-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
RAJESH EXPORTS LIMITED,,,,9314.107433,https://nsearchives.nseindia.com/corporate/RAJESHEXPO_19122025165539_RelBRSRreport2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1587673_19122025050218_WEB.xml,19-Dec-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Voltamp Transformers Limited,VOLTAMP,,Capital Goods,9288.75818,https://nsearchives.nseindia.com/corporate/VOLTAMP_04072025193510_BRSR_FY202425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477554_04072025073529_WEB.xml,04-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SAPPHIRE FOODS INDIA LIMITED,SAPPHIRE,,Consumer Services,9267.774125,https://nsearchives.nseindia.com/corporate/SAPPHIRE_15072025233321_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483749_15072025113436_WEB.xml,15-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Mahindra Lifespace Developers Limited,MAHLIFE,,Realty,9189.241869,https://nsearchives.nseindia.com/corporate/MAHLIFE1_03072025171553_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476905_03072025051612_WEB.xml,03-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Redtape Limited,,,,9155.263517,https://nsearchives.nseindia.com/corporate/REDTAPE_01092025175848_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520830_01092025055909_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SBFC Finance Limited,SBFC,,Financial Services,9144.626077,https://nsearchives.nseindia.com/corporate/SBFC_18062025190851_SBFCBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468225_18062025070902_WEB.xml,18-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GALAXY SURFACTANTS LIMITED,,,,9117.433048,https://nsearchives.nseindia.com/corporate/GALAXYSURF_18072025125554_BRSR31032025ds.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486243_18072025125608_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Infibeam Avenues Limited,INFIBEAM,,Financial Services,9089.379567,https://nsearchives.nseindia.com/corporate/INFIBEAM_05092025201734_IntimationBRSR05092025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523948_05092025081752_WEB.xml,05-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Syrma SGS Technology Limited,SYRMA,,Capital Goods,9045.043439,https://nsearchives.nseindia.com/corporate/SYRMASGS_03092025191648_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522429_03092025071734_WEB.xml,03-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Force Motors Ltd,FORCEMOT,,Automobile and Auto Components,9044.814057,https://nsearchives.nseindia.com/corporate/FORCEMOTORS_26082025232640_Business_Responsibility_and_Sustainability_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518236_26082025112827_WEB.xml,26-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Metropolis Healthcare Limited,METROPOLIS,,Healthcare,8991.760158,https://nsearchives.nseindia.com/corporate/METROPOLIS_22072025195730_Cover_Letter_BRSR_sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1490824_22072025075742_WEB.xml,22-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Eureka Forbes Limited,EUREKAFORB,,Consumer Durables,8970.690574,https://nsearchives.nseindia.com/corporate/PRAGYAKAUL_22082025204126_SEAgmsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516527_22082025084250_WEB.xml,22-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
TEGA INDUSTRIES LIMITED,TEGA,,Capital Goods,8943.977285,https://nsearchives.nseindia.com/corporate/TEGA_27082025132743_BRSR_FY_2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518276_27082025012804_WEB.xml,27-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
RateGain Travel Technologies Limited,RATEGAIN,,Information Technology,8795.056476,https://nsearchives.nseindia.com/corporate/RATEGAIN_03092025201446_RG_BRSR_03092025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522497_03092025081501_WEB.xml,03-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
MAHARASHTRA SCOOTERS LIMITED,MAHSCOOTER,,Financial Services,8688.706801,https://nsearchives.nseindia.com/corporate/MAHSCOOTER_01072025144724_SignedMSBRSRFinalintimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475614_01072025024803_WEB.xml,01-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Thomas Cook  (India)  Limited,THOMASCOOK,,Consumer Services,8669.916846,https://nsearchives.nseindia.com/corporate/THOMASCOOK_12082025223631_SEBRSRfinal.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1510654_12082025103654_WEB.xml,12-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JM Financial Limited,JMFINANCIL,,Financial Services,8540.004696,https://nsearchives.nseindia.com/corporate/JMFINANCIL_18072025230258_BRSR202425upload.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1487362_18072025110423_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Prism Johnson Limited,PRSMJOHNSN,,Construction Materials,8484.545774,https://nsearchives.nseindia.com/corporate/PRSMJOHNSN_15072025184813_SEIntimationBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483534_15072025064843_WEB.xml,15-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Star Cement Limited,STARCEMENT,,Construction Materials,8468.401241,https://nsearchives.nseindia.com/corporate/STARCEMENT_01092025195007_IntimationofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521006_01092025075243_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Reliance Infrastructure Limited,RELINFRA,,Power,8395.163306,https://nsearchives.nseindia.com/corporate/RELINFRA_17072025015016_RinfraBRSR17072025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484894_17072025015219_WEB.xml,17-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
ESAB India Limited,,,,8392.051117,https://nsearchives.nseindia.com/corporate/chaithanya_lakshmi_esab_co_in_14072025183852_BRSR_2024-25_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482461_14072025063906_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Varroc Engineering Limited,VARROC,,Automobile and Auto Components,8339.100344,https://nsearchives.nseindia.com/corporate/VARROC_30072025110841_Business_Responsibility_Sustainability_Report_FY2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497338_30072025110900_WEB.xml,30-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Mastek Limited,MASTEK,,Information Technology,8324.838554,https://nsearchives.nseindia.com/corporate/MASTEK12_29082025152628_BRSRIntimationFY2024-25_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519172_29082025032724_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
MedPlus Health Services Limited,MEDPLUS,,Consumer Services,8319.6551,https://nsearchives.nseindia.com/corporate/MEDPLUS_22082025002757_MedplusBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515978_22082025122902_WEB.xml,22-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Neuland Laboratories Limited,NEULANDLAB,,Healthcare,8318.280438,https://nsearchives.nseindia.com/corporate/NEULANDLAB_04072025203241_NeulandBRSR_FY25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477589_04072025083259_WEB.xml,04-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Mahindra Holidays & Resorts India Limited,,,,8259.817569,https://nsearchives.nseindia.com/corporate/MHRIL_30062025200225_SE_Intimation_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475219_30062025080513_WEB.xml,30-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Procter & Gamble Health Limited,,,,8244.435301,https://nsearchives.nseindia.com/corporate/PGHL_07082025155226_PGHLBRR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505061_07082025035238_WEB.xml,07-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Quess Corp Limited,QUESS,,Services,8242.424277,https://nsearchives.nseindia.com/corporate/Quesscorp_05082025205301_Cover_Letter_AGM_Notice_AR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503432_05082025085319_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Vesuvius India Limited,VESUVIUS,,Capital Goods,8211.010176,https://nsearchives.nseindia.com/corporate/VESUVIUS_14042025230424_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1414264_14042025110452_WEB.xml,14-Apr-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
ARVIND LIMITED,ARVIND,,Textiles,8208.772141,https://nsearchives.nseindia.com/corporate/ARVIND1_16072025182606_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484627_16072025062616_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Electronics Mart India Limited,EMIL,,Consumer Services,8186.046038,https://nsearchives.nseindia.com/corporate/EMILTD_30082025143913_Intimation_BRSR_Final_2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519966_30082025023954_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SARDA ENERGY & MINERALS LIMITED,,,,8174.560211,https://nsearchives.nseindia.com/corporate/SARDAEN_01092025170951_SEML_BRSR_2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520745_01092025051019_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NAVA LIMITED,NAVA,,Power,8099.208796,https://nsearchives.nseindia.com/corporate/NBVENTURES_21072025193005_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489613_21072025073102_WEB.xml,21-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Home First Finance Company India Limited,HOMEFIRST,,Financial Services,8088.879045,https://nsearchives.nseindia.com/corporate/HOMEFIRST_12062025165114_BRSRStockExchangeUploading.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1465972_12062025045141_WEB.xml,12-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CCL Products (India) Limited,,,,8082.609456,https://nsearchives.nseindia.com/corporate/CCL_23072025213812_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1491821_23072025093840_WEB.xml,23-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Shoppers Stop Limited,,,,8075.035717,https://nsearchives.nseindia.com/corporate/SHOPERSTOP_24062025161850_BSRSDisclosure_Signed_230625.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470292_24062025041910_WEB.xml,24-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Mishra Dhatu Nigam Limited,MIDHANI,,Capital Goods,8073.33353,https://nsearchives.nseindia.com/corporate/MIDHANI_06092025184324_MDN_BRSR_2024_25_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1524468_06092025064501_WEB.xml,06-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SAREGAMA India Limited,SAREGAMA,,Media Entertainment & Publication,8040.571136,https://nsearchives.nseindia.com/corporate/SAREGAMA_14082025205157_BRSR_FINAL.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1513704_14082025085218_WEB.xml,14-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Archean Chemical Industries Limited,ACI,,Chemicals,8031.813406,https://nsearchives.nseindia.com/corporate/ARCHEAN_12052025001948_BRSRIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1435946_12052025122005_WEB.xml,12-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Easy Trip Planners Limited,EASEMYTRIP,,Consumer Services,8030.57113,https://nsearchives.nseindia.com/corporate/EASEMYTRIP_06092025203707_BRSREMT.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1524522_06092025083723_WEB.xml,06-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Wockhardt Limited,WOCKPHARMA,,Healthcare,7995.054404,https://nsearchives.nseindia.com/corporate/WOCKPHARMA_16072025215453_CoveringletterBRSRReport2025finalsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484866_16072025095511_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Responsive Industries Limited,,,,7973.188733,https://nsearchives.nseindia.com/corporate/RESPONIND_26082025203949_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518012_26082025084004_WEB.xml,26-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Jupiter Life Line Hospitals Limited,,,,7926.913403,https://nsearchives.nseindia.com/corporate/JUPITER2023_17062025153916_JLHL_BRSR_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467550_17062025033934_WEB.xml,17-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Balrampur Chini Mills Limited,BALRAMCHIN,,Fast Moving Consumer Goods,7899.367128,https://nsearchives.nseindia.com/corporate/SUNILBCML_06082025223043_SE_BCML_BRSR_2425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504647_06082025103108_WEB.xml,06-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Campus Activewear Limited,CAMPUS,,Consumer Durables,7870.613498,https://nsearchives.nseindia.com/corporate/CAMPUSSHOES_30082025132712_CAMPUSSHOES29082025222143SefilingsBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519934_30082025013223_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Power Mech Projects Limited,POWERMECH,,Construction,7864.135583,https://nsearchives.nseindia.com/corporate/POWERMECH_30082025193459_BRSR_to_SEs.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520206_30082025073514_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
TVS Supply Chain Solutions Limited,TVSSCS,,Services,7856.621178,https://nsearchives.nseindia.com/corporate/CSCOMPLIANCE_21072025151034_TVS_SCS_BRSR_SE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1488689_21072025031117_WEB.xml,21-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
HEG Limited,HEG,,Capital Goods,7856.085437,https://nsearchives.nseindia.com/corporate/HEG_10072025120731_BRSR2425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479853_10072025121212_WEB.xml,10-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JUBILANT INGREVIA LIMITED,JUBLINGREA,,Chemicals,7851.6213,https://nsearchives.nseindia.com/corporate/JUBLINGREA_05082025221435_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503509_05082025101449_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Keystone Realtors Limited,,,,7843.23258,https://nsearchives.nseindia.com/corporate/RUSTOMJEE_26082025174444_Cover_Letter_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517818_26082025054503_WEB.xml,26-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KNR Constructions Limited,KNRCON,,Construction,7840.169007,https://nsearchives.nseindia.com/corporate/KNRCON_03092025235008_BRSR2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522589_03092025115018_WEB.xml,03-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Just Dial Limited,,,,7807.975356,https://nsearchives.nseindia.com/corporate/Dimple_11082025230531_Just_Dial_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509097_11082025110552_WEB.xml,11-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Man Infraconstruction Limited,MANINFRA,,Construction,7780.09553,https://nsearchives.nseindia.com/corporate/vishaladhav_18072025092606_Intimation_of_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486016_18072025092901_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Gujarat Ambuja Exports Limited,GAEL,,Fast Moving Consumer Goods,7775.316041,https://nsearchives.nseindia.com/corporate/GAEL_06082025193013_BRSRFY2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504468_06082025073024_WEB.xml,06-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
