Company_Name,Sector,City,State,Base_MSA_Loss,Sector_EIF,Weighted_MSA_Loss,Data_Tier,Confidence,Revenue_Cr,MSA_Intensity
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,113661.9302728097,0.004434202364769863
SAPPHIRE FOODS INDIA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,2446.774193548387,0.25012524719841794
SARDA ENERGY  MINERALS LIMITED,Power Generation,Mumbai,Maharashtra,0.55,2.5,1.375,Tier 2,75%,3484.170092882273,0.39464204196257646
SAREGAMA India Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,1009.2127865907295,0.7372082576493529
SBFC Finance Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,1305.0690318801771,0.4413559635003924
SBI Cards and Payment Services Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,18650.491803278688,0.033457562759299626
SBI Life Insurance Company Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,84942.50252270435,0.00819377790069189
SHIPPING CORPORATION OF INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.05592329999997006,9656.082527323837
SJVN Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,2897.297270715515,0.17395522547658096
SKF INDIA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,4919.904024030624,0.12439267046892918
SRF LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,11695.340501792116,0.056432730615997545
STATE BANK OF INDIA,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,481351.9763070965,1.2880387544195887e-05
SUMITOMO CHEMICAL INDIA LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,3060.8265521315243,0.18818446265727806
SUNDARAM FINANCE LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,6520.260270863282,0.09570170117110714
SUPREME PETROCHEM LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,6001.634354430001,0.11596841108560034
SUZLON ENERGY LIMITED,Power Generation,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,10806.856015779093,0.10410058192293738
Safari Industries India Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,1771.5679015497742,0.28449375243201175
Sandur Manganese  Iron Ores Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,1938.5379764288682,0.3157018368695633
Schneider Electric Infrastructure Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,2636.6369780809805,0.2503188741896379
Sheela Foam Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.0002587509999992478,2875351.206380508
Shoppers Stop Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,4435.585006512289,0.12985885720921175
Shree Renuka Sugars Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,10279.398527332653,0.060703940832802644
Shriram Finance Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,41863.299180327864,0.016625541073625173
Shyam Metalics and Energy Limited,Power Generation,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,15137.488700043403,0.07431880031704165
Signatureglobal India Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,2498.01546589082,0.20176015996773183
Sobha Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,4202.513527609362,0.14562713385199777
Solar Industries India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0004456600000000828,1480949.602835968
Sona BLW Precision Forgings Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.003546020999993625,209812.6322436719
Sonata Software Limited,Information Technology,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,10157.24743653327,0.004725689740249421
Star Cement Limited,Cement,Chennai,Tamil Nadu,0.52,1.0,0.52,Tier 2,75%,3173.8009283135634,0.1638414039649009
Star Health and Allied Insurance Company Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,16781.319043693322,0.041474689694405605
Steel Authority of India Limited,Steel & Iron,Hyderabad,Telangana,0.45,1.8,0.81,Tier 2,75%,98.56972367018042,8.21753343562475
Sterling and Wilson Renewable Energy Limited,Power Generation,Pune,Maharashtra,0.42,2.5,1.05,Tier 2,75%,6301.974404876073,0.1666144500979845
Sun Pharma Advanced Research Company Limited,Pharmaceuticals,Ahmedabad,Gujarat,0.51,0.5,0.255,Tier 2,75%,71.76597637901307,3.5532157836644593
Sun Pharmaceutical Industries Limited,Pharmaceuticals,Mumbai,Maharashtra,0.55,0.5,0.275,Tier 2,75%,23003.37447094656,0.011954767781889006
Sun TV Network Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,3878.7021484375,0.1918167396018572
Sundram Fasteners Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,5209.736594891671,0.11056221164133098
Supreme Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,10446.267746091524,0.05973425295684862
Syngene International Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,3642.403119940663,0.19108263887368354
Syrma SGS Technology Limited,Information Technology,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,2277.749981555505,0.019756338651913372
TATA CHEMICALS LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,14886.9999537262,0.03385504141644397
TATA COMMUNICATIONS LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.001304621286641747,469101.6513883213
TBO Tek Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,575.942267073457,1.145948192609073
TEGA INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,892.6470588235294,0.8334761120263592
THE NEW INDIA ASSURANCE COMPANY LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,43619.859207113754,0.013204994478892378
THE PHOENIX MILLS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,486.120420617409,1.2836325600300307
TITAGARH RAIL SYSTEMS LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.00038658200000001535,1800394.22425248
TRIDENT LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,6965.889977267415,0.07752060422462079
TTK PRESTIGE LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.00025303199999986213,1991842.9289586875
TVS Holdings Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,,
TVS Motor Company Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0036251325954419315,182062.30603257174
TVS Supply Chain Solutions Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,1870.625,0.3977280320748413
Tamilnad Mercantile Bank Limited,Financial Services,Bangalore,Karnataka,0.48,0.01,0.0048,Tier 2,75%,6141.865702694268,0.0007815214842444977
Tanla Platforms Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,4028.6090686274506,0.15489216982093454
Tata Consultancy Services Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,255323.98653532797,0.002725948350738671
Tata Consumer Products Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,17618.27490618341,0.030649992855457067
Tata Elxsi Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0003729039999987428,1351554.2874351018
Tata Investment Corporation Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,808.4,0.7570509648688768
Tata Motors Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,68023.02656618711,0.009702596801655292
Tata Steel Limited,Steel & Iron,Delhi,Delhi,0.62,1.8,1.116,Tier 2,75%,132516.66421586153,0.008421582346670788
Tata Technologies Limited,Information Technology,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,5168.514478381595,0.009287001168473098
Tata Teleservices Maharashtra Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,1308.0316536292523,0.4770526754980703
Tech Mahindra Limited,Information Technology,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,52987.4324987727,0.0010945991769150808
Techno Electric  Engineering Company Limited,Information Technology,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,0.0002402000000004376,187343.8800995754
Tejas Networks Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0008915730000000046,565293.0270432117
The Ramco Cements Limited,Cement,Ahmedabad,Gujarat,0.51,1.0,0.51,Tier 2,75%,8495.67519858782,0.06003054355053192
Thermax Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,6254.140026658834,0.10553009641400588
Thomas Cook  India  Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,2073.705396508184,0.35877806039989424
Timken India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,3147.814896535273,0.18298407591691296
Titan Company Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,54846.649781257205,0.011377176226600446
Torrent Pharmaceuticals Limited,Pharmaceuticals,Kolkata,West Bengal,0.58,0.5,0.29,Tier 2,75%,9682.420076233282,0.029951189652661473
Torrent Power Limited,Power Generation,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,29165.26983472974,0.03857327589886928
Triveni Engineering  Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,6655.39905759552,0.0757279910097662
Triveni Turbine Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,1792.867394457592,0.3413526298107242
Tube Investments of India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,7431.411310808297,0.08881220166620188
UNION BANK OF INDIA,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,127543.17620650957,4.8610989504929414e-05
UNITED BREWERIES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,19469.04761904762,0.029585422526598997
UPL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,11462.915712852699,0.054436411784860736
UTI Asset Management Company Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,1449.2334352701325,0.480253893583588
Ujjivan Small Finance Bank Limited,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,7200.494489417732,0.0006249570785191855
UltraTech Cement Limited,Cement,Pune,Maharashtra,0.42,1.0,0.42,Tier 2,75%,0.007595513000030053,55295.804246314656
United Spirits Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,26780.207529371408,0.022852698184985462
Uno Minda Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,12455.656102722562,0.05298797546728486
Usha Martin Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,2171.062205256991,0.34268939793548286
V-GUARD INDUSTRIES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,5308.778689664765,0.10849953137458303
VALOR ESTATE LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,1133.077999373499,0.5507123078420213
VIP INDUSTRIES LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,2169.6257457964202,0.3207926534557757
Varroc Engineering Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,7365.828537277289,0.073311508307198
Vedant Fashions Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,1386.3504092149135,0.363544452145698
Vedanta Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,152967.98381651443,0.004000837199593974
Vinati Organics Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,2248.099502691924,0.29358131132972604
Vodafone Idea Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,43157.130827867404,0.017239329532063905
Voltamp Transformers Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,1934.181818181818,0.2978003384094755
Voltas Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,11295.802516569014,0.0552417589706175
Waaree Renewable Technologies Limited,Information Technology,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,1597.514582804971,0.03630639784092713
Welspun Corp Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,8835.189952922843,0.06111922922736461
Welspun Living Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,8622.454304554973,0.058452034907712135
Whirlpool of India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,7420.689961767583,0.08247211555166815
Wipro Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,89088.39515174735,0.00740837231241846
Wockhardt Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,1402.3025305335939,0.5305559847466713
YES Bank Limited,Financial Services,Bangalore,Karnataka,0.48,0.01,0.0048,Tier 2,75%,36754.65645933015,0.0001305956975903531
ZENSAR TECHNOLOGIES LIMITED,Information Technology,Chennai,Tamil Nadu,0.52,0.1,0.052,Tier 2,75%,5280.222055888224,0.009848070677636057
ZF Commercial Vehicle Control Systems India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,3804.0920532724595,0.18296087220109933
Zee Entertainment Enterprises Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,11533.389859250465,0.04682057977662898
Zen Technologies Limited,Information Technology,Pune,Maharashtra,0.42,0.1,0.042,Tier 2,75%,930.5682096497671,0.04513371461056822
Zydus Lifesciences Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.02324149999999914,26332.207473701037
Zydus Wellness Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,2708.898496378212,0.24364146566673422
eClerx Services Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,2484.3628045993983,0.2994731681792223
