Company_Name,Sector,City,State,Base_MSA_Loss,Sector_EIF,Weighted_MSA_Loss,Data_Tier,Confidence,MSA_Intensity,Revenue_Cr,Revenue_Source,Revenue_Confidence,Sector_EIF_V5,MSA_Intensity_V5
MOIL Limited,Oil & Gas,Ahmedabad,Gujarat,0.51,2.0,1.02,Tier 2,75%,0.6435571017330232,1584.9409452,BRSR_XBRL,HIGH,11.0,3.5395640556765904
MRF Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,238566.69131856147,29138.95,Gemini_Medium,MEDIUM,0.75,0.01415630968171468
MUTHOOT FINANCE LIMITED,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.0435110905981588,17155.953544,BRSR_XBRL,HIGH,0.75,0.02710429349248417
Mahanagar Gas Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.075889604319001,7590.0,BRSR_XBRL,HIGH,0.75,0.04743083003952569
Maharashtra Seamless Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.1142200206429167,5544.2764823,BRSR_XBRL,HIGH,0.75,0.0703428123119523
Mahindra  Mahindra Financial Services Limited,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,0.0003608321057565,16074.96,BRSR_XBRL,HIGH,0.12,0.004329715283894952
Mahindra  Mahindra Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.0046358822168638,116483.68,BRSR_XBRL,HIGH,0.75,0.002897401593081538
Mahindra Holidays  Resorts India Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.326232131011455,1544.9102,BRSR_XBRL,HIGH,0.75,0.20389534615021637
Mahindra Lifespace Developers Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.1855487872880599,3298.393253461,BRSR_XBRL,HIGH,0.75,0.11596555371274885
Man Infraconstruction Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,1.6720414096036378,708.33,BRSR_XBRL,HIGH,0.75,0.582355681673796
Manappuram Finance Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.107727603480483,6914.47,BRSR_XBRL,HIGH,0.75,0.06725027370138274
Marico Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,759794.2223969973,6924.008711134,BRSR_XBRL,HIGH,0.75,0.05199300217821938
Maruti Suzuki India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0041079685683666,151900.0793068,BRSR_XBRL,HIGH,0.75,0.0025674772638682956
Mastek Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.020143376807587,34552.3,BRSR_XBRL,HIGH,0.75,0.012589610532439227
Max Financial Services Limited,Financial Services,Hyderabad,Telangana,0.45,0.01,0.0045,Tier 2,75%,13.797869792910872,32613.73,BRSR_XBRL,HIGH,0.12,0.0016557443751450693
Mazagon Dock Shipbuilders Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0440872478095901,11431.8819688,BRSR_XBRL,HIGH,0.75,0.02755451822015841
MedPlus Health Services Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,90937.44469745456,6136.053,BRSR_XBRL,HIGH,0.75,0.062336488944929255
Metro Brands Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.2694330269118319,2449.61,BRSR_XBRL,HIGH,0.75,0.16839415253856738
Metropolis Healthcare Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,61156.90115076615,1216.543,BRSR_XBRL,HIGH,0.75,0.3822306322094657
Mishra Dhatu Nigam Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.5362621787400963,1105.022995638,BRSR_XBRL,HIGH,0.75,0.32578507544284097
Motherson Sumi Wiring India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,66957.1002434233,9319.4037378,BRSR_XBRL,HIGH,0.75,0.04184817086721323
Motilal Oswal Financial Services Limited,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,6252.384792586666,5359.34817,BRSR_XBRL,HIGH,0.12,0.012986653934819837
Mphasis Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,58245.8486078949,9271.047,BRSR_XBRL,HIGH,0.75,0.03640365538002342
NATCO Pharma Limited,Pharmaceuticals,Pune,Maharashtra,0.42,0.5,0.21,Tier 2,75%,0.0512882444474439,4415.8,BRSR_XBRL,HIGH,0.07,0.006657910231441642
NAVA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.3796453797035919,1612.0307316,BRSR_XBRL,HIGH,0.75,0.2372783548737651
NBCC India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0756414942319446,8725.3555,BRSR_XBRL,HIGH,0.75,0.04727601070237196
NCC LIMITED,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,383657.2332023743,19392.0,BRSR_XBRL,HIGH,0.75,0.0239789603960396
NETWEB TECHNOLOGIES INDIA LIMITED,Information Technology,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,0.0417733449141602,1149.0202125,BRSR_XBRL,HIGH,0.005,0.0020887361021945466
NHPC Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0693774169321159,10573.4090897,BRSR_XBRL,HIGH,0.75,0.036884981626211295
NLC India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.0455420143675351,15282.98,BRSR_XBRL,HIGH,0.75,0.02846303535043558
NMDC Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.0228156833205443,23688.0,BRSR_XBRL,HIGH,0.75,0.014247720364741642
NMDC Steel Limited,Steel & Iron,Pune,Maharashtra,0.42,1.8,0.756,Tier 2,75%,889092.7373119062,3390.0,Gemini_Low,LOW,1.8,0.22300884955752212
NTPC LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.0035992772734315,170037.37,BRSR_XBRL,HIGH,0.75,0.0022495055057602928
NUVAMA WEALTH MANAGEMENT LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.1582996203226276,4169.308000008,BRSR_XBRL,HIGH,0.75,0.09893728167820859
Narayana Hrudayalaya Ltd,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.199340434312029,3732.29,BRSR_XBRL,HIGH,0.75,0.12458838943383282
Navin Fluorine International Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.2451711571767495,3554.61194,BRSR_XBRL,HIGH,0.75,0.10127687806056264
Nestle India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0310796010481597,24393.8887548,BRSR_XBRL,HIGH,0.75,0.015987610828275975
Neuland Laboratories Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.4715447252872516,1558.5805,BRSR_XBRL,HIGH,0.75,0.2791001170616467
Newgen Software Technologies Limited,Information Technology,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,0.0332245980639331,1354.3539,BRSR_XBRL,HIGH,0.005,0.0016613087613215423
Nippon Life India Asset Management Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.2146217386604264,2348.288831892,BRSR_XBRL,HIGH,0.75,0.13414022828963792
Nuvoco Vistas Corporation Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.0597416672139023,103566.672787644,BRSR_XBRL,HIGH,0.75,0.003693273035663593
Oberoi Realty Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.124850099804961,5286.2745303,BRSR_XBRL,HIGH,0.75,0.07803226972712489
Oil India Limited,Oil & Gas,Delhi,Delhi,0.62,2.0,1.24,Tier 2,75%,0.0560654929491365,22130.0,BRSR_XBRL,HIGH,11.0,0.30817894261183915
Olectra Greentech Limited,Information Technology,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,0.0272259330188238,1763.0586092,BRSR_XBRL,HIGH,0.005,0.0013612706846365227
One 97 Communications Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.1133654216953509,7660.7989067,BRSR_XBRL,HIGH,0.75,0.05090852856859523
Oracle Financial Services Software Limited,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,0.0011374791651994,5099.116664041,BRSR_XBRL,HIGH,0.12,0.013649422946295698
PATANJALI FOODS LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.0158093602866418,34289.401455365994,BRSR_XBRL,HIGH,0.75,0.009842691492860229
PB FINTECH LIMITED,Information Technology,Pune,Maharashtra,0.42,0.1,0.042,Tier 2,75%,84384.62512121398,5252.8969445,BRSR_XBRL,HIGH,0.005,0.00039977940214471305
PI INDUSTRIES LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.080832549462545,7571.2,BRSR_XBRL,HIGH,0.75,0.05052039306847
PNB Housing Finance Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,861481.5917070768,7661.22,BRSR_XBRL,HIGH,0.75,0.05384259948154472
PNC Infratech Limited,Information Technology,Delhi,Delhi,0.62,0.1,0.062,Tier 2,75%,0.0112458981764754,7699.195336862,BRSR_XBRL,HIGH,0.005,0.00040263947910996664
POLY MEDICURE LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.3595945277160324,1601.7997547,BRSR_XBRL,HIGH,0.75,0.22474719386345776
PTC Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,2.587217780402025,246.6108718,BRSR_XBRL,HIGH,0.75,1.5814387952705011
PUNJAB NATIONAL BANK,Financial Services,Kolkata,West Bengal,0.58,0.01,0.0058,Tier 2,75%,4.2007287719962025e-05,138070.1,BRSR_XBRL,HIGH,0.12,0.0005040917620831736
PVR INOX LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.0992199293615648,5897.0234389,BRSR_XBRL,HIGH,0.75,0.057232263615176596
Page Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0102127584424051,49349.6,BRSR_XBRL,HIGH,0.75,0.006383030460226628
Persistent Systems Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,51261.78969292508,13218.85,Gemini_Medium,MEDIUM,0.75,0.02893595131195225
Petronet LNG Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0129463377218164,53345.17,BRSR_XBRL,HIGH,0.75,0.007732658833030245
Pfizer Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.3261210036422501,2373.678604645,BRSR_XBRL,HIGH,0.75,0.19589846708398162
Pidilite Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.0477110825015524,13109.782281662,BRSR_XBRL,HIGH,0.75,0.027460410269632703
Piramal Enterprises Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,607620.9691532172,10269.56,BRSR_XBRL,HIGH,0.75,0.03797631057221537
Piramal Pharma Limited,Pharmaceuticals,Kolkata,West Bengal,0.58,0.5,0.29,Tier 2,75%,0.0548649360900625,5285.7084508,BRSR_XBRL,HIGH,0.07,0.007681089560256607
Polycab India Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,246429.0603749471,21914.0,BRSR_XBRL,HIGH,0.75,0.015401113443460802
Poonawalla Fincorp Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,1193509.5812301885,422.284,BRSR_XBRL,HIGH,0.75,0.7459434882685586
Power Finance Corporation Limited,Power Generation,Ahmedabad,Gujarat,0.51,2.5,1.275,Tier 2,75%,0.0240171263620735,53127.0,BRSR_XBRL,HIGH,0.3,0.0028798915805522615
Power Grid Corporation of India Limited,Power Generation,Mumbai,Maharashtra,0.55,2.5,1.375,Tier 2,75%,300268.6913435926,45792.32,BRSR_XBRL,HIGH,0.3,0.003603224296126512
Power Mech Projects Limited,Power Generation,Delhi,Delhi,0.62,2.5,1.55,Tier 2,75%,0.3494593315551101,4435.4198624,BRSR_XBRL,HIGH,0.3,0.04193515062164952
Praj Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.1784415105925698,3466.3,BRSR_XBRL,HIGH,0.75,0.10385713873582782
Prestige Estates Projects Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0849047255785686,8315.0,BRSR_XBRL,HIGH,0.75,0.04690318701142514
Prism Johnson Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.1034838142886701,7068.59,BRSR_XBRL,HIGH,0.75,0.061539854483001546
Procter  Gamble Health Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.5780528166586224,1151.26,BRSR_XBRL,HIGH,0.75,0.2931570626965238
Punjab  Sind Bank,Financial Services,Pune,Maharashtra,0.42,0.01,0.0042,Tier 2,75%,0.0003218707861307,13048.951086591,BRSR_XBRL,HIGH,0.12,0.0038623794100807562
Quess Corp Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.0443735849503917,17541.280952416,BRSR_XBRL,HIGH,0.75,0.021805705127100047
R R Kabel Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,868240.5499911956,7894.759879,BRSR_XBRL,HIGH,0.75,0.052249847534596564
RAJESH EXPORTS LIMITED,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,,7085.1377,BRSR_XBRL,HIGH,0.75,0.06563034053664193
RATTANINDIA ENTERPRISES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,83.88741699948977,186.0158897,BRSR_XBRL,HIGH,0.75,1.935318539618285
RBL Bank Limited,Financial Services,Chennai,Tamil Nadu,0.52,0.01,0.0052,Tier 2,75%,0.0005063384563772,17845.25,BRSR_XBRL,HIGH,0.12,0.003496728821395049
REC Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.0123585794736237,56367.0,BRSR_XBRL,HIGH,0.75,0.007717281388046196
RELIANCE POWER LIMITED,Oil & Gas,Hyderabad,Telangana,0.45,2.0,0.9,Tier 2,75%,0.1186882574295643,7892.6,BRSR_XBRL,HIGH,11.0,0.6271697539467349
RHI Magnesita India Ltd,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.174282572123398,2891.8601,BRSR_XBRL,HIGH,0.75,0.10892643112299935
RITES Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,2920808.854062519,2438.92,BRSR_XBRL,HIGH,0.75,0.1568317123972906
Radico Khaitan Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0385998474868113,17098.535593,BRSR_XBRL,HIGH,0.75,0.02412487301946923
Rail Vikas Nigam Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.0374709096470962,21732.578194931,BRSR_XBRL,HIGH,0.75,0.02139644895461407
Railtel Corporation of India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.1656366473639274,3551.0,BRSR_XBRL,HIGH,0.75,0.10137989298789073
Ramkrishna Forgings Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.1716976273124082,3634.299163035,BRSR_XBRL,HIGH,0.75,0.10731092364842947
RateGain Travel Technologies Limited,Information Technology,Kolkata,West Bengal,0.58,0.1,0.058,Tier 2,75%,0.275656583736054,279.8336144,BRSR_XBRL,HIGH,0.005,0.010363301085961316
Ratnamani Metals  Tubes Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.1105833174995249,4876.1408,BRSR_XBRL,HIGH,0.75,0.06921457231095543
Raymond Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,27774.010601242568,1814.65,BRSR_XBRL,HIGH,0.75,0.1735871931226407
Redington Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.0061676034747061,99333.65,BRSR_XBRL,HIGH,0.75,0.003850658865349255
Redtape Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.3198070936240069,2063.7441,BRSR_XBRL,HIGH,0.75,0.19987943272617958
Relaxo Footwears Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.2679977635128406,3082.08,BRSR_XBRL,HIGH,0.75,0.15087213829621554
Reliance Industries Limited,Oil & Gas,Bangalore,Karnataka,0.48,2.0,0.96,Tier 2,75%,0.001723016014506,574956.4896449,BRSR_XBRL,HIGH,11.0,0.009183303597913977
Reliance Infrastructure Limited,Oil & Gas,Chennai,Tamil Nadu,0.52,2.0,1.04,Tier 2,75%,0.0341826132437992,30425.04,BRSR_XBRL,HIGH,11.0,0.18800303960159134
Responsive Industries Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,125238.6687345482,1401.09,Gemini_Low,LOW,0.75,0.3104725606492088
Route Mobile Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,0.6489812119608362,832.2077684,BRSR_XBRL,HIGH,0.75,0.4055477644108952
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0044342023647698,113662.6,BRSR_XBRL,HIGH,0.75,0.0027713601483689444
SAPPHIRE FOODS INDIA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.2501252471984179,2451.076,BRSR_XBRL,HIGH,0.75,0.1560539126489754
SARDA ENERGY  MINERALS LIMITED,Power Generation,Mumbai,Maharashtra,0.55,2.5,1.375,Tier 2,75%,0.3946420419625764,3603.87,BRSR_XBRL,HIGH,0.3,0.04578411540926837
SAREGAMA India Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.7372082576493529,1009.2127,BRSR_XBRL,HIGH,0.75,0.4607552005637661
SBFC Finance Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.4413559635003924,1305.1170845,BRSR_XBRL,HIGH,0.75,0.27583732086222645
SBI Cards and Payment Services Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0334575627592996,18637.151686407,BRSR_XBRL,HIGH,0.75,0.020925944401925235
SBI Life Insurance Company Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.0081937779006918,84984.629068,BRSR_XBRL,HIGH,0.75,0.005118572673323514
SHIPPING CORPORATION OF INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,0.45,1.2,0.54,Tier 2,75%,9656.082527323835,0.512566568,BRSR_XBRL,HIGH,0.75,658.4510599606646
SJVN Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.1739552254765809,2897.265212,BRSR_XBRL,HIGH,0.75,0.10872321894982943
SKF INDIA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.1243926704689291,4919.90117322,BRSR_XBRL,HIGH,0.75,0.07774546409225119
SRF LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.0564327306159975,11697.965107637,BRSR_XBRL,HIGH,0.75,0.03526254320340723
STATE BANK OF INDIA,Financial Services,Delhi,Delhi,0.62,0.01,0.0062,Tier 2,75%,1.2880387544195887e-05,524192.78,BRSR_XBRL,HIGH,0.12,0.00014193251574354
SUMITOMO CHEMICAL INDIA LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.188184462657278,3060.8310794,BRSR_XBRL,HIGH,0.75,0.11761511519628487
SUNDARAM FINANCE LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0957017011711071,6520.44,BRSR_XBRL,HIGH,0.75,0.05981191453337505
SUPREME PETROCHEM LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.1159684110856003,6023.38,BRSR_XBRL,HIGH,0.75,0.07221858823451284
SUZLON ENERGY LIMITED,Power Generation,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,0.1041005819229373,10806.890186238,BRSR_XBRL,HIGH,0.3,0.012492030331900229
Safari Industries India Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.2844937524320117,1771.5820825,BRSR_XBRL,HIGH,0.75,0.17780717196884382
Sandur Manganese  Iron Ores Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.3157018368695633,1938.5389714,BRSR_XBRL,HIGH,0.75,0.1973135467706182
Schneider Electric Infrastructure Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,0.2503188741896379,2637.0,BRSR_XBRL,HIGH,0.75,0.15642775881683732
Sheela Foam Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,2875351.206380508,3513.06,Gemini_Low,LOW,0.75,0.1323632388857577
Shoppers Stop Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.1298588572092117,4435.61,BRSR_XBRL,HIGH,0.75,0.0811613284305879
Shree Renuka Sugars Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0607039408328026,10832.7,BRSR_XBRL,HIGH,0.75,0.03600210473843086
Shriram Finance Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.0166255410736251,41859.469997324,BRSR_XBRL,HIGH,0.75,0.010391913706212924
Shyam Metalics and Energy Limited,Power Generation,Hyderabad,Telangana,0.45,2.5,1.125,Tier 2,75%,0.0743188003170416,15137.4972348,BRSR_XBRL,HIGH,0.3,0.008918251009793408
Signatureglobal India Limited,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.2017601599677318,2498.0198196,BRSR_XBRL,HIGH,0.75,0.1260998802044893
Sobha Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,0.1456271338519977,4408.09,BRSR_XBRL,HIGH,0.75,0.08677227552069038
Solar Industries India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.55,1.2,0.66,Tier 2,75%,1480949.602835968,4456.6030232,BRSR_XBRL,HIGH,0.75,0.0925592873883145
Sona BLW Precision Forgings Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,209812.6322436719,1138.0,Gemini_Low,LOW,0.75,0.40861159929701224
Sonata Software Limited,Information Technology,Bangalore,Karnataka,0.48,0.1,0.048,Tier 2,75%,0.0047256897402494,10157.2514562,BRSR_XBRL,HIGH,0.005,0.00023628439350440976
Star Cement Limited,Cement,Chennai,Tamil Nadu,0.52,1.0,0.52,Tier 2,75%,0.1638414039649009,3173.9613,BRSR_XBRL,HIGH,0.17,0.027851631335265494
Star Health and Allied Insurance Company Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.0414746896944056,16781.360149639,BRSR_XBRL,HIGH,0.75,0.025921617563839584
Steel Authority of India Limited,Steel & Iron,Hyderabad,Telangana,0.45,1.8,0.81,Tier 2,75%,8.21753343562475,105374.59,BRSR_XBRL,HIGH,1.8,0.007686862648765704
Sterling and Wilson Renewable Energy Limited,Power Generation,Pune,Maharashtra,0.42,2.5,1.05,Tier 2,75%,0.1666144500979845,6302.0,BRSR_XBRL,HIGH,0.3,0.01999365280863218
Sun Pharma Advanced Research Company Limited,Pharmaceuticals,Ahmedabad,Gujarat,0.51,0.5,0.255,Tier 2,75%,3.55321578366446,105.0146,BRSR_XBRL,HIGH,0.07,0.3399527303822516
Sun Pharmaceutical Industries Limited,Pharmaceuticals,Mumbai,Maharashtra,0.55,0.5,0.275,Tier 2,75%,0.011954767781889,23003.33,BRSR_XBRL,HIGH,0.07,0.0016736707250645886
Sun TV Network Limited,Chemicals & Fertilizers,Delhi,Delhi,0.62,1.2,0.744,Tier 2,75%,0.1918167396018572,4148.36,BRSR_XBRL,HIGH,0.75,0.11209248956214023
Sundram Fasteners Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.48,1.2,0.576,Tier 2,75%,0.1105622116413309,5209.74,BRSR_XBRL,HIGH,0.75,0.0691013371108731
Supreme Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.52,1.2,0.624,Tier 2,75%,0.0597342529568486,10446.243109035,BRSR_XBRL,HIGH,0.75,0.037333996148595026
Syngene International Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.58,1.2,0.696,Tier 2,75%,0.1910826388736835,3642.4,BRSR_XBRL,HIGH,0.75,0.11942675159235668
Syrma SGS Technology Limited,Information Technology,Hyderabad,Telangana,0.45,0.1,0.045,Tier 2,75%,0.0197563386519133,3787.1933,BRSR_XBRL,HIGH,0.005,0.0005941075149240468
TATA CHEMICALS LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,0.42,1.2,0.504,Tier 2,75%,0.0338550414164439,15421.0,BRSR_XBRL,HIGH,0.75,0.020426690876078075
TATA COMMUNICATIONS LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.51,1.2,0.612,Tier 2,75%,469101.6513883213,7277.8594892,BRSR_XBRL,HIGH,0.75,0.05255666182723257
