Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source
INDIAN RAILWAY FINANCE CORPORATION LIMITED,1,Registered Office,"UG Floor, East Tower, NBCC Place, Bhisham Pitamah Marg,
Pragati Vihar, Lodhi Road, New Delhi-110003",Delhi,Delhi,India,XBRL_RegisteredOffice
Indian Renewable Energy Development Agency Limited,1,Registered Office,"Core 4A, 1st Floor India Habitat Centre, Lodhi Road, New Delhi, 110003",Delhi,Delhi,India,XBRL_RegisteredOffice
Indian Renewable Energy Development Agency Limited,2,Corporate Office,"3rd Floor, August Kranti Bhawan, Bhikaji Cama Place, New Delhi – 110066",Delhi,Delhi,India,XBRL_CorporateOffice
IndusInd Bank Limited,1,Registered Office,"IndusInd Bank Limited, 2401, Gen Thimmayya Road, (Contonment), Pune, Maharashtra - 411001, India.",Pune,Maharashtra,India,XBRL_RegisteredOffice
IndusInd Bank Limited,2,Corporate Office,"IndusInd Bank Limited, 8th floor, Tower 1, One World Centre, 841, Senapati Bapat Marg, Prabhadevi (W), Mumbai - 400013",Mumbai,Maharashtra,India,XBRL_CorporateOffice
IndusInd Bank Limited,3,Facility,Mumbai is using,Mumbai,Maharashtra,India,XBRL_TextExtraction
Indus Towers Limited,1,Registered Office,"Building No. 10, Tower-A, 4th Floor, DLF Cyber City, Gurugram - 122002",Gurugram,Haryana,India,XBRL_RegisteredOffice
Infibeam Avenues Limited,1,Registered Office,"28th Floor, GIFT Two Building, Block No. 56, Road – 5C, Zone -5, GIFT CITY, Gandhinagar - 382050 Gujarat, India",Gandhinagar,Gujarat,India,XBRL_RegisteredOffice
Infosys Limited,1,Registered Office,"Electronics City, Hosur Road, Bengaluru, Karnataka 560 100, India",Hosur,Karnataka,India,XBRL_RegisteredOffice
Infosys Limited,2,Plant,"India, Australia, Bulgaria, Chile, Mexico, Poland, Romania, Saudi Arabia, South Africa, Spain, Sweden, Thailand, UAE",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
INOX India Limited,1,Registered Office,"9th Floor, KP Platina, Race Course, Vadodara - 390007",Vadodara,Gujarat,India,XBRL_RegisteredOffice
INOX India Limited,2,Facility,our Kalol works to help reduce GHG emissions,Kalol,,India,XBRL_TextExtraction
Inox Wind Limited,1,Registered Office,"Plot No. 1, Khasra Nos. 264 to 267 Industrial Area, Village Basal, Una- 174303, Himachal Pradesh, India",,Himachal Pradesh,India,XBRL_RegisteredOffice
Inox Wind Limited,2,Corporate Office,"INOXGFL Towers, Plot No.17 Sector 16A, Noida - 201301, Uttar Pradesh, India",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
INTELLECT DESIGN ARENA LIMITED,1,Registered Office,"244, Anna Salai, Chennai – 600 006",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
INTELLECT DESIGN ARENA LIMITED,2,Corporate Office,"Plot No. 3/G3, SIPCOT IT Park, Siruseri, Chennai – 600 130, India.",Chennai,Tamil Nadu,India,XBRL_CorporateOffice
InterGlobe Aviation Limited,1,Registered Office,"Upper Ground Floor, Thapar House, Gate No. 2, Western Wing, 124, Janpath, New Delhi - 110 001",Delhi,Delhi,India,XBRL_RegisteredOffice
InterGlobe Aviation Limited,2,Corporate Office,"Emaar Capital Tower-II, Sector-26, Sikander Ghosi, MG Road, Gurugram-122002, Haryana, India.",Gurugram,Haryana,India,XBRL_CorporateOffice
Ion Exchange India Limited,1,Registered Office,"Ion House, Dr. E. Moses Road, Mahalaxmi, Mumbai-400011",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Ipca Laboratories Limited,1,Registered Office,"48, Kandivli Industrial Estate, Kandivli (West), Mumbai – 400 067, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Ipca Laboratories Limited,2,Corporate Office,"125, Kandivli Industrial Estate, Kandivli (West), Mumbai – 400 067, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Ipca Laboratories Limited,3,Plant,"Ratlam, Indore, Dewas, Pithampur, Ranu, Kandla, Athal and Piparia",Ratlam,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
IRB Infrastructure Developers Limited,1,Registered Office,"1101, Hiranandani Knowledge Park, 11th Floor,
Technology Street, Hill Side Avenue,
Opp. Hiranandani Hospital,
Powai, Mumbai – 400 076",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
IRB Infrastructure Developers Limited,2,Corporate Office,"3rd Floor, IRB Complex,
Chandivali Farm, Chandivali Village,
Andheri (East), Mumbai – 400 072",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Ircon International Limited,1,Registered Office,"C-4, District Centre, Saket, New Delhi - 110017",Delhi,Delhi,India,XBRL_RegisteredOffice
ISGEC Heavy Engineering Limited,1,Registered Office,"Radaur Road, Yamuna Nagar-135001, Haryana",,Haryana,India,XBRL_RegisteredOffice
ISGEC Heavy Engineering Limited,2,Corporate Office,"A-4, Sector-24, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
ITC Limited,1,Registered Office,"Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,XBRL_RegisteredOffice
ITC Limited,2,Plant,"Kolar, Kapurthala, Saharanpur, Ranjangaon, Kothagudem, Bengaluru and Kovai",Saharanpur,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
JAIPRAKASH POWER VENTURES LIMITED,1,Registered Office,"Complex of Jaypee Nigrie Super Thermal Power Plant  Tehsil Sarai, Nigrie, Singrauli, Madhya Pradesh 486669",,Madhya Pradesh,India,XBRL_RegisteredOffice
JAIPRAKASH POWER VENTURES LIMITED,2,Corporate Office,"JA House -63, Basant Lok, Vasant Vihar, New Delhi-110057",Delhi,Delhi,India,XBRL_CorporateOffice
JAIPRAKASH POWER VENTURES LIMITED,3,Facility,Uttarakhand,,Uttarakhand,India,XBRL_TextExtraction
JAI BALAJI INDUSTRIES LIMITED,1,Registered Office,"5, BENTINCK STREET, KOLKATA- 700001",Kolkata,West Bengal,India,XBRL_RegisteredOffice
JBM Auto Limited,1,Registered Office,"Plot no. 133, Sector 24, Faridabad - 121005",Faridabad,Haryana,India,XBRL_RegisteredOffice
JBM Auto Limited,2,Corporate Office,"Plot No. 9, Institutional Area, Sector-44, Gurugram- 122003, Haryana",Gurugram,Haryana,India,XBRL_CorporateOffice
Jindal Saw Limited,1,Registered Office,"A-1, UPSIDC Industrial Area, Nandgaon Road, Kosi Kalan, Mathura, Uttar Pradesh-281403",,Uttar Pradesh,India,XBRL_RegisteredOffice
Jindal Saw Limited,2,Corporate Office,"Jindal Centre, 12, Bhikaiji Cama Place, New Delhi-110066",Delhi,Delhi,India,XBRL_CorporateOffice
Jindal Saw Limited,3,Plant,"New Delhi, Indore, Bhilwara, Samaghogha and Pragpar, Nanakapaya, Kosi Kalan, Nashik and Haresamudram.",Delhi,Delhi,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Jindal Stainless Limited,1,Registered Office,"O.P. Jindal Marg, Hisar, Haryana- 125005",,Haryana,India,XBRL_RegisteredOffice
Jindal Stainless Limited,2,Corporate Office,"Jindal Centre, 12, Bhikaiji Cama Place, New Delhi-110066",Delhi,Delhi,India,XBRL_CorporateOffice
Jindal Stainless Limited,3,Plant,"Hisar Unit, Haryana",,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
JINDAL STEEL  POWER LIMITED,1,Registered Office,"O.P. Jindal Marg Hisar-125005, Haryana",,Haryana,India,XBRL_RegisteredOffice
JINDAL STEEL  POWER LIMITED,2,Corporate Office,"Jindal Centre, 12, Bhikaji Cama Place, New Delhi – 110 066",Delhi,Delhi,India,XBRL_CorporateOffice
Jio Financial Services Limited,1,Registered Office,"1st Floor, Building 4NA, Maker Maxity, Bandra Kurla Complex, Bandra (East), Mumbai, Maharashtra, India 400 051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
JK CEMENT LIMITED,1,Registered Office,"Kamla Tower, Kanpur – 208001, Uttar Pradesh, India",Kanpur,Uttar Pradesh,India,XBRL_RegisteredOffice
JK CEMENT LIMITED,2,Corporate Office,"Prism Tower, Ninaniya Estate, Gwal Pahari, Gurugram - 122102, Haryana",Gurugram,Haryana,India,XBRL_CorporateOffice
JK CEMENT LIMITED,3,Plant,Gotan Integrated Cement Plant,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
JK CEMENT LIMITED,4,Plant,Mangrol Integrated Cement Plant,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2
JK CEMENT LIMITED,5,Plant,Nimbahera Integrated Cement Plant,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress3
JK LAKSHMI CEMENT LIMITED,1,Registered Office,"JAYAKAYPURAM BASANTGARH DISTT SIROHI, NA, Rajasthan, India, 307019",,Rajasthan,India,XBRL_RegisteredOffice
JK LAKSHMI CEMENT LIMITED,2,Corporate Office,"Nehru House,4, Bahadur Shah Zafar Marg, New Delhi, Delhi, India, 110002",Delhi,Delhi,India,XBRL_CorporateOffice
JK Tyre  Industries Limited,1,Registered Office,"Jaykaygram, PO - Tyre Factory, Kankroli - 313 342 (Rajasthan)",,Rajasthan,India,XBRL_RegisteredOffice
JK Tyre  Industries Limited,2,Corporate Office,"3, Bahadur Shah Zafar Marg, New Delhi- 110 002",Delhi,Delhi,India,XBRL_CorporateOffice
JK Tyre  Industries Limited,3,Plant,"Kankroli Tyre Plant, Chennai Tyre Plant",Chennai,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
JM Financial Limited,1,Registered Office,"7th Floor, Cnergy, Appasaheb Marathe Marg, Prabhadevi, Mumbai 400 025",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
JSW Energy Limited,1,Registered Office,"JSW Centre, Bandra Kurla Complex, Bandra (East), Mumbai - 400 051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
JSW Energy Limited,2,Plant,"Barmer, Ratnagiri,Vijayanagar,Sholtu",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
JSW Infrastructure Limited,1,Registered Office,"JSW Centre, Bandra Kurla Complex, Bandra East, Mumbai 400051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
JSW Steel Limited,1,Registered Office,"JSW Centre, Bandra Kurla Complex, Bandra East, Mumbai- 400051, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
JSW Steel Limited,2,Plant,"Vijayanagar, Salem, Raigarh, Vijayanagar Mines",Salem,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Jubilant FoodWorks Limited,1,Registered Office,"Plot No. 1A, Sector 16-A, Gautam Buddha Nagar, 
Noida – 201301, U.P., India",Noida,Uttar Pradesh,India,XBRL_RegisteredOffice
Jubilant FoodWorks Limited,2,Corporate Office,"15th Floor, Tower E, Skymark One, Plot No. H – 
10/A, Sector 98, Noida- 201301, U.P., India",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
JUBILANT INGREVIA LIMITED,1,Registered Office,"Bhartiagram, Gajraula, District Amroha-244 223, Uttar Pradesh, India",,Uttar Pradesh,India,XBRL_RegisteredOffice
JUBILANT INGREVIA LIMITED,2,Corporate Office,"Jubilant Ingrevia Limited, 1A, Sector 16A, Noida - 201 301, Uttar Pradesh, India",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Jubilant Pharmova Limited,1,Registered Office,"Bhartiagram, Gajraula, District Amroha-244 223, Uttar Pradesh, India",,Uttar Pradesh,India,XBRL_RegisteredOffice
Jubilant Pharmova Limited,2,Corporate Office,"1A, Sector 16A, Filmcity, Noida-201301, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Juniper Hotels Limited,1,Registered Office,"Off Western Express Highway, Santacruz East, Mumbai 400 055, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Jupiter Life Line Hospitals Limited,1,Registered Office,"1004, 360 Degree Business Park, 10th Floor, Maharana Pratap Chowk, LBS Marg Mulund (West), Mumbai - 400 080, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Jupiter Life Line Hospitals Limited,2,Corporate Office,"Jupiter Hospital, Eastern Express Highway, Thane (West), Mumbai - 400 601, Maharashtra, India",Thane,Maharashtra,India,XBRL_CorporateOffice
Jupiter Wagons Limited,1,Registered Office,"48, Vandana Vihar, Narmada Road, Gorakhpur, Jabalpur, Madhya Pradesh 482001",Gorakhpur,Madhya Pradesh,India,XBRL_RegisteredOffice
Jupiter Wagons Limited,2,Corporate Office,"4/2. Middleton Street, Kolkata – 700071",Kolkata,West Bengal,India,XBRL_CorporateOffice
Just Dial Limited,1,Registered Office,"Palm Court, Building-M, 501/B, 5th Floor, New Link Road,
Beside Goregaon Sports Complex, Malad (West),
Mumbai – 400 064.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Just Dial Limited,2,Corporate Office,"Palm Court, Building-M, 501/B, 5th Floor, New Link
Road, Beside Goregaon Sports Complex, Malad (West),
Mumbai – 400 064.",Mumbai,Maharashtra,India,XBRL_CorporateOffice
JYOTHY LABS LIMITED,1,Registered Office,"Ujala House', Ram Krishna Mandir Road, Kondivita, Andheri (East), Mumbai - 400 059",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
JYOTI CNC AUTOMATION LIMITED,1,Registered Office,"G – 506, Lodhika GIDC, Vill: Metoda, Rajkot – 360 021",Rajkot,,India,XBRL_RegisteredOffice
Kajaria Ceramics Limited,1,Registered Office,"SF-11, Second Floor, JMD Regent Plaza, Mehrauli Gurgaon Road, Village Sikanderpur Ghosi, Gurgaon, Haryana- 122001",Gurgaon,Haryana,India,XBRL_RegisteredOffice
Kajaria Ceramics Limited,2,Corporate Office,"J-1/B-1 (Extn.), Mohan Co-operative Industrial Estate, Mathura Road, New Delhi – 110044",Delhi,Delhi,India,XBRL_CorporateOffice
Kajaria Ceramics Limited,3,Plant,Gailpur (Tijara block) & Sikandrabad,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Kalpataru Projects International Limited,1,Registered Office,"Plot No. 101, Part III, GIDC Estate, Sector 28, Gandhinagar – 382028, Gujarat, India",Gandhinagar,Gujarat,India,XBRL_RegisteredOffice
Kalpataru Projects International Limited,2,Corporate Office,"7th Floor, Kalpataru Synergy, Opp. Grand Hyatt, Vakola, Santacruz (E), Mumbai – 400055,India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Kalpataru Projects International Limited,3,Plant,"Uniara and Padampur, Rajasthan, Gandhinagar, Raipur",Gandhinagar,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Kalyan Jewellers India Limited,1,Registered Office,"Corporate Office, Tc-32/204/2 Sitaram Mill Road/ Premji Road, Punkunnam Thrissur Kl 680 002, India",,Kerala,India,XBRL_RegisteredOffice
Kansai Nerolac Paints Limited,1,Registered Office,"28th Floor, A-Wing, Marathon Futurex, N. M. Joshi 
Marg, Lower Parel, Mumbai - 400 013, Maharashtra",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Kansai Nerolac Paints Limited,2,Plant,Goindwal Sahib (Punjab) and Bawal (Haryana),,Punjab,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
KARUR VYSYA BANK LIMITED,1,Registered Office,"No.20, Erode Road, Vadivel Nagar, 
L.N.S., Karur - 639002, Tamilnadu",,,India,XBRL_RegisteredOffice
KARUR VYSYA BANK LIMITED,2,Facility,the Hyderabad Divisional Office,Hyderabad,Telangana,India,XBRL_TextExtraction
KARUR VYSYA BANK LIMITED,3,Facility,Chennai,Chennai,Tamil Nadu,India,XBRL_TextExtraction
Kaynes Technology India Limited,1,Registered Office,"23-25, Belagola Food Industrial Estate, Metagalli P.O., Mysuru - 570016 Karnataka, INDIA",,Karnataka,India,XBRL_RegisteredOffice
KEC International Limited,1,Registered Office,"RPG House, 463, Dr. Annie Besant Road, Worli, Mumbai - 400030, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
KEC International Limited,2,Plant,"Kingdom of Saudi Arabia (KSA), UAE, Oman , Rajasthan, Rajasthan",,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
KEI INDUSTRIES LIMITED,1,Registered Office,"D-90, Okhla Industrial Area, Phase 1, New Delhi – 110020",Delhi,Delhi,India,XBRL_RegisteredOffice
Keystone Realtors Limited,1,Registered Office,"702 Natraj, M. V. Road Junction, Western Express Highway, Andheri East, Mumbai 400069",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
KFin Technologies Limited,1,Registered Office,"301, The Centrium, 3rd Floor, 57, Lal Bahadur Shastri Road, Nav Pada, Kurla (West), Mumbai – 400070, Maharashtra",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
KFin Technologies Limited,2,Corporate Office,"Selenium, Tower B, Plot No- 31 & 32, Financial District, Nanakramguda, Serilingampally, Hyderabad, Rangareddi - 500032, Telangana, India",Hyderabad,Telangana,India,XBRL_CorporateOffice
KIOCL Limited,1,Registered Office,"II Block, Koramangala, Bengaluru - 560034",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
Kirloskar Brothers Limited,1,Registered Office,"“Yamuna”, Survey No. 98 / (3 to 7), Plot No. 3, Baner, Pune – 411045, Maharashtra, India",Pune,Maharashtra,India,XBRL_RegisteredOffice
Kirloskar Oil Engines Limited,1,Registered Office,"Laxmanrao Kirloskar Road, Khadki, Pune – 411003",Pune,Maharashtra,India,XBRL_RegisteredOffice
Kirloskar Oil Engines Limited,2,Corporate Office,"One Avante, Karve Road, Kothrud, Pune - 411038",Pune,Maharashtra,India,XBRL_CorporateOffice
KNR Constructions Limited,1,Registered Office,"Plot No. 113 & 114, KNR House, 3rd and 4th Floor, Kavuri Hills, Phase I, Hyderabad, Telangana-500033",Hyderabad,Telangana,India,XBRL_RegisteredOffice
KNR Constructions Limited,2,Corporate Office,"Plot No. 113 & 114, KNR House, 3rd and 4th Floor, Kavuri Hills, Phase I,Hyderabad, Telangana-500033",Hyderabad,Telangana,India,XBRL_CorporateOffice
KOTAK MAHINDRA BANK LIMITED,1,Registered Office,"27BKC, C-27, G-Block, Bandra Kurla Complex, Bandra East, Mumbai 400051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
KPIT Technologies Limited,1,Registered Office,"Plot No. 17, Rajiv Gandhi Infotech Park, MIDC-SEZ, Phase-III, Maan, Taluka - Mulshi, Hinjawadi, Pune-411057.",Pune,Maharashtra,India,XBRL_RegisteredOffice
KPIT Technologies Limited,2,Plant,"In FY2024-25, there are three offices located in water stress areas in Bangalore",Bangalore,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
KPI GREEN ENERGY LIMITED,1,Registered Office,"KP House', Near KP Circle, Opp. Ishwar Farm Junction BRTS, Canal Road, Bhatar, Surat-395017. Gujarat, India",Surat,Gujarat,India,XBRL_RegisteredOffice
KPR MILL LIMITED,1,Registered Office,"No.9, Gokul Buildings, 1st Floor, A.K.S. Nagar, Thadagam Road, Coimbatore - 641001. Tamil Nadu",Coimbatore,Tamil Nadu,India,XBRL_RegisteredOffice
KPR MILL LIMITED,2,Corporate Office,"1st Floor, Srivari Shrimat, 1045, Avinashi Road, Coimbatore - 641018, Tamil Nadu.",Coimbatore,Tamil Nadu,India,XBRL_CorporateOffice
Krishna Institute of Medical Sciences Limited,1,Registered Office,"D.NO.1-8-31/1, Minister Road, Secunderabad.
Telangana, India - 500003",,Telangana,India,XBRL_RegisteredOffice
KSB Limited,1,Registered Office,"Office No. 601, Runwal R-Square, L.B.S. Marg, Mulund (West), Mumbai Mumbai City -
400080, Maharashtra, India.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
KSB Limited,2,Corporate Office,"KSB Limited, Mumbai -Pune Road, Pimpri Pune- 411018, Maharashtra, India.",Mumbai,Maharashtra,India,XBRL_CorporateOffice
KSB Limited,3,Plant,"Vambori, Ahmednagar, Maharashtra Narasimmanaickenpalayam, Coimbatore, Tamilnadu",Coimbatore,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Larsen  Toubro Limited,1,Registered Office,"L&T House, Ballard Estate, Mumbai - 400001, Maharashtra",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Larsen  Toubro Limited,2,Plant,"Water-stressed areas in Rajasthan, Uttar Pradesh, Gujarat, Haryana, Madhya Pradesh, Punjab,
and National Capital Territory of Delhi.",Delhi,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Larsen  Toubro Limited,3,Facility,Hyderabad,Hyderabad,Telangana,India,XBRL_TextExtraction
Latent View Analytics Limited,1,Registered Office,"5th Floor, Neville Tower, Unit 6,7 and 8, Ramanujan IT City, Rajiv Gandhi Salai, Taramani Chennai, Chennai, India 600113",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
LAURUS LABS LIMITED,1,Registered Office,"Laurus Enclave, Plot Office 01, E. Bonangi Village, Parawada Mandal, Anakapalli District – 531 021, Andhra Pradesh, India.",,Andhra Pradesh,India,XBRL_RegisteredOffice
LAURUS LABS LIMITED,2,Corporate Office,"2nd Floor, Serene Chambers, Road No. 7, Banjara Hills, Hyderabad – 500 034, Telangana, India.",Hyderabad,Telangana,India,XBRL_CorporateOffice
LAURUS LABS LIMITED,3,Plant,Hyderabad and Vizag,Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Lemon Tree Hotels Limited,1,Registered Office,"Asset No. 6, Aerocity Hospitality District, New Delhi-110037",Delhi,Delhi,India,XBRL_RegisteredOffice
Lemon Tree Hotels Limited,2,Plant,"Gurugram, Goa, Indore, Kaushambi/Ghaziabad, Aurangabad, Muhamma (Kerala), Ahmedabad, Chennai, Bengaluru, Jaipur, Delhi, Hyderabad, Chandigarh, Bandhavgarh, Dehradun, Pune, Mumbai, Kolkata, Udaipur, Thiruvananthapuram, Kochi, Ludhiana, Vishakhapatnam",Gurugram,Kerala,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
LIC Housing Finance Limited,1,Registered Office,"131, Maker Tower “F” Premises, 13th Floor, Cuffe Parade, Mumbai 400005",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Life Insurance Corporation of India,1,Registered Office,"Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Linde India Limited,1,Registered Office,"Oxygen House, P-43 Taratala Road, Kolkata – 700088",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Lloyds Metals and Energy Limited,1,Registered Office,"Plot No A 1-2, MIDC Area, Ghugus, Chandrapur - 442505",,,India,XBRL_RegisteredOffice
Lloyds Metals and Energy Limited,2,Corporate Office,"A-2, 2nd Floor, Madhu Estate, Pandurang Budhkar Marg, Lower Parel, Mumbai - 400013",Mumbai,Maharashtra,India,XBRL_CorporateOffice
LTIMindtree Limited,1,Registered Office,"L&T House, Ballard Estate, Mumbai - 400001, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
LTIMindtree Limited,2,Corporate Office,"Technology Tower 1, Gate No. 5, Saki Vihar Road, Powai, Mumbai 400 072",Mumbai,Maharashtra,India,XBRL_CorporateOffice
LT Finance Limited,1,Registered Office,"Brindavan, Plot No. 177, C.S.T. Road, Kalina, Santacruz (East), Mumbai- 400098, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
LT Technology Services Limited,1,Registered Office,"L&T House, N.M. Marg, Ballard Estate, Mumbai 400 001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
LT Technology Services Limited,2,Corporate Office,"West Block-II, L&T Knowledge City (IT/ITES) SEZ, N.H. No. 8, Ajwa Waghodia Crossing, Vadodara - 390 019",Vadodara,Gujarat,India,XBRL_CorporateOffice
LT Technology Services Limited,3,Plant,"Chennai, Bengaluru, and Hyderabad",Chennai,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Lupin Limited,1,Registered Office,"Kalpataru Inspire, 3rd Floor, Off Western Express Highway, Santacruz (East), Mumbai - 400 055. India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Lupin Limited,2,Plant,"Ankleshwar, Pithampur, Chhatrapati Sambhajinagar, Jammu and Nagpur",Ankleshwar,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
MACROTECH DEVELOPERS LIMITED,1,Registered Office,"412, Floor- 4, 17G Vardhaman Chamber Cawasji Patel Road, Horniman Circle, Fort Mumbai 400 001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
MACROTECH DEVELOPERS LIMITED,2,Corporate Office,"One Lodha Place, Senapati Bapat Marg, Lower Parel, Mumbai 400 013",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Mahanagar Gas Limited,1,Registered Office,"MGL House, Block No. G-33, Bandra-Kurla Complex, Bandra (E), Mumbai – 400 051",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Mahanagar Gas Limited,2,Facility,Bangalore,Bangalore,Karnataka,India,XBRL_TextExtraction
MAHARASHTRA SCOOTERS LIMITED,1,Registered Office,"C/o Bajaj Auto Ltd. Mumbai - Pune Road, Akurdi, Pune 411 035.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
MAHARASHTRA SCOOTERS LIMITED,2,Corporate Office,"3rd Floor, Panchshil Tech Park, Viman Nagar, Pune – 411 014",Pune,Maharashtra,India,XBRL_CorporateOffice
Maharashtra Seamless Limited,1,Registered Office,"PIPE NAGAR VILLAGE SUKELINH17 BKG ROAD ROHA, RAIGAD, Maharashtra, India, 402126",,Maharashtra,India,XBRL_RegisteredOffice
Maharashtra Seamless Limited,2,Corporate Office,"Plot No. 30, Institutional Sector 44, Gurugram-122 003, Haryana",Gurugram,Haryana,India,XBRL_CorporateOffice
Mahindra Holidays  Resorts India Limited,1,Registered Office,"Mahindra Towers, A-Wing, 1st Floor, Dr. G.M. Bhosale Marg, P. K. Kurne Chowk, Worli, Mumbai - 400018",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Mahindra Lifespace Developers Limited,1,Registered Office,"Mahindra Towers, 4th floor, Worli, Mumbai – 400018",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Mahindra Lifespace Developers Limited,2,Plant,"Mahindra World City Chennai and Mahindra World City Jaipur, Residential projects (ongoing) and leased offices in Chennai, Bengaluru (except Eden), Gurugram, Palghar, Pune",Chennai,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Mahindra  Mahindra Financial Services Limited,1,Registered Office,"Gateway Building, Apollo Bunder, Mumbai, 400001 India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Mahindra  Mahindra Financial Services Limited,2,Corporate Office,"Mahindra Towers, 3rd Floor, Dr G.M.Bhosale Marg, Worli, Mumbai, 400018 India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Mahindra  Mahindra Limited,1,Registered Office,"Gateway Building, Apollo Bunder, Mumbai - 400001",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Mahindra  Mahindra Limited,2,Corporate Office,"Mahindra Towers, Dr. G. M. Bhosale Marg, Worli, Mumbai - 400018",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Manappuram Finance Limited,1,Registered Office,"W-4/638A, Manappuram House, Valapad - 680567, Thrissur, Kerala",,Kerala,India,XBRL_RegisteredOffice
