Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag
Radico Khaitan Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,4118.0,0.55,0.0374641669027132,0.005225,0.0050037134037135,0.005225,0.0102287134037135,0.02151655,Tier 2,75%,90357.0,16003.0,,1299698.39,28026.183,0.0,106360.0,25828.07,315613.98,6805.78,0.0,OK
Rail Vikas Nigam Limited,Chemicals & Fertilizers,Delhi,Delhi,21889.0,0.62,0.0374641669027132,0.005225,0.0010611623865723,0.005225,0.0062861623865723,0.114370025,Tier 2,75%,12.25,1120.83,347.23,32449.1,1011.6,,1480.31,67.63,1482.44,46.21,,OK
Railtel Corporation of India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,2622.0,0.48,0.0374641669027132,0.005225,0.0068584287236088,0.005225,0.0120834287236088,0.0136999499999999,Tier 2,75%,684.41,11321.83,,9557.19,86.643,,12006.24,4579.04,3645.0,33.04,,OK
Ramkrishna Forgings Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,3490.0,0.52,0.0374641669027132,0.005225,0.0055820535213211,0.005225,0.0108070535213211,0.0182352499999999,Tier 2,75%,27350.74,177123.7,,345614.0,309.099,0.0,204474.44,58588.66,99029.8,88.57,0.0,OK
RateGain Travel Technologies Limited,Information Technology,Kolkata,West Bengal,210.0,0.58,0.0009696637386769,0.000396,0.0026781188972981,0.000396,0.0030741188972981,8.316e-05,Tier 2,75%,3.62,169.72,0.0,26885.0,2.42,0.0,173.34,825.43,128023.81,11.52,0.0,OK
Ratnamani Metals  Tubes Limited,Steel & Iron,Hyderabad,Telangana,4785.0,0.45,0.0840934065650114,0.0096249999999999,0.0079084708368349,0.0096249999999999,0.0175334708368348,0.0460556249999995,Tier 2,75%,10399.9,36356.51,,270050.0,1223.37,0.0,46756.41,9771.45,56436.78,255.67,0.0,OK
Raymond Limited,Textiles & Apparel,Pune,Maharashtra,9286.0,0.42,0.04,0.006,0.0018091751023045,0.006,0.0078091751023045,0.055716,Tier 2,75%,11.18,656.77,26677.58,57700.4,14404.81,0.0,27345.53,2944.81,6213.7,1551.24,0.0,OK
Redington Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,89319.0,0.51,0.0374641669027132,0.005225,0.0002139155736224,0.005225,0.0054389155736224,0.466691775,Tier 2,75%,299.0,5302.0,7757.0,30587.0,585.57,0.0,13358.0,149.55,342.45,6.56,0.0,OK
Redtape Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2064.0,0.55,0.0374641669027132,0.005225,0.0099831840099284,0.005225,0.0152081840099284,0.0107844,Tier 2,75%,,,,191000.0,1101.46,0.0,,35098.35271317829,92538.75968992249,533.4302325581394,0.0,OK
Relaxo Footwears Limited,Chemicals & Fertilizers,Delhi,Delhi,2914.0,0.62,0.0374641669027132,0.005225,0.0079710993410028,0.005225,0.0131960993410028,0.0152256499999999,Tier 2,75%,11272.48,58187.16,0.0,331248.7,10927.27,0.0,69459.64,23836.53,113674.91,3749.92,0.0,OK
Reliance Industries Limited,Oil & Gas,Bangalore,Karnataka,914472.0,0.48,0.0971185610539406,0.0154274999999999,5.097685801849754e-05,0.0154274999999999,0.0154784768580183,14.10801677999991,Tier 2,75%,36459294.0,1470097.0,,208465383.0,760123.0,0.0,37929391.0,41476.82,227962.57,831.22,0.0,OK
Reliance Infrastructure Limited,Power Generation,Chennai,Tamil Nadu,23163.0,0.52,0.1562256571307733,0.0054449999999999,0.0035072029403791,0.0054449999999999,0.008952202940379,0.1261225349999976,Tier 2,75%,19036.0,21042.01,,427389.37,3756.87,0.0,40078.01,1730.26,18451.38,162.19,0.0,OK
Responsive Industries Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3087.0,0.58,0.0374641669027132,0.005225,0.0070389429230883,0.005225,0.0122639429230883,0.016129575,Tier 2,75%,,,,2430.6,0.0,,,11450.275348234532,48590.86491739553,5690.638160025915,,OK
Route Mobile Limited,Information Technology,Hyderabad,Telangana,4023.0,0.45,0.0009696637386769,0.000396,0.0001084635054448,0.000396,0.0005044635054448,0.001593108,Tier 2,75%,0.0,188.95,1062.9,3722.18,0.24913,,1251.85,311.17,925.22,0.06,,OK
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,98694.0,0.42,0.0374641669027132,0.005225,0.0001594316787154,0.005225,0.0053844316787154,0.51567615,Tier 2,75%,98641.0,527824.0,9914985.0,3155701.0,144121.0,0.0,10541450.0,106809.43,31974.6,1460.28,0.0,OK
SAPPHIRE FOODS INDIA LIMITED,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,2594.0,0.51,0.0144770016599194,0.003465,0.0028462879130913,0.003465,0.0063112879130913,0.00898821,Tier 2,75%,33624.0,69360.0,84484.0,828107.0,5632.0,0.0,187468.0,72269.85,319239.4,2171.16,0.0,OK
SARDA ENERGY  MINERALS LIMITED,Steel & Iron,Mumbai,Maharashtra,3889.0,0.55,0.0840934065650114,0.0096249999999999,0.0118928705607498,0.0096249999999999,0.0215178705607497,0.0374316249999996,Tier 2,75%,0.0,0.0,0.0,8344302.0,1497026.16,0.0,0.0,162935.71612239652,2145616.353818462,38493.70017999486,0.0,OK
SAREGAMA India Limited,Chemicals & Fertilizers,Delhi,Delhi,866.0,0.62,0.0374641669027132,0.005225,0.0268219208772311,0.005225,0.0320469208772311,0.0045248499999999,Tier 2,75%,314.4,764.8,1406.1,0.0,25.7,0.0,2485.3,2869.86,0.0,29.68,0.0,OK
SBFC Finance Limited,Financial Services,Bangalore,Karnataka,1305.0,0.48,0.0011797441546504,0.000297,0.0004339288844691,0.000297,0.0007309288844691,0.000387585,Tier 2,75%,0.0,3149.7,,4857.6,6.1,,3149.7,2413.56,3722.3,4.67,,OK
SBI Cards and Payment Services Limited,Financial Services,Chennai,Tamil Nadu,17484.0,0.52,0.0011797441546504,0.000297,3.50873347299364e-05,0.000297,0.0003320873347299,0.005192748,Tier 2,75%,197.7,2461.22,43007.58,26111.82,94.033,,45666.5,2611.9,1493.47,5.38,,OK
SBI Life Insurance Company Limited,Financial Services,Kolkata,West Bengal,126744.0,0.58,0.0011797441546504,0.000297,5.398690349817207e-06,0.000297,0.0003023986903498,0.037642968,Tier 2,75%,4108.54,16384.35,76174.59,35723.01,75.39,,96667.48,762.7,281.85,0.59,,OK
SHIPPING CORPORATION OF INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,5103.0,0.45,0.0374641669027132,0.005225,0.003303718421756,0.005225,0.008528718421756,0.0266631749999999,Tier 2,75%,1079307.0,0.0,,190382.5,1358.91,0.0,1079307.0,211504.41,37307.96,266.3,0.0,OK
SJVN Limited,Power Generation,Pune,Maharashtra,2539.0,0.42,0.1562256571307733,0.0054449999999999,0.0258427632906359,0.0054449999999999,0.0312877632906358,0.0138248549999997,Tier 2,75%,476.0,3118.2,,466756.0,498.9,0.0,3594.2,1415.6,183834.58,196.49,0.0,OK
SKF INDIA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,4516.0,0.51,0.0374641669027132,0.005225,0.0042308957308201,0.005225,0.0094558957308201,0.0235961,Tier 2,75%,667.0,19950.0,,209158.0,5150.0,0.0,20617.0,4565.32,46314.88,1140.39,0.0,OK
SRF LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,13139.0,0.55,0.0374641669027132,0.005225,0.0015682541895496,0.005225,0.0067932541895496,0.068651275,Tier 2,75%,988667.0,393064.0,,5537378.0,680186.0152,0.0,1381731.0,105162.57,421445.92,51768.48,0.0,OK
STATE BANK OF INDIA,Financial Services,Delhi,Delhi,442044.0,0.62,0.0011797441546504,0.000297,1.6546800225390414e-06,0.000297,0.0002986546800225,0.131287068,Tier 2,75%,49583.35,656819.49,48494.39,2822203.0,4926.3,,754897.23,1707.74,6384.44,11.14,,OK
SUMITOMO CHEMICAL INDIA LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,2836.0,0.48,0.0374641669027132,0.005225,0.0063409027197822,0.005225,0.0115659027197822,0.0148180999999999,Tier 2,75%,29556.0,17763.0,8483.0,493537.0,14438.28,0.0,55802.0,19676.3,174025.74,5091.07,0.0,OK
SUNDARAM FINANCE LIMITED,Financial Services,Chennai,Tamil Nadu,6203.0,0.52,0.0011797441546504,0.000297,9.88984298594564e-05,0.000297,0.0003958984298594,0.001842291,Tier 2,75%,2387.83,6838.59,,89333.28,49.18,0.0,9226.42,1487.41,14401.63,7.93,0.0,OK
SUPREME PETROCHEM LIMITED,Oil & Gas,Kolkata,West Bengal,5201.0,0.58,0.0971185610539406,0.0154274999999999,0.0108303721229158,0.0154274999999999,0.0262578721229157,0.0802384274999994,Tier 2,75%,12425.0,29482.0,0.0,565692.0,1974.313,0.0,41907.0,8057.49,108766.01,379.6,0.0,OK
SUZLON ENERGY LIMITED,Power Generation,Hyderabad,Telangana,6529.0,0.45,0.1562256571307733,0.0054449999999999,0.0107675824335806,0.0054449999999999,0.0162125824335805,0.0355504049999993,Tier 2,75%,9002.0,39924.0,795453.0,255838.74,30408.01,0.0,844379.0,129327.46,39184.98,4657.38,0.0,OK
Safari Industries India Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,1556.0,0.42,0.0144770016599194,0.003465,0.0039076739699011,0.003465,0.0073726739699011,0.00539154,Tier 2,75%,83.0,12554.0,,25742.0,1673.14,,12637.0,8121.47,16543.7,1075.28,,OK
Sandur Manganese  Iron Ores Limited,Steel & Iron,Ahmedabad,Gujarat,818.0,0.51,0.0840934065650114,0.0096249999999999,0.0524298745087479,0.0096249999999999,0.0620548745087478,0.0078732499999999,Tier 2,75%,11958.39,24088.02,,432441.0,20238.8,0.0,36046.41,44066.52,528656.48,24741.81,0.0,OK
Schneider Electric Infrastructure Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2207.0,0.55,0.0374641669027132,0.005225,0.0093363352045728,0.005225,0.0145613352045728,0.0115315749999999,Tier 2,75%,1435.74,5445.54,,75783.0,2111.85,0.0,6881.28,3117.93,34337.56,956.89,0.0,OK
Sheela Foam Limited,Chemicals & Fertilizers,Delhi,Delhi,2863.0,0.62,0.0374641669027132,0.005225,0.0081130923785128,0.005225,0.0133380923785128,0.0149591749999999,Tier 2,75%,422.62,6265.91,,71205.11,2017.856,0.0,6688.53,2336.2,24870.8,704.8,0.0,OK
Shoppers Stop Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,4316.0,0.48,0.0144770016599194,0.003465,0.0016100465238093,0.003465,0.0050750465238093,0.01495494,Tier 2,75%,738.94,52436.61,,200098.35,505.8,0.0,53175.55,12320.56,46361.99,117.19,0.0,OK
Shree Renuka Sugars Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,11367.0,0.52,0.0374641669027132,0.005225,0.0017138529769869,0.005225,0.0069388529769869,0.0593925749999999,Tier 2,75%,1393180.23,7928.48,1937.12,3149152.32,165703.93,0.0,1403045.83,123431.5,277043.4,14577.63,0.0,OK
Shriram Finance Limited,Financial Services,Kolkata,West Bengal,35164.0,0.58,0.0011797441546504,0.000297,1.9458867298863386e-05,0.000297,0.0003164588672988,0.010443708,Tier 2,75%,4236.19,24663.04,311499.57,1121402.88,614.11,0.0,340398.8,9680.32,31890.65,17.46,0.0,OK
Shyam Metalics and Energy Limited,Steel & Iron,Hyderabad,Telangana,13195.0,0.45,0.0840934065650114,0.0096249999999999,0.0028679070067643,0.0096249999999999,0.0124929070067642,0.1270018749999986,Tier 2,75%,5443997.66,384366.4,,7174955.15,55044.1,0.0,5828364.0600000005,441710.05,543763.18,4171.59,0.0,OK
Signatureglobal India Limited,Chemicals & Fertilizers,Pune,Maharashtra,1325.0,0.42,0.0374641669027132,0.005225,0.0118754340370864,0.005225,0.0171004340370864,0.006923125,Tier 2,75%,478.48,4806.49,,123632.92,1267.297,0.0,5284.969999999999,3988.66,93307.86,956.45,0.0,OK
Sobha Limited,Real Estate & Construction,Ahmedabad,Gujarat,3101.0,0.51,0.07,0.0035,0.0115124153498871,0.0035,0.0150124153498871,0.0108535,Tier 2,75%,2771.78,16998.23,,1249330.94,4852.75,0.0,19770.01,6375.37,402880.02,1564.9,0.0,OK
Solar Industries India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,6065.0,0.55,0.0374641669027132,0.005225,0.0033974100241537,0.005225,0.0086224100241537,0.031689625,Tier 2,75%,65713.0,18649.0,,506836.0,7428.785,0.0,84362.0,13909.65,83567.35,1224.86,0.0,OK
Sona BLW Precision Forgings Limited,Chemicals & Fertilizers,Delhi,Delhi,0.0035460209999936,0.62,0.0374641669027132,0.005225,6550.379560562135,0.005225,6550.384785562135,1.8527959724966562e-08,Tier 2,75%,5174.0,59485.0,,148640.0,21489.97,0.0,64659.0,20.3,46.6,6060305339.43,0.0,OK
Sonata Software Limited,Information Technology,Bangalore,Karnataka,8613.0,0.48,0.0009696637386769,0.000396,5.403907982873702e-05,0.000396,0.0004500390798287,0.003410748,Tier 2,75%,81.6,637.3,2168.91,7287.0,41.09,0.0,2887.81,335.29,846.05,4.77,0.0,OK
Star Cement Limited,Cement Manufacturing,Chennai,Tamil Nadu,2806.0,0.52,0.0777832037429109,0.0033,0.0144145637727418,0.0033,0.0177145637727418,0.0092598,Tier 2,75%,2633230.0,111400.0,,1265735.0,4055.11,0.0,2744630.0,978129.01,451081.61,1445.16,0.0,OK
Star Health and Allied Insurance Company Limited,Financial Services,Kolkata,West Bengal,13128.0,0.58,0.0011797441546504,0.000297,5.212154248150762e-05,0.000297,0.0003491215424815,0.003899016,Tier 2,75%,0.01,8159.27,2209.13,171134.0,1113.02,,10368.41,789.79,13035.8,84.78,,OK
Steel Authority of India Limited,Steel & Iron,Hyderabad,Telangana,105378.0,0.45,0.0840934065650114,0.0096249999999999,0.0003591075267537,0.0096249999999999,0.0099841075267536,1.0142632499999893,Tier 2,75%,52178648.0,4796073.0,4839242.0,129577216.0,14144421.97,0.0,61813963.0,586592.68,1229642.01,134225.57,0.0,OK
Sterling and Wilson Renewable Energy Limited,Power Generation,Pune,Maharashtra,3035.0,0.42,0.1562256571307733,0.0054449999999999,0.0216193660609307,0.0054449999999999,0.0270643660609306,0.0165255749999996,Tier 2,75%,4974.9,946.03,,123834.92,2379.8444,0.0,5920.929999999999,1950.88,40802.28,784.13,0.0,OK
Sun Pharma Advanced Research Company Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,71.76597637901307,0.51,0.0144770016599194,0.003465,0.1028798215963243,0.003465,0.1063448215963243,0.0002486691081532,Tier 2,75%,,,,35665.0,50.0,0.0,,,496962.51,696.71,0.0,PARTIAL ENV DATA
Sun Pharmaceutical Industries Limited,Pharmaceuticals & Healthcare,Mumbai,Maharashtra,48497.0,0.55,0.0144770016599194,0.003465,0.0001641823393809,0.003465,0.0036291823393809,0.168042105,Tier 2,75%,156242.0,236080.0,,1784738.38,39089.44,0.0,392322.0,8089.61,36801.01,806.02,0.0,OK
Sun TV Network Limited,Chemicals & Fertilizers,Delhi,Delhi,3972.0,0.62,0.0374641669027132,0.005225,0.0058478810371808,0.005225,0.0110728810371808,0.0207537,Tier 2,75%,1183.47,1469.14,,26019.0,53.3,,2652.61,667.83,6550.6,13.42,,OK
Sundram Fasteners Limited,Chemicals & Fertilizers,Bangalore,Karnataka,5410.0,0.48,0.0374641669027132,0.005225,0.0033239926272277,0.005225,0.0085489926272277,0.0282672499999999,Tier 2,75%,24389.0,108297.0,,634600.0,39273.655,0.0,132686.0,24526.06,117301.29,7259.46,0.0,OK
Supreme Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10145.0,0.52,0.0374641669027132,0.005225,0.0019202924385816,0.005225,0.0071452924385816,0.0530076249999999,Tier 2,75%,18976.48,223807.27,0.0,1248130.95,14766.0075,0.0,242783.75,23931.37,123029.17,1455.5,0.0,OK
Syngene International Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3490.0,0.58,0.0374641669027132,0.005225,0.0062261366199351,0.005225,0.0114511366199351,0.0182352499999999,Tier 2,75%,6637.0,6958.0,57505.0,175541.0,4214.88,0.0,71100.0,20372.49,50298.28,1207.7,0.0,OK
Syrma SGS Technology Limited,Information Technology,Hyderabad,Telangana,3144.0,0.45,0.0009696637386769,0.000396,0.0001387877488564,0.000396,0.0005347877488564,0.001245024,Tier 2,75%,1050.68,17189.86,,74263.95,954.05,0.0,18240.54,5801.7,23620.85,303.45,0.0,OK
TATA CHEMICALS LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,15421.0,0.42,0.0374641669027132,0.005225,0.0010203586083353,0.005225,0.0062453586083353,0.080574725,Tier 2,75%,4770357.0,75534.0,229398.0,100329509.0,510237.0,249.0,5075289.0,2683637.5072952467,7120663.575643603,140.3281239867713,249.0,OUTLIER - VERIFY
TATA COMMUNICATIONS LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,20969.0,0.51,0.0374641669027132,0.005225,0.0009111891420851,0.005225,0.0061361891420851,0.109563025,Tier 2,75%,4424.0,68911.0,183454.0,204365.0,547.8,0.0,256789.0,12246.13,9746.05,26.12,0.0,OK
TBO Tek Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,1393.0,0.55,0.0374641669027132,0.005225,0.01479202569741,0.005225,0.02001702569741,0.007278425,Tier 2,75%,60.73,822.21,,18198.05,3.85,,882.94,633.84,13063.93,2.76,,OK
TEGA INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,893.0,0.62,0.0374641669027132,0.005225,0.0260109557443249,0.005225,0.0312359557443249,0.004665925,Tier 2,75%,6539.12,8627.16,5179.84,99466.19,1270.59,0.0,20346.12,22784.01,111384.31,1422.83,0.0,OK
THE NEW INDIA ASSURANCE COMPANY LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,43619.85920711376,0.48,0.0374641669027132,0.005225,0.0004122617642555,0.005225,0.0056372617642555,0.2279137643571694,Tier 2,75%,2669.0,16190.0,0.0,0.0,0.0,,18859.0,432.35,0.0,0.0,,OK
THE PHOENIX MILLS LIMITED,Real Estate & Construction,Chennai,Tamil Nadu,3625.0,0.52,0.07,0.0035,0.0100413793103448,0.0035,0.0135413793103448,0.0126875,Tier 2,75%,173.25,2255.0,,176550.0,194.9663,0.0,2428.25,669.86,48703.45,53.78,0.0,OK
TITAGARH RAIL SYSTEMS LIMITED,Transportation & Logistics,Kolkata,West Bengal,3853.0,0.58,0.065,0.0125,0.0097845834414741,0.0125,0.0222845834414741,0.0481625,Tier 2,75%,18767.34,33399.0,2.78,117960.0,13719.37,0.0,52169.12,13539.87,30615.11,3560.7,0.0,OK
TRIDENT LIMITED,Textiles & Apparel,Hyderabad,Telangana,6803.0,0.45,0.04,0.006,0.0026458915184477,0.006,0.0086458915184477,0.040818,Tier 2,75%,658509.0,360850.0,,11961738.0,284725.11,0.0,1019359.0,149839.63,1758303.4,41852.88,0.0,OK
TTK PRESTIGE LIMITED,Pharmaceuticals & Healthcare,Pune,Maharashtra,2810.0,0.42,0.0144770016599194,0.003465,0.0021638223121587,0.003465,0.0056288223121587,0.00973665,Tier 2,75%,2370.0,12597.0,,131303.0,4175.1,0.0,14967.0,5326.33,46727.05,1485.8,0.0,OK
TVS Motor Company Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,31342.0,0.55,0.0374641669027132,0.005225,0.0006574338522267,0.005225,0.0058824338522267,0.16376195,Tier 2,75%,20440.92,2963.09,0.0,618079.0,20902.2,0.0,23404.01,746.73,19720.47,666.91,0.0,OK
TVS Supply Chain Solutions Limited,Chemicals & Fertilizers,Delhi,Delhi,9200.0,0.62,0.0374641669027132,0.005225,0.0025247590738784,0.005225,0.0077497590738784,0.0480699999999999,Tier 2,75%,440.77,10912.0,,18238.0,556.5,,11352.77,1234.0,1982.39,60.49,,OK
Tamilnad Mercantile Bank Limited,Financial Services,Bangalore,Karnataka,5496.0,0.48,0.0011797441546504,0.000297,0.0001030344239869,0.000297,0.0004000344239869,0.001632312,Tier 2,75%,1644.04,18442.54,,148500.0,10.6,,20086.58,3654.76,27019.65,1.93,,OK
Tanla Platforms Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,3928.0,0.52,0.0374641669027132,0.005225,0.0049596147630883,0.005225,0.0101846147630883,0.0205238,Tier 2,75%,102.52,1029.0,958.93,8059.4,14.43,,2090.45,532.19,2051.78,3.67,,OK
Tata Consultancy Services Limited,Information Technology,Kolkata,West Bengal,240893.0,0.58,0.0009696637386769,0.000396,2.3346671278642465e-06,0.000396,0.0003983346671278,0.095393628,Tier 2,75%,20494.8,55599.0,523810.0,3488269.0,9983.0,,599903.8,2490.33,14480.57,41.44,,OK
Tata Consumer Products Limited,Chemicals & Fertilizers,Hyderabad,Telangana,15206.0,0.45,0.0374641669027132,0.005225,0.001108698875853,0.005225,0.006333698875853,0.0794513499999999,Tier 2,75%,64943.0,71211.0,,4015617.0,24065.0,0.0,136154.0,8953.97,264081.09,1582.6,0.0,OK
Tata Elxsi Limited,Information Technology,Pune,Maharashtra,3552.0,0.42,0.0009696637386769,0.000396,0.0001146561853165,0.000396,0.0005106561853165,0.001406592,Tier 2,75%,114.9,4826.0,2606.0,73704.0,45.7,0.0,7546.9,2124.69,20750.0,12.87,0.0,OK
Tata Investment Corporation Limited,Financial Services,Ahmedabad,Gujarat,383.0,0.51,0.0011797441546504,0.000297,0.001570938691571,0.000297,0.001867938691571,0.000113751,Tier 2,75%,0.0,34.04,796.0,268.22,0.17,,830.04,2167.21,700.31,0.44,,OK
Tata Motors Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,437928.0,0.55,0.0374641669027132,0.005225,4.70517797366057e-05,0.005225,0.0052720517797366,2.2881738,Tier 2,75%,43754.0,131407.0,144944801.0,2847107.0,102600.8,0.0,145119962.0,331378.59,6501.31,234.29,0.0,OK
Tata Steel Limited,Steel & Iron,Delhi,Delhi,229170.0,0.62,0.0840934065650114,0.0096249999999999,0.0002275075798329,0.0096249999999999,0.0098525075798328,2.205761249999977,Tier 2,75%,61.0,5.0,23.0,110829245.15,17352473.0,0.0,89.0,0.39,483611.49,75718.78,0.0,OK
Tata Technologies Limited,Information Technology,Bangalore,Karnataka,4414.0,0.48,0.0009696637386769,0.000396,0.0001054459888003,0.000396,0.0005014459888003,0.001747944,Tier 2,75%,701.0,7293.0,,142130.0,202.03,0.0,7994.0,1811.06,32199.82,45.77,0.0,OK
Tata Teleservices Maharashtra Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,1308.0,0.52,0.0374641669027132,0.005225,0.014894011306889,0.005225,0.020119011306889,0.0068343,Tier 2,75%,117.0,11299.0,30.0,9901.0,151.51,0.0,11446.0,8750.76,7569.57,115.83,0.0,OK
Tech Mahindra Limited,Information Technology,Kolkata,West Bengal,51996.0,0.58,0.0009696637386769,0.000396,1.0816312186179744e-05,0.000396,0.0004068163121861,0.0205904159999999,Tier 2,75%,12435.0,76735.0,37775.0,740510.19,615.4,0.0,126945.0,2441.44,14241.68,11.84,0.0,OK
Techno Electric  Engineering Company Limited,Power Generation,Hyderabad,Telangana,1614.0,0.45,0.1562256571307733,0.0054449999999999,0.0435573393487286,0.0054449999999999,0.0490023393487285,0.0087882299999998,Tier 2,75%,1788.0,1005.0,,33127.0,227.83,,2793.0,1730.48,20524.78,141.16,,OK
Tejas Networks Limited,Chemicals & Fertilizers,Pune,Maharashtra,2471.0,0.42,0.0374641669027132,0.005225,0.0063678470656169,0.005225,0.0115928470656169,0.0129109749999999,Tier 2,75%,582.92,9028.21,0.0,29189.0,1736.612,0.0,9611.13,3889.57,11812.63,702.8,0.0,OK
The Ramco Cements Limited,Cement Manufacturing,Ahmedabad,Gujarat,9365.0,0.51,0.0777832037429109,0.0033,0.004235924603191,0.0033,0.007535924603191,0.0309044999999999,Tier 2,75%,10283160.03,244925.03,,2130043.0,100582.44,0.0,10528085.06,1124194.88,227447.2,10740.25,0.0,OK
Thermax Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,9323.0,0.55,0.0374641669027132,0.005225,0.0022101567946468,0.005225,0.0074351567946468,0.048712675,Tier 2,75%,7384.0,12059.0,,772484.0,17716.04,0.0,19443.0,2085.49,82857.88,1900.25,0.0,OK
Thomas Cook  India  Limited,Chemicals & Fertilizers,Delhi,Delhi,7416.0,0.62,0.0374641669027132,0.005225,0.0031321175134415,0.005225,0.0083571175134415,0.0387485999999999,Tier 2,75%,13.32,23303.94,,48865.0,0.0,,23317.26,3144.18,6589.13,0.0,,OK
Timken India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,2906.0,0.48,0.0374641669027132,0.005225,0.006188162461563,0.005225,0.011413162461563,0.01518385,Tier 2,75%,4482.77,32755.41,0.0,175510.0,5524.47416,0.0,37238.18,12814.24,60395.73,1901.06,0.0,OK
Titan Company Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,51084.0,0.52,0.0144770016599194,0.003465,0.0001473659240301,0.003465,0.0036123659240301,0.17700606,Tier 2,75%,3952.0,26326.0,0.0,312275.0,3022.0,0.0,30278.0,592.71,6112.97,59.16,0.0,OK
Torrent Pharmaceuticals Limited,Pharmaceuticals & Healthcare,Kolkata,West Bengal,10723.0,0.58,0.0144770016599194,0.003465,0.0007830514746575,0.003465,0.0042480514746575,0.037155195,Tier 2,75%,8937.0,78592.0,,1.1,4967.69,0.0,87529.0,8162.73,0.1,463.27,0.0,OK
Torrent Power Limited,Power Generation,Hyderabad,Telangana,27183.0,0.45,0.1562256571307733,0.0054449999999999,0.0025862320460893,0.0054449999999999,0.0080312320460892,0.1480114349999972,Tier 2,75%,4.86,1.32,0.0,15387629.0,436133.52,0.0,6.180000000000001,0.23,566075.45,16044.35,0.0,OK
Triveni Engineering  Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,5735.0,0.42,0.0374641669027132,0.005225,0.0027436704619249,0.005225,0.0079686704619249,0.029965375,Tier 2,75%,42858.87,2132.98,44287.57,1461879.14,1843.41,0.0,89279.42000000001,15567.47,254904.82,321.43,0.0,OK
Triveni Turbine Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1647.0,0.51,0.0374641669027132,0.005225,0.0116009259990186,0.005225,0.0168259259990186,0.008605575,Tier 2,75%,4142.84,3353.61,,88662.28,375.62,0.0,7496.450000000001,4551.58,53832.59,228.06,0.0,OK
Tube Investments of India Limited,Financial Services,Mumbai,Maharashtra,17029.0,0.55,0.0011797441546504,0.000297,3.810319367301192e-05,0.000297,0.000335103193673,0.005057613,Tier 2,75%,49159.0,48916.0,2.13,552057.0,125274.06,0.0,98077.13,5759.42,32418.64,7356.51,0.0,OK
UNION BANK OF INDIA,Financial Services,Delhi,Delhi,110253.0,0.62,0.0011797441546504,0.000297,6.634208374223359e-06,0.000297,0.0003036342083742,0.032745141,Tier 2,75%,11161.31,166961.24,32464378.0,862050.4,18.09,,32642500.55,296069.05,7818.84,0.16,,OK
UNITED BREWERIES LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,18365.0,0.48,0.0144770016599194,0.003465,0.0003783806586856,0.003465,0.0038433806586856,0.063634725,Tier 2,75%,5389.81,0.0,,4286977.0,286111.45,0.0,5389.81,293.48,233431.91,15579.17,0.0,OK
