Variant_Name,Master_Company_Name,Match_Score,Match_Type,Confidence,Status,Sources,Date_Created
Infosys Limited,Infosys Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Inox Wind Limited,Inox Wind Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
InterGlobe Aviation Limited,InterGlobe Aviation Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ion Exchange India Limited,Ion Exchange India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ion Exchange (India) Limited,Ion Exchange India Limited,96,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
Ipca Laboratories Limited,Ipca Laboratories Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ircon International Limited,Ircon International Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JAI BALAJI INDUSTRIES LIMITED,JAI BALAJI INDUSTRIES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JAIPRAKASH POWER VENTURES LIMITED,JAIPRAKASH POWER VENTURES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JBM Auto Limited,JBM Auto Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JINDAL STEEL  POWER LIMITED,JINDAL STEEL  POWER LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JINDAL STEEL & POWER LIMITED,JINDAL STEEL  POWER LIMITED,98,FUZZY,HIGH,AUTO,SCOPE3,2026-01-14
JK CEMENT LIMITED,JK CEMENT LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK LAKSHMI CEMENT LIMITED,JK LAKSHMI CEMENT LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK Lakshmi Cement,JK LAKSHMI CEMENT LIMITED,99,NORMALIZED,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
JK Paper,JK Paper,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK Tyre  Industries Limited,JK Tyre  Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JK Tyre & Industries Limited,JK Tyre & Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JM Financial Limited,JM Financial Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JSW Energy,JSW Energy,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JSW Energy Limited,JSW Energy Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JSW Infrastructure Limited,JSW Infrastructure Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Authum Investment  Infrastructure Limited,JSW Infrastructure Limited,72,FUZZY,LOW,REVIEW_NEEDED,XBRL|BRSR_REVENUE|REVENUE_INT|SCOPE3,2026-01-14
Authum Investment & Infrastructure Limited,JSW Infrastructure Limited,71,FUZZY,LOW,REVIEW_NEEDED,SCOPE3,2026-01-14
JSW Steel Limited,JSW Steel Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JUBILANT INGREVIA LIMITED,JUBILANT INGREVIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JYOTHY LABS LIMITED,JYOTHY LABS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JYOTI CNC AUTOMATION LIMITED,JYOTI CNC AUTOMATION LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jindal Saw Limited,Jindal Saw Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jindal Stainless Limited,Jindal Stainless Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jio Financial Services Limited,Jio Financial Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jubilant FoodWorks Limited,Jubilant FoodWorks Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
JSL-TNFD-Report-FY-2024-25,Jubilant FoodWorks Limited,31,FUZZY,VERY_LOW,MANUAL_REVIEW,REVENUE_INT|ALL_SOURCES,2026-01-14
Jubilant Pharmova Limited,Jubilant Pharmova Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Juniper Hotels Limited,Juniper Hotels Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jupiter Life Line Hospitals Limited,Jupiter Life Line Hospitals Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Jupiter Wagons Limited,Jupiter Wagons Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Just Dial Limited,Just Dial Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
K.P.R. MILL LIMITED,K.P.R. MILL LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KARUR VYSYA BANK LIMITED,KARUR VYSYA BANK LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KEC International Limited,KEC International Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KEI INDUSTRIES LIMITED,KEI INDUSTRIES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KFin Technologies Limited,KFin Technologies Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KIOCL (Kudremukh Iron Ore Company),KIOCL (Kudremukh Iron Ore Company),100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KIOCL Limited,KIOCL Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KNR Constructions Limited,KNR Constructions Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KOTAK MAHINDRA BANK LIMITED,KOTAK MAHINDRA BANK LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KPI GREEN ENERGY LIMITED,KPI GREEN ENERGY LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KPIT Technologies Limited,KPIT Technologies Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KPR MILL LIMITED,KPR MILL LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
KPR Mill Limited,KPR MILL LIMITED,100,EXACT,HIGH,AUTO,REVENUE_INT|ALL_SOURCES,2026-01-14
KPR Mill,KPR MILL LIMITED,99,NORMALIZED,HIGH,AUTO,SCOPE3,2026-01-14
Kajaria Ceramics Limited,Kajaria Ceramics Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Kalpataru Projects International Limited,Kalpataru Projects International Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Kalyan Jewellers India Limited,Kalyan Jewellers India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Kalyani Steels,Kalyani Steels,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Uttam Galva Steels,Kalyani Steels,62,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Bhushan Steel,Kalyani Steels,59,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Visa Steel,Kalyani Steels,58,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Kwality,Kalyani Steels,48,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Adhunik Metaliks,Kalyani Steels,47,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Kaynes Technology India Limited,Kaynes Technology India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Keystone Realtors Limited,Keystone Realtors Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Kirloskar Brothers Limited,Kirloskar Brothers Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Kirloskar Oil Engines Limited,Kirloskar Oil Engines Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Krishna Institute of Medical Sciences Limited,Krishna Institute of Medical Sciences Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
L&T Finance Limited,L&T Finance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
LT Finance Limited,L&T Finance Limited,97,FUZZY,HIGH,AUTO,BRSR_REVENUE|SCOPE3,2026-01-14
LAURUS LABS LIMITED,LAURUS LABS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
LIC Housing Finance Limited,LIC Housing Finance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
LT Technology Services Limited,LT Technology Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
L&T Technology Services Limited,LT Technology Services Limited,98,FUZZY,HIGH,AUTO,SCOPE3,2026-01-14
LTIMindtree Limited,LTIMindtree Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Larsen & Toubro Limited,Larsen & Toubro Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Larsen  Toubro Limited,Larsen & Toubro Limited,98,FUZZY,HIGH,AUTO,BRSR_REVENUE|SCOPE3,2026-01-14
Latent View Analytics Limited,Latent View Analytics Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Lemon Tree Hotels Limited,Lemon Tree Hotels Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Electrosteel Steels (ESL Steel Limited),Lemon Tree Hotels Limited,59,FUZZY,VERY_LOW,MANUAL_REVIEW,ALL_SOURCES,2026-01-14
Life Insurance Corporation of India,Life Insurance Corporation of India,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Neyveli Lignite Corporation,Life Insurance Corporation of India,58,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Linde India Limited,Linde India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Lloyds Metals and Energy Limited,Lloyds Metals and Energy Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Lupin Limited,Lupin Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MACROTECH DEVELOPERS LIMITED,MACROTECH DEVELOPERS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MAHARASHTRA SCOOTERS LIMITED,MAHARASHTRA SCOOTERS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MANKIND PHARMA LIMITED,MANKIND PHARMA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MAX HEALTHCARE INSTITUTE LIMITED,MAX HEALTHCARE INSTITUTE LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MOIL Limited,MOIL Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MRF Limited,MRF Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MUTHOOT FINANCE LIMITED,MUTHOOT FINANCE LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mahanagar Gas Limited,Mahanagar Gas Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Maharashtra Seamless Limited,Maharashtra Seamless Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mahindra  Mahindra Financial Services Limited,Mahindra  Mahindra Financial Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mahindra & Mahindra Financial Services Limited,Mahindra  Mahindra Financial Services Limited,99,FUZZY,HIGH,AUTO,SCOPE3,2026-01-14
Mahindra  Mahindra Limited,Mahindra  Mahindra Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mahindra & Mahindra Limited,Mahindra  Mahindra Limited,98,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
Mahindra Holidays  Resorts India Limited,Mahindra Holidays  Resorts India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mahindra Holidays & Resorts India Limited,Mahindra Holidays & Resorts India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mahindra Lifespace Developers Limited,Mahindra Lifespace Developers Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Man Infraconstruction Limited,Man Infraconstruction Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Manappuram Finance Limited,Manappuram Finance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mangalam Cement,Mangalam Cement,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Marico Limited,Marico Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Marico,Marico Limited,99,NORMALIZED,HIGH,AUTO,SCOPE3,2026-01-14
Maruti Suzuki India Limited,Maruti Suzuki India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mastek Limited,Mastek Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Max Financial Services Limited,Max Financial Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mazagon Dock Shipbuilders Limited,Mazagon Dock Shipbuilders Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MedPlus Health Services Limited,MedPlus Health Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Metro Brands Limited,Metro Brands Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Metropolis Healthcare Limited,Metropolis Healthcare Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Minda Corporation Limited,Minda Corporation Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mishra Dhatu Nigam Limited,Mishra Dhatu Nigam Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mother Dairy,Mother Dairy,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Motherson Sumi Wiring India Limited,Motherson Sumi Wiring India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Motilal Oswal Financial Services Limited,Motilal Oswal Financial Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Monnet Ispat (JSW Ispat Special Products Limited),Motilal Oswal Financial Services Limited,56,FUZZY,VERY_LOW,MANUAL_REVIEW,ALL_SOURCES,2026-01-14
Mphasis Limited,Mphasis Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Mrs. Bectors Food Specialities,Mrs. Bectors Food Specialities,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NATCO Pharma Limited,NATCO Pharma Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NAVA LIMITED,NAVA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NBCC India Limited,NBCC India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NBCC (India) Limited,NBCC India Limited,95,FUZZY,HIGH,AUTO,SCOPE3,2026-01-14
NCC LIMITED,NCC LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB TECHNOLOGIES INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NHPC Limited,NHPC Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NLC India Limited,NLC India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NMDC Limited,NMDC Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NMDC Steel Limited,NMDC Steel Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NTPC LIMITED,NTPC LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
NUVAMA WEALTH MANAGEMENT LIMITED,NUVAMA WEALTH MANAGEMENT LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Narayana Hrudayalaya Ltd,Narayana Hrudayalaya Ltd,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Narayana Hrudayalaya Ltd.,Narayana Hrudayalaya Ltd.,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Navin Fluorine International Limited,Navin Fluorine International Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Nestle India,Nestle India,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Welspun India,Nestle India,64,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Monnet Ispat,Nestle India,50,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
Nestle India Limited,Nestle India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Neuland Laboratories Limited,Neuland Laboratories Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Newgen Software Technologies Limited,Newgen Software Technologies Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Nippon Life India Asset Management Limited,Nippon Life India Asset Management Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Nuvoco Vistas Corporation Limited,Nuvoco Vistas Corporation Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Nuvoco Vistas Corp (Nirma Cement),Nuvoco Vistas Corporation Limited,67,FUZZY,VERY_LOW,MANUAL_REVIEW,ALL_SOURCES|SCOPE3,2026-01-14
Oberoi Realty Limited,Oberoi Realty Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Oil India Limited,Oil India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Olectra Greentech Limited,Olectra Greentech Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
One 97 Communications Limited,One 97 Communications Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Oracle Financial Services Software Limited,Oracle Financial Services Software Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
PATANJALI FOODS LIMITED,PATANJALI FOODS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
PB FINTECH LIMITED,PB FINTECH LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Tech,PB FINTECH LIMITED,36,FUZZY,VERY_LOW,MANUAL_REVIEW,REVENUE_INT|ALL_SOURCES,2026-01-14
PI INDUSTRIES LIMITED,PI INDUSTRIES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
PNB Housing Finance Limited,PNB Housing Finance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
PNC Infratech Limited,PNC Infratech Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
POLY MEDICURE LIMITED,POLY MEDICURE LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
PTC Industries Limited,PTC Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
PUNJAB NATIONAL BANK,PUNJAB NATIONAL BANK,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
PVR INOX LIMITED,PVR INOX LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Page Industries Limited,Page Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Persistent Systems Limited,Persistent Systems Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Petronet LNG Limited,Petronet LNG Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Pfizer Limited,Pfizer Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Pidilite Industries Limited,Pidilite Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Piramal Enterprises Limited,Piramal Enterprises Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Piramal Pharma Limited,Piramal Pharma Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Polycab India Limited,Polycab India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Poonawalla Fincorp Limited,Poonawalla Fincorp Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Power Finance Corporation Limited,Power Finance Corporation Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Power Grid Corporation of India Limited,Power Grid Corporation of India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Power Mech Projects Limited,Power Mech Projects Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Praj Industries Limited,Praj Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Prestige Estates Projects Limited,Prestige Estates Projects Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Prism Johnson (Cement),Prism Johnson (Cement),100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Prism Johnson Limited,Prism Johnson Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Procter  Gamble Health Limited,Procter  Gamble Health Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Procter & Gamble Health Limited,Procter  Gamble Health Limited,98,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
Punjab  Sind Bank,Punjab  Sind Bank,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Punjab & Sind Bank,Punjab & Sind Bank,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Quess Corp Limited,Quess Corp Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
R R Kabel Limited,R R Kabel Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
RATTANINDIA ENTERPRISES LIMITED,RATTANINDIA ENTERPRISES LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
RBL Bank Limited,RBL Bank Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
REC Limited,REC Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
RELIANCE POWER LIMITED,RELIANCE POWER LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
RHI Magnesita India Ltd,RHI Magnesita India Ltd,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
MOIL (Manganese Ore India),RHI Magnesita India Ltd,57,FUZZY,VERY_LOW,MANUAL_REVIEW,SCOPE3,2026-01-14
RITES Limited,RITES Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Radico Khaitan Limited,Radico Khaitan Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Rail Vikas Nigam Limited,Rail Vikas Nigam Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Railtel Corporation of India Limited,Railtel Corporation of India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ramkrishna Forgings Limited,Ramkrishna Forgings Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
RateGain Travel Technologies Limited,RateGain Travel Technologies Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ratnamani Metals  Tubes Limited,Ratnamani Metals  Tubes Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Ratnamani Metals & Tubes Limited,Ratnamani Metals  Tubes Limited,98,FUZZY,HIGH,AUTO,ALL_SOURCES|SCOPE3,2026-01-14
Raymond Limited,Raymond Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Raymond,Raymond Limited,99,NORMALIZED,HIGH,AUTO,SCOPE3,2026-01-14
Redington Limited,Redington Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Redtape Limited,Redtape Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Relaxo Footwears Limited,Relaxo Footwears Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Reliance Industries Limited,Reliance Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Archean Chemical Industries Limited,Reliance Industries Limited,81,FUZZY,LOW,REVIEW_NEEDED,BRSR_REVENUE|ALL_SOURCES|SCOPE3,2026-01-14
Reliance Infrastructure Limited,Reliance Infrastructure Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Responsive Industries Limited,Responsive Industries Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
Route Mobile Limited,Route Mobile Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SAPPHIRE FOODS INDIA LIMITED,SAPPHIRE FOODS INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SARDA ENERGY  MINERALS LIMITED,SARDA ENERGY  MINERALS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SARDA ENERGY & MINERALS LIMITED,SARDA ENERGY & MINERALS LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SAREGAMA India Limited,SAREGAMA India Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SBFC Finance Limited,SBFC Finance Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SBI Cards and Payment Services Limited,SBI Cards and Payment Services Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SBI Life Insurance Company Limited,SBI Life Insurance Company Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SHIPPING CORPORATION OF INDIA LIMITED,SHIPPING CORPORATION OF INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SJVN Limited,SJVN Limited,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SKF INDIA LIMITED,SKF INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SRF LIMITED,SRF LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
STATE BANK OF INDIA,STATE BANK OF INDIA,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
SUMITOMO CHEMICAL INDIA LIMITED,SUMITOMO CHEMICAL INDIA LIMITED,100,CANONICAL,HIGH,CANONICAL,MASTER_DB,2026-01-14
