Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_Reported_ha,Land_Degraded_HA_Calculated,Land_Degradation_Pct,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD
Astral Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,6415.6831175,0.55,0.0374641669027132,0.005225,0.0036527728765276,0.005225,0.0088777728765276,33.5219442889375,Tier 2,75%,4059.31,88414.34,185000.0,132144.59,6420.01,0.0,277473.65,43249.27601912534,20597.119212379803,1000.6744227264277,0.0,OK,185.0,25.0,210.0,0.0,131.3,62.523809523809526,0.0,MSA_PROXY_HIGH,12.3,0.6252380952380953,0.0,0.6252380952380953,0.0,131.3,32.732289945428406,0.0,63013.0,512300.0,20597.119212379803,Extremely High (4-5),4.988669245284243,100.0,0.0,99.0,145.0,1.4,0.0294742249999999
Atul Limited,Chemicals & Fertilizers,Delhi,Delhi,5074.6806729,0.62,0.0374641669027132,0.005225,0.0046077729576834,0.005225,0.0098327729576834,26.5152065159025,Tier 2,75%,656894.0,144301.0,185000.0,4570869.0,203008.948,10.49,986195.0,194336.36588534832,900720.5171370734,40004.28028587415,10.49,OK,1240.0,115.0,1355.0,0.0,846.9,62.50184501845018,45.0,MSA_PROXY_HIGH,11.0,0.6250184501845019,0.033210332103321,0.5918081180811808,0.0,846.9,267.0118747049488,0.0,1042887.0,9480790.0,900720.5171370734,Extremely High (4-5),4.991906603774459,14.5,125800.0,42.0,185.0,2.8,0.0263392249999999
Avenue Supermarts Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,57790.0,0.52,0.0144770016599194,0.003465,0.0001503743530653,0.003465,0.0036153743530653,200.24235,Tier 2,75%,15506.0,204890.0,40517.0,1442141.0,83198.0,0.0,260913.0,4514.8468593182215,24954.853780930956,1439.6608409759474,0.0,OK,85.0,450.0,535.0,,,,,,1.5,0.2250467289719626,,,0.0,120.4,9.257657034088943,0.0,92250.0,1845000.0,24954.85378093096,Medium-High (2-3),2.2744934427329024,15.0,0.0,68.0,8450.0,4.2,0.17346483
Axis Bank Limited,Financial Services,Kolkata,West Bengal,147934.0963169,0.58,0.0011797441546504,0.000297,5.538346308295011e-06,0.000297,0.0003025383463082,43.9364266061193,Tier 2,75%,11347.36,128997.62,41566.9,179489.2,855.94,,181911.87999999998,1229.6818957160071,1213.3051437682334,5.785954836040172,,OK,18.0,0.0,18.0,0.0,4.1,22.77777777777777,0.0,MSA_PROXY_HIGH,4.2,0.2277777777777777,0.0,0.2277777777777777,0.0,4.1,0.1216758032674289,0.0,37708.0,897820.0,1213.3051437682334,Extremely High (4-5),4.997639426100884,0.0,412000.0,94.5,12.5,1480.0,0.036693756
BAJAJ ELECTRICALS LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,5157.498897496,0.45,0.0144770016599194,0.003465,0.0014037170323128,0.003465,0.0048687170323128,17.87073367982364,Tier 2,75%,1498.16,5106.96,433629.94,43837.94,2142.48,0.0,440235.06,85358.24607034566,8499.84476415179,415.4106559363858,0.0,OK,85.0,15.0,100.0,,,,,,8.4,0.525,,,0.0,52.5,19.389243117153292,0.0,11400.0,142500.0,8499.84476415179,High (3-4),3.436898500545804,10.0,1240.0,82.0,2150.0,14.8,0.016081065
BANK OF INDIA,Financial Services,Pune,Maharashtra,79820.0,0.42,0.0011797441546504,0.000297,7.425111564963855e-06,0.000297,0.0003044251115649,23.70654,Tier 2,75%,9106.24,88417.59,249.99,614352.6,2916.3,,97773.82,1224.928839889752,7696.725131545978,36.53595590077675,,OK,62.0,0.0,62.0,0.0,14.0,22.58064516129032,0.0,MSA_PROXY_HIGH,0.2,0.2258064516129032,0.0,0.2258064516129032,0.0,14.0,0.7767476822851416,0.0,41.3,444979.6,7696.725131545978,Low-Medium (1-2),1.6740104458720415,0.0,0.0,88.0,4.2,412.0,0.019819404
BANK OF MAHARASHTRA,Financial Services,Ahmedabad,Gujarat,234930.0,0.51,0.0011797441546504,0.000297,2.584047066104209e-05,0.000297,0.000322840470661,69.77421,Tier 2,75%,804.0,31925.0,105608.43227590462,173997.68,80.94,,138337.43227590463,588.8453253135174,740.6362746349976,0.34452815732345804,,OK,15.0,0.0,15.0,0.0,3.4,22.666666666666664,0.0,MSA_PROXY_HIGH,0.2,0.2266666666666666,0.0,0.2266666666666666,0.0,3.4,0.06384880602732729,0.0,1483.0,185400.0,740.6362746349976,Extremely High (4-5),4.455645819483944,0.0,0.0,90.0,2.1,124.0,0.006915348
BASF India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,15162.35,0.55,0.0374641669027132,0.005225,0.001496824916206,0.005225,0.0067218249162059,79.22327874999999,Tier 2,75%,17750.55,14997.4,185000.0,677015.0,6162.243,14.0,217747.95,14361.095080907644,44651.06002697471,406.41740891088784,0.0,OK,315.0,22.0,337.0,0.0,210.6,62.49258160237389,0.0,MSA_PROXY_HIGH,37.0,0.6249258160237389,0.0,0.6249258160237389,0.0,210.6,22.22610611151965,0.0,198644.4,536364.3,44651.06002697471,Medium-High (2-3),2.097318207306509,14.2,42500.0,42.0,84.5,1.4,0.0719273499999999
BATA INDIA LIMITED,Chemicals & Fertilizers,Delhi,Delhi,3488.026095156,0.62,0.0374641669027132,0.005225,0.0066765689795004,0.005225,0.0119015689795003,18.2249363471901,Tier 2,75%,342.21,4452.89,15400.0,488359.0,580.37,0.0,20195.1,5789.836271020439,140010.13371952952,166.3892368253751,0.0,OK,42.0,850.0,892.0,,,,,,12.0,0.2249999999999999,,,0.0,200.7,255.73203171810155,0.0,13488.0,112400.0,140010.13371952952,Medium-High (2-3),2.349093660047609,42.0,12450.0,78.0,412.0,2.8,0.0181777749999999
BEML Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3965.0,0.48,0.0374641669027132,0.005225,0.0044358165055013,0.005225,0.0096608165055013,20.717125,Tier 2,75%,2829.31,8429.72,59511.38386150319,384315.0,7512.43,0.0,70770.41386150318,17848.780292939013,96926.86002522068,1894.6860025220683,0.0,OK,1250.0,115.0,1365.0,0.0,716.6,52.498168498168496,45.0,MSA_PROXY_HIGH,14.5,0.524981684981685,0.0329670329670329,0.492014652014652,0.0,716.6,344.2622950819672,0.0,55825.0,385000.0,96926.86002522068,Extremely High (4-5),4.550497834483458,12.0,45000.0,86.0,4.5,1.2,0.02118215
BHARAT ELECTRONICS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,23024.0983334,0.52,0.0374641669027132,0.005225,0.0009829641651652,0.005225,0.0062079641651651,120.300913792015,Tier 2,75%,9204.38,17926.0,12400.0,1447204.0,1345.52,0.0,39530.38,1716.913271806831,62856.05538352864,58.43963922131604,0.0,OK,1140.0,245.0,1385.0,,,,15.0,,18.5,0.5249819494584838,0.0108303249097472,,0.0,727.1,60.154364350974134,0.0,185255.0,985400.0,62856.05538352864,Extremely High (4-5),4.550497834483458,38.0,0.0,72.5,14.2,148.0,0.1035542749999999
BHARAT HEAVY ELECTRICALS LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,28842.87,0.58,0.0374641669027132,0.005225,0.0009094386139695,0.005225,0.0061344386139694,150.70399575,Tier 2,75%,135975.14,161227.44,8540.0,9252632.0,56296.4,3.65,305742.58,10600.2828428655,320794.4285710819,1951.8307297436074,3.65,OK,12400.0,850.0,13250.0,,,,450.0,,1.2,0.001,0.0339622641509433,,0.0,13.25,459.385629793429,0.0,436500.0,4850000.0,320794.4285710819,Extremely High (4-5),4.466405670786255,42.0,412000.0,92.0,48.0,124.0,0.1248409249999999
BLS International Services Limited,Chemicals & Fertilizers,Hyderabad,Telangana,138.4863383,0.45,0.0374641669027132,0.005225,0.0100529964855223,0.005225,0.0152779964855222,0.7235911176175,Tier 2,75%,19.84,322.8,5400.0,4662.77,18.4,,5742.64,41467.1950352232,33669.530563362445,132.8650914297443,,OK,,5.0,5.0,,,,,,,0.18,,,0.0,0.9,36.104644410256604,0.0,0.0,1200.0,33669.530563362445,Extremely High (4-5),4.461684522988024,0.0,0.0,98.0,0.4,4.5,0.008762325
Bajaj Auto Limited,Chemicals & Fertilizers,Pune,Maharashtra,51431.0,0.42,0.0374641669027132,0.005225,0.000352130471056,0.005225,0.0055771304710559,268.726975,Tier 2,75%,23385.0,70779.0,5678000.0,983915.3,15587.1,0.0,5772164.0,112231.2224144971,19130.78299080321,303.0681884466567,0.0,OK,450.0,0.0,450.0,0.0,236.3,52.51111111111111,25.0,MSA_PROXY_HIGH,6.86,0.5251111111111111,0.0555555555555555,0.4695555555555555,0.0,236.3,8.749586825066594,0.0,49764.0,725430.0,19130.78299080321,Medium-High (2-3),2.581098506088757,52.0,0.0,91.5,1450.0,22.4,0.2334791249999999
Bajaj Finance Limited,Financial Services,Ahmedabad,Gujarat,69724.78409169799,0.51,0.0011797441546504,0.000297,1.0943027152008005e-05,0.000297,0.000307943027152,20.708260875234306,Tier 2,75%,6169.13,35483.1,20452.05,0.0,127.0,,62104.28,890.7059492407184,0.0,1.8214470170746886,,OK,0.0,0.0,,0.0,0.0,,0.0,VALID_ZERO_NO_LAND,0.0,,,,0.0,0.0,,0.0,0.0,145867.0,0.0,Extremely High (4-5),4.4780286174264665,0.0,0.0,96.0,1.2,45.2,0.016329654
Bajaj Finserv Limited,Financial Services,Mumbai,Maharashtra,133822.12,0.55,0.0011797441546504,0.000297,5.87825376242465e-06,0.000297,0.0003028782537624,39.74516964,Tier 2,75%,8966.0,49491.0,28753.0,0.0,213.16,,87210.0,651.6859843499715,0.0,1.5928607318431363,,OK,,,,,,,,,0.5,,,,0.0,0.0,,0.0,979.28,195856.79,0.0,Low-Medium (1-2),1.8228312153423785,0.0,0.0,95.0,0.8,12.4,0.032783751
Bajaj Holdings  Investment Limited,Financial Services,Delhi,Delhi,3175.69,0.62,0.0011797441546504,0.000297,0.0003880325601502,0.000297,0.0006850325601502,0.94317993,Tier 2,75%,2055.64,7.74,1427.5726484240731,0.0,0.0,,3490.952648424073,1099.2737478859942,0.0,0.0,,OK,12.0,,12.0,,,,,,,0.225,,,0.0,2.7,3.7787063598776958,0.0,0.0,500.0,0.0,Extremely High (4-5),4.355788217429577,0.0,0.0,0.0,0.0,0.5,0.000559845
Balkrishna Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,10412.884288819,0.48,0.0374641669027132,0.005225,0.0019621167608622,0.005225,0.0071871167608622,54.40732040907927,Tier 2,75%,675773.0,83684.0,185000.0,2087281.0,20494.11,112.0,944457.0,90700.80621313787,200451.76169308356,1968.1492112618478,0.0,OK,850.0,45.0,895.0,,,,,,0.44,0.6250279329608939,,,0.0,559.4,85.95120959531073,0.0,29820.0,6729707.0,200451.7616930836,Extremely High (4-5),4.6187244401795,42.0,0.0,84.5,215.0,4.2,0.0478871249999999
Balrampur Chini Mills Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5593.740142973001,0.52,0.0374641669027132,0.005225,0.0034670522849992,0.005225,0.0086920522849992,29.22729224703393,Tier 2,75%,3492.0,2088.0,710707.0,2086269.46,97370.29,185.0,716287.0,128051.53290858855,372965.02995778684,17407.009891640933,0.0,OK,1150.0,85.0,1235.0,,,,15.0,,99.87,0.6250202429149797,0.0121457489878542,,0.0,771.9,220.7825119569486,0.0,29721662.47,29758408.25,372965.0299577869,Low (0-1),0.9531926799182608,22.1,0.0,98.0,42.0,1.2,0.0293592749999999
Bandhan Bank Limited,Financial Services,Kolkata,West Bengal,24914.8287054,0.58,0.0011797441546504,0.000297,3.205225827699232e-05,0.000297,0.0003290522582769,7.3997041255038,Tier 2,75%,0.47,1284.25,11200.0,65195.0,0.0,,12484.72,501.0959596641369,2616.7147593460977,0.0,,OK,0.0,12.0,12.0,0.0,2.7,22.5,0.0,MSA_PROXY_HIGH,0.0,0.225,0.0,0.225,0.0,2.7,0.4816408790881689,0.0,0.0,184200.0,2616.7147593460977,Low (0-1),0.9508321060191448,0.0,425000.0,92.0,8.4,125.0,0.006340356
Bharat Dynamics Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3345.0516,0.45,0.0374641669027132,0.005225,0.0071164521343271,0.005225,0.0123414521343271,17.477894609999996,Tier 2,75%,3491.0,15317.0,50206.46905526744,580663.0,550.2217,0.0,69014.46905526743,20631.810001157362,173588.65256368543,164.48825482991057,0.0,OK,1250.0,115.0,1365.0,,,,25.0,,8.0,0.524981684981685,0.0183150183150183,,0.0,716.6,408.0654540575697,0.0,12825.0,142500.0,173588.65256368543,Extremely High (4-5),4.5080648278108,14.5,0.0,82.0,4.2,12.8,0.0123780249999999
Bharat Forge Limited,Chemicals & Fertilizers,Pune,Maharashtra,8968.634,0.42,0.0374641669027132,0.005225,0.0010032485398584,0.005225,0.0062282485398584,46.86111265,Tier 2,75%,78486.0,181232.0,517997.0,992253.0,107049.7956,0.0,777715.0,86714.9891499642,110635.9117787614,11936.020089569938,0.0,OK,850.0,115.0,965.0,,,,25.0,,18.0,0.7249740932642488,0.0259067357512953,,0.0,699.6,107.59721045590666,0.0,489113.0,2717293.0,110635.9117787614,Extremely High (4-5),4.604106050533777,28.4,0.0,98.5,145.0,8.6,0.0819488999999999
Bharti Airtel Limited,Information Technology,Ahmedabad,Gujarat,108943.8519731,0.51,0.0009696637386769,0.000396,3.2972523817872745e-06,0.000396,0.0003992972523817,43.1417653813476,Tier 2,75%,23218.0,490367.0,6575139.0,128286.0,8209.0,0.0,7088724.0,65067.6827706654,1177.542354860703,75.35074124262593,0.0,OK,42.0,1200.0,1242.0,,,,,,8.5,0.2250402576489533,,,0.0,279.5,11.400367964836327,0.0,2163250.0,25450000.0,1177.542354860703,Extremely High (4-5),4.995278852201768,12.0,125800.0,95.0,1450.0,2450.0,0.059392872
Bharti Hexacom Limited,Information Technology,Mumbai,Maharashtra,8729.7,0.55,0.0009696637386769,0.000396,7.524196617837119e-05,0.000396,0.0004712419661783,3.4569612000000003,Tier 2,75%,21448.0,129017.0,185000.0,4466.0,1280.0,0.0,335465.0,38428.01012635027,511.58688156523124,146.62588634202777,0.0,OK,5.0,850.0,855.0,,,,,,5.0,0.2250292397660818,,,0.0,192.4,97.94151001752637,0.0,12500.0,250000.0,511.5868815652312,Extremely High (4-5),4.995278852201768,0.0,0.0,92.0,12.0,148.0,0.002806848
Bikaji Foods International Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,2536.8626,0.62,0.0144770016599194,0.003465,0.0038539034045298,0.003465,0.0073189034045298,8.790228909,Tier 2,75%,28050.26,14029.44,15400.0,178070.0,4648.96,0.0,57479.7,22657.789980427006,70193.00138683112,1832.5627883827844,0.0,OK,18.5,2.4,20.9,,,,,,,3.440191387559809,,,0.0,71.9,8.23852265392694,0.0,0.0,45000.0,70193.00138683112,Extremely High (4-5),4.867318183842387,18.5,12450.0,72.0,14500.0,0.8,0.008069985
Biocon Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,16475.9,0.48,0.0144770016599194,0.003465,0.0004703825084113,0.003465,0.0039353825084113,57.08899350000001,Tier 2,75%,23898.0,23656.0,74014.0,501603.0,28549.59,0.0,121568.0,7378.534708270868,30444.649457692747,1732.809133340212,0.0,OK,315.0,12.0,327.0,0.0,171.7,52.50764525993884,0.0,MSA_PROXY_HIGH,10.2,0.5250764525993884,0.0,0.5250764525993884,0.0,171.7,19.847170716015512,0.0,101726.0,997320.0,30444.649457692747,Low-Medium (1-2),1.8911065460598249,45.0,0.0,78.0,845.0,14.2,0.051188445
Birla Corporation Limited,Cement Manufacturing,Chennai,Tamil Nadu,9748.3056472,0.52,0.0777832037429109,0.0033,0.004185787638033,0.0033,0.007485787638033,32.16940863576,Tier 2,75%,10383044.11,479527.6,856000.0,3371325.0,31951.55,18400.0,11718571.709999999,1202113.6938156958,345837.0225566679,3277.651640844624,0.0,OK,5120.0,850.0,5970.0,,,,185.0,,0.61,0.0360134003350083,0.0309882747068676,,0.0,215.0,612.4141174948447,0.0,266234.0,43850194.0,345837.0225566679,Medium-High (2-3),2.2193810317289286,14.8,0.0,98.0,8450.0,4.2,0.0318879
Birlasoft Limited,Information Technology,Kolkata,West Bengal,2657.88455729,0.58,0.0009696637386769,0.000396,0.0001065564547996,0.000396,0.0005025564547996,1.0525222846868398,Tier 2,75%,472.0,3721.0,25607.0,38163.0,102.1,0.0,29800.0,11211.924129008941,14358.41142736135,38.41400850912124,0.0,OK,0.0,25.0,25.0,0.0,5.6,22.4,0.0,MSA_PROXY_HIGH,10.0,0.2239999999999999,0.0,0.2239999999999999,0.0,5.6,9.40597661829609,0.0,1500.0,15000.0,14358.41142736135,Extremely High (4-5),4.632364690764643,38.0,0.0,92.0,1.2,125.0,0.002090088
Blue Dart Express Limited,Transportation & Logistics,Hyderabad,Telangana,5720.1833752,0.45,0.065,0.0125,0.0055523917995444,0.0125,0.0180523917995444,71.50229219,Tier 2,75%,170806.0,15906.0,309989.0,87154.17,234.67,0.0,496701.0,86833.05541452739,15236.254553981451,41.024908575032356,0.0,OK,15.0,1250.0,1265.0,,,,,,11.5,0.3750197628458497,,,0.0,474.4,221.14675649812898,0.0,18450.0,1845000.0,15236.254553981453,Medium-High (2-3),2.278735819349852,0.0,0.0,94.0,415.0,24.5,0.06585
Blue Star Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,11325.747094436,0.42,0.0144770016599194,0.003465,0.0006278100874719,0.003465,0.0040928100874719,39.243713682220736,Tier 2,75%,2720.37,16463.5,12400.0,203967.4,7517.87,0.0,31583.87,2788.6787279151067,18009.17840556435,663.7857915521797,0.0,OK,85.0,15.0,100.0,0.0,52.5,52.5,0.0,MSA_PROXY_HIGH,18.0,0.525,0.0,0.525,0.0,52.5,8.829439609253416,0.0,26208.0,145600.0,18009.17840556435,Medium-High (2-3),2.9185624661362515,12.0,1500.0,84.0,412.0,14.5,0.033558525
Bosch limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,18087.498144869,0.51,0.0374641669027132,0.005225,0.0011422684952701,0.005225,0.0063672684952701,94.50717780694052,Tier 2,75%,8455.06,12450.0,884000.0,473149.42,7427.96,0.0,904905.06,50029.31045257358,26158.920167420798,410.6681831012178,0.0,OK,412.0,15.0,427.0,0.0,224.2,52.50585480093677,5.0,MSA_PROXY_HIGH,18.0,0.5250585480093677,0.0117096018735363,0.5133489461358314,0.0,224.2,23.60746613931954,0.0,118800.0,660000.0,26158.9201674208,Extremely High (4-5),4.591000223944389,34.0,0.0,91.0,312.0,45.6,0.0873985749999999
Brigade Enterprises Limited,Real Estate & Construction,Mumbai,Maharashtra,5313.5442628,0.55,0.07,0.0035,0.0126519881695695,0.0035,0.0161519881695695,18.5974049198,Tier 2,75%,6400.85,30756.8,446203.7,1782471.5,620739.02,0.0,483361.35000000003,90967.78460734797,335458.1070264233,116822.02863082924,0.0,OK,1250.0,115.0,1365.0,,,,,,8.2,0.475018315018315,,,0.0,648.4,256.89068021063326,0.0,1281.0,85400.0,335458.1070264233,Extremely High (4-5),4.629067512871011,72.0,0.0,68.0,4.2,2.8,0.0106505
Britannia Industries Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,19404.813047063,0.62,0.0144770016599194,0.003465,0.0005352579777655,0.003465,0.0040002579777655,67.2376772080733,Tier 2,75%,105325.0,82969.0,4018960.0,1065418.0,21901.6,,4207254.0,216814.972130679,54904.83198245786,1128.6684363761444,,OK,385.0,42.0,427.0,,,,,,26.0,0.5250585480093677,,,0.0,224.2,22.004849980486068,0.0,400000.0,1818181.0,54904.83198245786,Low-Medium (1-2),1.7320161416563151,15.0,154200.0,82.0,42500.0,5.4,0.058104585
CCL Products India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1717.9971,0.48,0.0374641669027132,0.005225,0.0067782887724471,0.005225,0.0120032887724471,8.9765348475,Tier 2,75%,37339.07,34533.83,11200.0,1298799.0,330.094,14.0,83072.9,48354.50537140021,755996.0374787594,192.13885751029497,0.0,OK,115.0,12.0,127.0,,,,,,5.0,0.5251968503937008,,,0.0,66.7,73.9232912558467,0.0,22500.0,450000.0,755996.0374787594,Extremely High (4-5),4.647314970813345,14.0,12450.0,95.0,185.0,0.6,0.0138619249999999
CE INFO SYSTEMS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,315.61,0.52,0.0374641669027132,0.005225,0.0514020231910576,0.005225,0.0566270231910576,1.6490622499999998,Tier 2,75%,,1245.0,1200.0,42.0,18.4,,2445.0,7746.902823104464,133.0756313171319,58.29980038655302,,PARTIAL ENV DATA,,12.0,12.0,,,,,,,0.225,,,0.0,2.7,38.02160894775197,0.0,0.0,515.83,133.0756313171319,Extremely High (4-5),4.615943560401445,0.0,0.0,98.0,0.2,8.4,0.0019802749999999
CEAT Limited,Chemicals & Fertilizers,Kolkata,West Bengal,13171.6537676,0.58,0.0374641669027132,0.005225,0.0018194102657266,0.005225,0.0070444102657266,68.82189093571,Tier 2,75%,100208.0,170128.0,1346498.0,1387402.0,32075.03,114.0,1616834.0,122751.02493030399,105332.40734073726,2435.1558707760028,0.0,OK,540.0,45.0,585.0,0.0,365.6,62.4957264957265,0.0,MSA_PROXY_HIGH,14.0,0.624957264957265,0.0,0.624957264957265,0.0,365.6,44.41355734987502,0.0,343000.0,2450000.0,105332.40734073726,Medium-High (2-3),2.581098506088757,22.5,0.0,88.0,412.0,12.5,0.0624021749999999
CERA Sanitaryware Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1915.2512,0.45,0.0374641669027132,0.005225,0.0093452744491246,0.005225,0.0145702744491246,10.00718752,Tier 2,75%,19832.0,5943.0,12400.0,164605.0,18984.46,0.0,38175.0,19932.111255171123,85944.33983385573,9912.255896250059,0.0,OK,115.0,15.0,130.0,,,,,,10.0,0.6253846153846153,,,0.0,81.3,67.87621383555327,0.0,34500.0,345000.0,85944.33983385573,Extremely High (4-5),4.991906603774459,12.0,0.0,75.0,145.0,2.1,0.0094259
CESC Limited,Power Generation,Pune,Maharashtra,9764.86,0.42,0.1562256571307733,0.0054449999999999,0.0043447739368907,0.0054449999999999,0.0097897739368906,53.16966269999902,Tier 2,75%,5515193.14,24567.6,145000.0,84057523.0,346.81,5800.0,5684760.739999999,582165.1042616073,8608164.684388716,35.516126191261314,0.0,OK,1120.0,450.0,1570.0,0.0,1216.8,77.50318471337579,42.0,MSA_PROXY_HIGH,0.03,0.775031847133758,0.0267515923566879,0.74828025477707,0.0,1216.8,160.78059490868276,0.0,14099.7,58197012.0,8608164.684388716,Low-Medium (1-2),1.3000618787824096,82.0,1250000.0,99.5,12.0,18.4,0.0822303899999984
CG Power and Industrial Solutions Limited,Power Generation,Ahmedabad,Gujarat,76099.0875449,0.51,0.1562256571307733,0.0054449999999999,0.0099024465742846,0.0054449999999999,0.0153474465742844,414.3595316819728,Tier 2,75%,2181.0,31365.0,300000.0,324791.0,16933.75,0.0,333546.0,4383.048611498806,4268.001239940843,222.52237899710354,0.0,OK,450.0,45.0,495.0,,,,,,14.5,0.625050505050505,,,0.0,309.4,6.504677204019562,0.0,63840.0,425600.0,4268.001239940843,Medium-High (2-3),2.278735819349852,24.5,0.0,88.0,312.0,45.2,0.0438104699999991
CHENNAI PETROLEUM CORPORATION LIMITED,Oil & Gas,Mumbai,Maharashtra,710.84,0.55,0.0971185610539406,0.0154274999999999,0.0007168287157075,0.0154274999999999,0.0161443287157074,10.96648409999993,Tier 2,75%,2414265.98,15007.0,29.8,8954332.0,27853.09,1420.0,2429302.78,3417509.960047268,12596831.91716842,39183.34646333915,0.0,OK,450.0,25.0,475.0,,,,5.0,,0.44,0.6749473684210526,0.0105263157894736,,0.0,320.6,668.2235102132688,0.0,91260.0,20800000.0,12596831.91716842,Extremely High (4-5),4.95278852201768,42.0,1258000.0,68.0,14.5,4.2,1.1495955899999926
CITY UNION BANK LIMITED,Financial Services,Delhi,Delhi,6732.105,0.62,0.0011797441546504,0.000297,0.0001197513712971,0.000297,0.0004167513712971,1.999435185,Tier 2,75%,330.06,31663.71,450.0,93966.48,8.81,,32443.77,4819.260840405787,13957.964113750455,1.3086545738665694,,OK,24.0,,24.0,,,,,,,0.225,,,0.0,5.4,3.565006784653537,0.0,0.0,28400.0,13957.964113750457,Extremely High (4-5),4.997639426100884,0.0,0.0,92.0,1.2,85.0,0.001814076
COAL INDIA LIMITED,Steel & Iron,Bangalore,Karnataka,14336.892,0.48,0.0840934065650114,0.0096249999999999,0.000314848484846,0.0096249999999999,0.0099398484848458,137.99258549999854,Tier 2,75%,26676819.21,8319234.08,893653.7,5892.2,5430158705.62,0.0,35889706.99,2503311.5259569506,410.98168278034035,378754245.03581387,0.0,OK,89500.0,12400.0,101900.0,,,,15200.0,,0.5,0.1805691854759568,0.1491658488714426,,0.0,18400.0,7107.537672739671,0.0,72789.0,17274205.0,410.9816827803404,Medium-High (2-3),2.349093660047609,78.0,12450000.0,65.0,22.0,412.0,1.2339634999999871
COROMANDEL INTERNATIONAL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,24064.0,0.52,0.0374641669027132,0.005225,0.0008801954904175,0.005225,0.0061051954904175,125.7344,Tier 2,75%,82938.0,164674.0,2340000.0,7319074.0,95159.7,112.0,2587612.0,107530.41888297872,304150.34906914894,3954.4423204787236,0.0,OK,1450.0,85.0,1535.0,,,,25.0,,15.5,0.6250162866449511,0.01628664495114,,0.0,959.4,63.78823138297872,0.0,23099.0,10435000.0,304150.34906914894,High (3-4),3.2813062009257656,18.5,0.0,42.0,12450.0,8.4,0.1156449249999999
Campus Activewear Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1592.9387161,0.58,0.0374641669027132,0.005225,0.015270004781148,0.005225,0.020495004781148,8.3231047916225,Tier 2,75%,591.6,14111.51,23908.69795754783,105694.92,2739.84,0.0,38611.80795754783,24239.355580534397,66352.15713682534,1719.9908397656154,0.0,OK,22.0,450.0,472.0,,,,,,27.0,0.475,,,0.0,224.2,296.30769547468844,0.0,40500.0,150000.0,66352.15713682534,Extremely High (4-5),4.585358543421131,12.0,4200.0,84.0,415.0,0.4,0.007435175
Can Fin Homes Limited,Chemicals & Fertilizers,Hyderabad,Telangana,5067.493681,0.45,0.0374641669027132,0.005225,0.0047949019073438,0.005225,0.0100199019073437,26.477654483225,Tier 2,75%,286.03,1882.84,917.41,13174.51,1.76,,3086.2799999999997,609.0347998995363,2599.807879267092,0.34731173056987186,,OK,,,,,,,,,0.0,,,,0.0,0.0,,0.0,0.0,1850.0,2599.807879267092,Extremely High (4-5),4.450608464368671,0.0,0.0,94.0,0.6,1.2,0.0183710999999999
