Master_DB_Name,Variant_Source,Variant_Name,Match_Confidence,Date_Added
BANK OF INDIA,C3.1_RENEWABLE_ENERGY,Bank of India,EXACT,2026-01-14
BANK OF MAHARASHTRA,C3.1_RENEWABLE_ENERGY,Bank of Maharashtra,EXACT,2026-01-14
BASF India Limited,C3.1_RENEWABLE_ENERGY,BASF India,RESEARCHED,2026-01-14
BATA INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Bata India Limited,EXACT,2026-01-14
BHARAT ELECTRONICS LIMITED,C3.1_RENEWABLE_ENERGY,BEL,EXACT,2026-01-14
BHARAT HEAVY ELECTRICALS LIMITED,C3.1_RENEWABLE_ENERGY,BHEL,EXACT,2026-01-14
BLS International Services Limited,C3.1_RENEWABLE_ENERGY,BLS International,RESEARCHED,2026-01-14
Bajaj Holdings  Investment Limited,C3.1_RENEWABLE_ENERGY,Bajaj Holdings,RESEARCHED,2026-01-14
Balkrishna Industries Limited,C3.1_RENEWABLE_ENERGY,Balkrishna Industries,RESEARCHED,2026-01-14
Balrampur Chini Mills Limited,C3.1_RENEWABLE_ENERGY,Balrampur Chini,RESEARCHED,2026-01-14
Bharat Dynamics Limited,C3.1_RENEWABLE_ENERGY,Bharat Dynamics,EXACT,2026-01-14
Bharti Hexacom Limited,C3.1_RENEWABLE_ENERGY,Bharti Airtel (Proxy),HIGH,2026-01-14
Bikaji Foods International Limited,C3.1_RENEWABLE_ENERGY,Bikaji Foods,FIXED,2026-01-14
Birla Corporation Limited,C3.1_RENEWABLE_ENERGY,Birla Corp,RESEARCHED,2026-01-14
Birlasoft Limited,C3.1_RENEWABLE_ENERGY,Birlasoft,RESEARCHED,2026-01-14
Blue Dart Express Limited,C3.1_RENEWABLE_ENERGY,Blue Dart Express,EXACT,2026-01-14
Bosch limited,C3.1_RENEWABLE_ENERGY,Bosch Limited,RESEARCHED,2026-01-14
Brigade Enterprises Limited,C3.1_RENEWABLE_ENERGY,Brigade Enterprises,EXACT,2026-01-14
Britannia Industries Limited,C3.1_RENEWABLE_ENERGY,Britannia Industries,EXACT,2026-01-14
CCL Products India Limited,C3.1_RENEWABLE_ENERGY,CCL Products (India) Limited,EXACT,2026-01-14
CE INFO SYSTEMS LIMITED,C3.1_RENEWABLE_ENERGY,MapMyIndia (REC),RESEARCHED,2026-01-14
CERA Sanitaryware Limited,C3.1_RENEWABLE_ENERGY,Cera Sanitaryware,EXACT,2026-01-14
CESC Limited,C3.1_RENEWABLE_ENERGY,CESC,RESEARCHED,2026-01-14
CG Power and Industrial Solutions Limited,C3.1_RENEWABLE_ENERGY,CG Power and Industrial,EXACT,2026-01-14
CHENNAI PETROLEUM CORPORATION LIMITED,C3.1_RENEWABLE_ENERGY,CPCL,RESEARCHED,2026-01-14
CITY UNION BANK LIMITED,C3.1_RENEWABLE_ENERGY,City Union Bank,EXACT,2026-01-14
COAL INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Coal India Limited,EXACT,2026-01-14
COROMANDEL INTERNATIONAL LIMITED,C3.1_RENEWABLE_ENERGY,Coromandel International,EXACT,2026-01-14
Campus Activewear Limited,C3.1_RENEWABLE_ENERGY,Campus Activewear,RESEARCHED,2026-01-14
Caplin Point Laboratories Limited,C3.1_RENEWABLE_ENERGY,Caplin Point Laboratories,EXACT,2026-01-14
Capri Global Capital Limited,C3.1_RENEWABLE_ENERGY,Capri Global,RESEARCHED,2026-01-14
Carborundum Universal Limited,C3.1_RENEWABLE_ENERGY,Carborundum Universal (CUMI),EXACT,2026-01-14
Cello World Limited,C3.1_RENEWABLE_ENERGY,Cello World,RESEARCHED,2026-01-14
Company_Name,C3.1_RENEWABLE_ENERGY,Original_RE_Name,Match_Confidence,2026-01-14
Century Plyboards India Limited,C3.1_RENEWABLE_ENERGY,Century Plyboards,EXACT,2026-01-14
Chalet Hotels Limited,C3.1_RENEWABLE_ENERGY,Chalet Hotels,RESEARCHED,2026-01-14
Chemplast Sanmar Limited,C3.1_RENEWABLE_ENERGY,Chemplast Sanmar,RESEARCHED,2026-01-14
Cholamandalam Financial Holdings Limited,C3.1_RENEWABLE_ENERGY,Cholamandalam Investment,HIGH,2026-01-14
Cholamandalam Investment and Finance Company Limited,C3.1_RENEWABLE_ENERGY,Cholamandalam Investment,EXACT,2026-01-14
Clean Science and Technology Limited,C3.1_RENEWABLE_ENERGY,Clean Science and Technology,EXACT,2026-01-14
Cochin Shipyard Limited,C3.1_RENEWABLE_ENERGY,Cochin Shipyard,EXACT,2026-01-14
Computer Age Management Services Limited,C3.1_RENEWABLE_ENERGY,CAMS (REC),RESEARCHED,2026-01-14
Container Corporation of India Limited,C3.1_RENEWABLE_ENERGY,Container Corp (CONCOR),EXACT,2026-01-14
Craftsman Automation Limited,C3.1_RENEWABLE_ENERGY,Craftsman Automation,RESEARCHED,2026-01-14
CreditAccess Grameen Limited,C3.1_RENEWABLE_ENERGY,CreditAccess Grameen,EXACT,2026-01-14
Crompton Greaves Consumer Electricals Limited,C3.1_RENEWABLE_ENERGY,Crompton Greaves Consumer,EXACT,2026-01-14
DCM Shriram Limited,C3.1_RENEWABLE_ENERGY,DCM Shriram,RESEARCHED,2026-01-14
DIVIS LABORATORIES LIMITED,C3.1_RENEWABLE_ENERGY,DIVI'S LABORATORIES LIMITED,FIXED,2026-01-14
DOMS Industries Limited,C3.1_RENEWABLE_ENERGY,DOMS Industries,RESEARCHED,2026-01-14
Dabur India Limited,C3.1_RENEWABLE_ENERGY,Dabur India,EXACT,2026-01-14
Data Patterns India Limited,C3.1_RENEWABLE_ENERGY,Data Patterns,RESEARCHED,2026-01-14
Devyani International Limited,C3.1_RENEWABLE_ENERGY,Devyani International,EXACT,2026-01-14
Dixon Technologies India Limited,C3.1_RENEWABLE_ENERGY,Dixon Technologies,EXACT,2026-01-14
Dr Reddys Laboratories Limited,C3.1_RENEWABLE_ENERGY,Dr. Reddy's Laboratories,HIGH,2026-01-14
EICHER MOTORS LIMITED,C3.1_RENEWABLE_ENERGY,Eicher Motors Limited,EXACT,2026-01-14
EIH Limited,C3.1_RENEWABLE_ENERGY,EIH (Oberoi),RESEARCHED,2026-01-14
ESAB India Limited,C3.1_RENEWABLE_ENERGY,ESAB India,RESEARCHED,2026-01-14
Easy Trip Planners Limited,C3.1_RENEWABLE_ENERGY,EaseMyTrip,RESEARCHED,2026-01-14
Electronics Mart India Limited,C3.1_RENEWABLE_ENERGY,Electronics Mart,RESEARCHED,2026-01-14
Endurance Technologies Limited,C3.1_RENEWABLE_ENERGY,Endurance Technologies,EXACT,2026-01-14
Engineers India Limited,C3.1_RENEWABLE_ENERGY,Engineers India Limited (EIL),EXACT,2026-01-14
Equitas Small Finance Bank Limited,C3.1_RENEWABLE_ENERGY,Equitas Small Finance Bank,EXACT,2026-01-14
Eureka Forbes Limited,C3.1_RENEWABLE_ENERGY,Eureka Forbes,RESEARCHED,2026-01-14
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,C3.1_RENEWABLE_ENERGY,FACT,RESEARCHED,2026-01-14
FINE ORGANIC INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,Fine Organic,RESEARCHED,2026-01-14
Finolex Industries Limited,C3.1_RENEWABLE_ENERGY,Finolex Industries,EXACT,2026-01-14
Firstsource Solutions Limited,C3.1_RENEWABLE_ENERGY,Firstsource Solutions,EXACT,2026-01-14
Five-Star Business Finance Limited,C3.1_RENEWABLE_ENERGY,Five-Star Business Finance,EXACT,2026-01-14
Force Motors Ltd,C3.1_RENEWABLE_ENERGY,Force Motors Limited,EXACT,2026-01-14
G R Infraprojects Limited,C3.1_RENEWABLE_ENERGY,GR Infra,RESEARCHED,2026-01-14
GAIL India Limited,C3.1_RENEWABLE_ENERGY,GAIL (India) Limited,HIGH,2026-01-14
GALAXY SURFACTANTS LIMITED,C3.1_RENEWABLE_ENERGY,Galaxy Surfactants,RESEARCHED,2026-01-14
GLAND PHARMA LIMITED,C3.1_RENEWABLE_ENERGY,Gland Pharma Limited,FIXED,2026-01-14
GLOBAL HEALTH LIMITED,C3.1_RENEWABLE_ENERGY,Global Health (Medanta),EXACT,2026-01-14
GODAWARI POWER AND ISPAT LIMITED,C3.1_RENEWABLE_ENERGY,Godawari Power,RESEARCHED,2026-01-14
GODFREY PHILLIPS INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Godfrey Phillips,RESEARCHED,2026-01-14
GODREJ AGROVET LIMITED,C3.1_RENEWABLE_ENERGY,Godrej Agrovet,RESEARCHED,2026-01-14
GRANULES INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Granules India Limited,FIXED,2026-01-14
GRAPHITE INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Graphite India Limited,EXACT,2026-01-14
GUJARAT GAS LIMITED,C3.1_RENEWABLE_ENERGY,Indraprastha Gas Limited (Proxy),EXACT,2026-01-14
Garden Reach Shipbuilders  Engineers Limited,C3.1_RENEWABLE_ENERGY,Garden Reach Shipbuilders (GRSE),EXACT,2026-01-14
General Insurance Corporation of India,C3.1_RENEWABLE_ENERGY,General Insurance Corp (GIC),EXACT,2026-01-14
Genus Power Infrastructures Limited,C3.1_RENEWABLE_ENERGY,Genus Power,RESEARCHED,2026-01-14
GlaxoSmithKline Pharmaceuticals Limited,C3.1_RENEWABLE_ENERGY,GSK Pharma India,EXACT,2026-01-14
Glenmark Pharmaceuticals Limited,C3.1_RENEWABLE_ENERGY,Glenmark Pharmaceuticals,EXACT,2026-01-14
Go Digit General Insurance Limited,C3.1_RENEWABLE_ENERGY,Go Digit,RESEARCHED,2026-01-14
Godrej Consumer Products Limited,C3.1_RENEWABLE_ENERGY,Godrej Consumer Products,EXACT,2026-01-14
Godrej Industries Limited,C3.1_RENEWABLE_ENERGY,Godrej Industries,EXACT,2026-01-14
Grasim Industries Limited,C3.1_RENEWABLE_ENERGY,Grasim Industries,EXACT,2026-01-14
Gujarat Ambuja Exports Limited,C3.1_RENEWABLE_ENERGY,Gujarat Ambuja,RESEARCHED,2026-01-14
Gujarat Fluorochemicals Limited,C3.1_RENEWABLE_ENERGY,Gujarat Fluorochemicals,EXACT,2026-01-14
Gujarat Pipavav Port Limited,C3.1_RENEWABLE_ENERGY,Gujarat Pipavav Port (GPPL),EXACT,2026-01-14
Gujarat State Petronet Limited,C3.1_RENEWABLE_ENERGY,GSPL,RESEARCHED,2026-01-14
HCL Technologies Limited,C3.1_RENEWABLE_ENERGY,HCL Technologies,EXACT,2026-01-14
HDFC Asset Management Company Limited,C3.1_RENEWABLE_ENERGY,HDFC AMC (REC),RESEARCHED,2026-01-14
HDFC Life Insurance Company Limited,C3.1_RENEWABLE_ENERGY,HDFC Life Insurance,EXACT,2026-01-14
HERO MOTOCORP LIMITED,C3.1_RENEWABLE_ENERGY,Hero MotoCorp,EXACT,2026-01-14
HINDALCO INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,Hindalco Industries,EXACT,2026-01-14
HINDUSTAN AERONAUTICS LIMITED,C3.1_RENEWABLE_ENERGY,HAL,EXACT,2026-01-14
HINDUSTAN COPPER LIMITED,C3.1_RENEWABLE_ENERGY,Hindustan Copper,RESEARCHED,2026-01-14
HONEYWELL AUTOMATION INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Honeywell Automation,EXACT,2026-01-14
Happiest Minds Technologies Limited,C3.1_RENEWABLE_ENERGY,Happiest Minds Technologies,EXACT,2026-01-14
Happy Forgings Limited,C3.1_RENEWABLE_ENERGY,Happy Forgings,RESEARCHED,2026-01-14
Hindustan Petroleum Corporation Limited,C3.1_RENEWABLE_ENERGY,Hindustan Petroleum (HPCL),EXACT,2026-01-14
Hindustan Unilever Limited,C3.1_RENEWABLE_ENERGY,Hindustan Unilever (HUL),HIGH,2026-01-14
Hitachi Energy India Limited,C3.1_RENEWABLE_ENERGY,Hitachi Energy,RESEARCHED,2026-01-14
Home First Finance Company India Limited,C3.1_RENEWABLE_ENERGY,Home First Finance,EXACT,2026-01-14
Honasa Consumer Limited,C3.1_RENEWABLE_ENERGY,Honasa Consumer (Mamaearth),EXACT,2026-01-14
ICICI Lombard General Insurance Company Limited,C3.1_RENEWABLE_ENERGY,ICICI Lombard General,EXACT,2026-01-14
ICICI Prudential Life Insurance Company Limited,C3.1_RENEWABLE_ENERGY,ICICI Prudential Life,EXACT,2026-01-14
IDBI Bank Limited,C3.1_RENEWABLE_ENERGY,IDBI Bank,EXACT,2026-01-14
IDFC FIRST Bank Limited,C3.1_RENEWABLE_ENERGY,IDFC FIRST Bank,EXACT,2026-01-14
IFCI Limited,C3.1_RENEWABLE_ENERGY,IFCI,RESEARCHED,2026-01-14
IIFL Finance Limited,C3.1_RENEWABLE_ENERGY,IIFL Finance,RESEARCHED,2026-01-14
INDIAN OVERSEAS BANK,C3.1_RENEWABLE_ENERGY,Indian Overseas Bank,EXACT,2026-01-14
INDIAN RAILWAY FINANCE CORPORATION LIMITED,C3.1_RENEWABLE_ENERGY,IRFC,RESEARCHED,2026-01-14
INOX India Limited,C3.1_RENEWABLE_ENERGY,INOX India,RESEARCHED,2026-01-14
INTELLECT DESIGN ARENA LIMITED,C3.1_RENEWABLE_ENERGY,Intellect Design Arena,EXACT,2026-01-14
IRB Infrastructure Developers Limited,C3.1_RENEWABLE_ENERGY,IRB Infrastructure Developers,EXACT,2026-01-14
ISGEC Heavy Engineering Limited,C3.1_RENEWABLE_ENERGY,ISGEC,RESEARCHED,2026-01-14
Indegene Limited,C3.1_RENEWABLE_ENERGY,Indegene (REC),RESEARCHED,2026-01-14
Indian Energy Exchange Limited,C3.1_RENEWABLE_ENERGY,IEX (REC),RESEARCHED,2026-01-14
Indian Oil Corporation Limited,C3.1_RENEWABLE_ENERGY,Indian Oil Corporation (IOCL),EXACT,2026-01-14
Indian Renewable Energy Development Agency Limited,C3.1_RENEWABLE_ENERGY,IREDA,EXACT,2026-01-14
Indus Towers Limited,C3.1_RENEWABLE_ENERGY,Indus Towers,RESEARCHED,2026-01-14
IndusInd Bank Limited,C3.1_RENEWABLE_ENERGY,IndusInd Bank,EXACT,2026-01-14
Infibeam Avenues Limited,C3.1_RENEWABLE_ENERGY,Infibeam (REC),RESEARCHED,2026-01-14
Inox Wind Limited,C3.1_RENEWABLE_ENERGY,Inox Wind,RESEARCHED,2026-01-14
InterGlobe Aviation Limited,C3.1_RENEWABLE_ENERGY,IndiGo (InterGlobe Aviation),FIXED,2026-01-14
Ion Exchange India Limited,C3.1_RENEWABLE_ENERGY,Ion Exchange (India),EXACT,2026-01-14
Ipca Laboratories Limited,C3.1_RENEWABLE_ENERGY,IPCA Laboratories,FIXED,2026-01-14
Ircon International Limited,C3.1_RENEWABLE_ENERGY,IRCON International Limited,EXACT,2026-01-14
JAI BALAJI INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,Jai Balaji,RESEARCHED,2026-01-14
JAIPRAKASH POWER VENTURES LIMITED,C3.1_RENEWABLE_ENERGY,JPL (Jindal Power) Proxy,HIGH,2026-01-14
JINDAL STEEL  POWER LIMITED,C3.1_RENEWABLE_ENERGY,JPL (Jindal Power),HIGH,2026-01-14
JK CEMENT LIMITED,C3.1_RENEWABLE_ENERGY,JK Cement,RESEARCHED,2026-01-14
JK LAKSHMI CEMENT LIMITED,C3.1_RENEWABLE_ENERGY,JK Lakshmi,RESEARCHED,2026-01-14
JK Tyre  Industries Limited,C3.1_RENEWABLE_ENERGY,JK Tyre & Industries Limited,HIGH,2026-01-14
JM Financial Limited,C3.1_RENEWABLE_ENERGY,JM Financial,RESEARCHED,2026-01-14
JSW Energy Limited,C3.1_RENEWABLE_ENERGY,JSW Energy,RESEARCHED,2026-01-14
JSW Infrastructure Limited,C3.1_RENEWABLE_ENERGY,JSW Infra,RESEARCHED,2026-01-14
JUBILANT INGREVIA LIMITED,C3.1_RENEWABLE_ENERGY,Jubilant Ingrevia,RESEARCHED,2026-01-14
JYOTHY LABS LIMITED,C3.1_RENEWABLE_ENERGY,Jyothy Labs Limited,EXACT,2026-01-14
JYOTI CNC AUTOMATION LIMITED,C3.1_RENEWABLE_ENERGY,Jyoti CNC,RESEARCHED,2026-01-14
Jindal Stainless Limited,C3.1_RENEWABLE_ENERGY,Jindal Stainless,RESEARCHED,2026-01-14
Jio Financial Services Limited,C3.1_RENEWABLE_ENERGY,Jio Financial,RESEARCHED,2026-01-14
Jubilant FoodWorks Limited,C3.1_RENEWABLE_ENERGY,Jubilant FoodWorks,EXACT,2026-01-14
Jubilant Pharmova Limited,C3.1_RENEWABLE_ENERGY,Jubilant Pharmova,RESEARCHED,2026-01-14
Juniper Hotels Limited,C3.1_RENEWABLE_ENERGY,Juniper Hotels,RESEARCHED,2026-01-14
Jupiter Life Line Hospitals Limited,C3.1_RENEWABLE_ENERGY,Jupiter Life Line,RESEARCHED,2026-01-14
Jupiter Wagons Limited,C3.1_RENEWABLE_ENERGY,Jupiter Wagons,RESEARCHED,2026-01-14
KARUR VYSYA BANK LIMITED,C3.1_RENEWABLE_ENERGY,Karur Vysya Bank,EXACT,2026-01-14
KEI INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,KEI Industries,RESEARCHED,2026-01-14
KFin Technologies Limited,C3.1_RENEWABLE_ENERGY,KFin Tech (REC),RESEARCHED,2026-01-14
KIOCL Limited,C3.1_RENEWABLE_ENERGY,KIOCL (Kudremukh Iron Ore Company),EXACT,2026-01-14
KOTAK MAHINDRA BANK LIMITED,C3.1_RENEWABLE_ENERGY,Kotak Mahindra Bank,EXACT,2026-01-14
KPI GREEN ENERGY LIMITED,C3.1_RENEWABLE_ENERGY,KPI Green,RESEARCHED,2026-01-14
KPIT Technologies Limited,C3.1_RENEWABLE_ENERGY,KPIT Technologies,EXACT,2026-01-14
KPR MILL LIMITED,C3.1_RENEWABLE_ENERGY,K.P.R. MILL LIMITED,FIXED,2026-01-14
Kajaria Ceramics Limited,C3.1_RENEWABLE_ENERGY,Kajaria Ceramics,EXACT,2026-01-14
Kalpataru Projects International Limited,C3.1_RENEWABLE_ENERGY,Kalpataru Projects International,EXACT,2026-01-14
Kalyan Jewellers India Limited,C3.1_RENEWABLE_ENERGY,Kalyan Jewellers,EXACT,2026-01-14
Kaynes Technology India Limited,C3.1_RENEWABLE_ENERGY,Kaynes Tech,RESEARCHED,2026-01-14
Keystone Realtors Limited,C3.1_RENEWABLE_ENERGY,Rustomjee (Proxy),RESEARCHED,2026-01-14
Kirloskar Brothers Limited,C3.1_RENEWABLE_ENERGY,Kirloskar Brothers,RESEARCHED,2026-01-14
Kirloskar Oil Engines Limited,C3.1_RENEWABLE_ENERGY,Kirloskar Oil Engines,EXACT,2026-01-14
Krishna Institute of Medical Sciences Limited,C3.1_RENEWABLE_ENERGY,KIMS Hospitals,RESEARCHED,2026-01-14
LAURUS LABS LIMITED,C3.1_RENEWABLE_ENERGY,Laurus Labs Limited,EXACT,2026-01-14
LIC Housing Finance Limited,C3.1_RENEWABLE_ENERGY,LIC Housing Finance,EXACT,2026-01-14
Larsen & Toubro Limited,C3.1_RENEWABLE_ENERGY,Larsen & Toubro,HIGH,2026-01-14
Latent View Analytics Limited,C3.1_RENEWABLE_ENERGY,LatentView Analytics,EXACT,2026-01-14
Lemon Tree Hotels Limited,C3.1_RENEWABLE_ENERGY,Lemon Tree,RESEARCHED,2026-01-14
Life Insurance Corporation of India,C3.1_RENEWABLE_ENERGY,LIC of India,EXACT,2026-01-14
Linde India Limited,C3.1_RENEWABLE_ENERGY,Linde India,RESEARCHED,2026-01-14
Lloyds Metals and Energy Limited,C3.1_RENEWABLE_ENERGY,Lloyds Metals,RESEARCHED,2026-01-14
MACROTECH DEVELOPERS LIMITED,C3.1_RENEWABLE_ENERGY,Macrotech Developers (Lodha),EXACT,2026-01-14
MAHARASHTRA SCOOTERS LIMITED,C3.1_RENEWABLE_ENERGY,Maharashtra Scooters,RESEARCHED,2026-01-14
MANKIND PHARMA LIMITED,C3.1_RENEWABLE_ENERGY,Mankind Pharma,RESEARCHED,2026-01-14
MAX HEALTHCARE INSTITUTE LIMITED,C3.1_RENEWABLE_ENERGY,Max Healthcare Institute,EXACT,2026-01-14
MOIL Limited,C3.1_RENEWABLE_ENERGY,MOIL,RESEARCHED,2026-01-14
MUTHOOT FINANCE LIMITED,C3.1_RENEWABLE_ENERGY,Muthoot Finance Limited,EXACT,2026-01-14
Mahanagar Gas Limited,C3.1_RENEWABLE_ENERGY,Indraprastha Gas Limited (Proxy),EXACT,2026-01-14
Maharashtra Seamless Limited,C3.1_RENEWABLE_ENERGY,Maharashtra Seamless,RESEARCHED,2026-01-14
Mahindra  Mahindra Financial Services Limited,C3.1_RENEWABLE_ENERGY,Mahindra Finance,HIGH,2026-01-14
Mahindra  Mahindra Limited,C3.1_RENEWABLE_ENERGY,M&M (Mahindra & Mahindra),HIGH,2026-01-14
Mahindra Holidays  Resorts India Limited,C3.1_RENEWABLE_ENERGY,Mahindra Holidays & Resorts India Limited,FIXED,2026-01-14
Mahindra Lifespace Developers Limited,C3.1_RENEWABLE_ENERGY,Mahindra Lifespace,EXACT,2026-01-14
Man Infraconstruction Limited,C3.1_RENEWABLE_ENERGY,Man Infraconstruction,EXACT,2026-01-14
Manappuram Finance Limited,C3.1_RENEWABLE_ENERGY,Manappuram Finance Ltd,EXACT,2026-01-14
Maruti Suzuki India Limited,C3.1_RENEWABLE_ENERGY,Maruti Suzuki India,EXACT,2026-01-14
Mastek Limited,C3.1_RENEWABLE_ENERGY,Mastek (REC),RESEARCHED,2026-01-14
Max Financial Services Limited,C3.1_RENEWABLE_ENERGY,Max Financial Services,EXACT,2026-01-14
Mazagon Dock Shipbuilders Limited,C3.1_RENEWABLE_ENERGY,Mazagon Dock Shipbuilders,EXACT,2026-01-14
MedPlus Health Services Limited,C3.1_RENEWABLE_ENERGY,MedPlus,RESEARCHED,2026-01-14
Metro Brands Limited,C3.1_RENEWABLE_ENERGY,Metro Brands,RESEARCHED,2026-01-14
Metropolis Healthcare Limited,C3.1_RENEWABLE_ENERGY,Metropolis Healthcare,EXACT,2026-01-14
Mishra Dhatu Nigam Limited,C3.1_RENEWABLE_ENERGY,Mishra Dhatu Nigam (MIDHANI),EXACT,2026-01-14
Motherson Sumi Wiring India Limited,C3.1_RENEWABLE_ENERGY,Motherson Sumi Wiring,RESEARCHED,2026-01-14
Motilal Oswal Financial Services Limited,C3.1_RENEWABLE_ENERGY,Motilal Oswal,RESEARCHED,2026-01-14
NATCO Pharma Limited,C3.1_RENEWABLE_ENERGY,Natco Pharma Limited,EXACT,2026-01-14
NAVA LIMITED,C3.1_RENEWABLE_ENERGY,Nava Limited,RESEARCHED,2026-01-14
NBCC India Limited,C3.1_RENEWABLE_ENERGY,NBCC (India) Limited,EXACT,2026-01-14
NCC LIMITED,C3.1_RENEWABLE_ENERGY,NCC Limited,EXACT,2026-01-14
NETWEB TECHNOLOGIES INDIA LIMITED,C3.1_RENEWABLE_ENERGY,Netweb Tech,RESEARCHED,2026-01-14
NHPC Limited,C3.1_RENEWABLE_ENERGY,NHPC (Pure-play),RESEARCHED,2026-01-14
NLC India Limited,C3.1_RENEWABLE_ENERGY,NLC India,RESEARCHED,2026-01-14
NMDC Steel Limited,C3.1_RENEWABLE_ENERGY,NMDC Steel,RESEARCHED,2026-01-14
NTPC LIMITED,C3.1_RENEWABLE_ENERGY,NTPC Limited,EXACT,2026-01-14
NUVAMA WEALTH MANAGEMENT LIMITED,C3.1_RENEWABLE_ENERGY,Nuvama (REC),RESEARCHED,2026-01-14
Narayana Hrudayalaya Ltd,C3.1_RENEWABLE_ENERGY,Narayana Hrudayalaya,FIXED,2026-01-14
Navin Fluorine International Limited,C3.1_RENEWABLE_ENERGY,Navin Fluorine International,EXACT,2026-01-14
Nestle India Limited,C3.1_RENEWABLE_ENERGY,Nestle India,EXACT,2026-01-14
Neuland Laboratories Limited,C3.1_RENEWABLE_ENERGY,Neuland Laboratories,EXACT,2026-01-14
Newgen Software Technologies Limited,C3.1_RENEWABLE_ENERGY,Newgen Software,EXACT,2026-01-14
Nippon Life India Asset Management Limited,C3.1_RENEWABLE_ENERGY,Nippon Life (REC),RESEARCHED,2026-01-14
Nuvoco Vistas Corporation Limited,C3.1_RENEWABLE_ENERGY,Nuvoco Vistas,RESEARCHED,2026-01-14
Olectra Greentech Limited,C3.1_RENEWABLE_ENERGY,Olectra Greentech,EXACT,2026-01-14
One 97 Communications Limited,C3.1_RENEWABLE_ENERGY,One 97 (Paytm),EXACT,2026-01-14
Oracle Financial Services Software Limited,C3.1_RENEWABLE_ENERGY,Oracle Financial Services,EXACT,2026-01-14
PATANJALI FOODS LIMITED,C3.1_RENEWABLE_ENERGY,Patanjali Foods Limited,EXACT,2026-01-14
PB FINTECH LIMITED,C3.1_RENEWABLE_ENERGY,PB Fintech (Policybazaar),EXACT,2026-01-14
PI INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,PI Industries Limited,EXACT,2026-01-14
PNB Housing Finance Limited,C3.1_RENEWABLE_ENERGY,PNB Housing Finance,EXACT,2026-01-14
POLY MEDICURE LIMITED,C3.1_RENEWABLE_ENERGY,Poly Medicure,RESEARCHED,2026-01-14
PTC Industries Limited,C3.1_RENEWABLE_ENERGY,PTC Industries,RESEARCHED,2026-01-14
PUNJAB NATIONAL BANK,C3.1_RENEWABLE_ENERGY,Punjab National Bank,EXACT,2026-01-14
PVR INOX LIMITED,C3.1_RENEWABLE_ENERGY,PVR INOX Limited,EXACT,2026-01-14
Page Industries Limited,C3.1_RENEWABLE_ENERGY,Page Industries,EXACT,2026-01-14
Persistent Systems Limited,C3.1_RENEWABLE_ENERGY,Persistent Systems,EXACT,2026-01-14
Piramal Enterprises Limited,C3.1_RENEWABLE_ENERGY,Piramal Enterprises,EXACT,2026-01-14
Polycab India Limited,C3.1_RENEWABLE_ENERGY,Polycab India,RESEARCHED,2026-01-14
Poonawalla Fincorp Limited,C3.1_RENEWABLE_ENERGY,Poonawalla Fincorp,RESEARCHED,2026-01-14
Power Finance Corporation Limited,C3.1_RENEWABLE_ENERGY,PFC (Power Finance Corp),EXACT,2026-01-14
Power Grid Corporation of India Limited,C3.1_RENEWABLE_ENERGY,Power Grid Corp of India,EXACT,2026-01-14
Power Mech Projects Limited,C3.1_RENEWABLE_ENERGY,Power Mech,RESEARCHED,2026-01-14
Praj Industries Limited,C3.1_RENEWABLE_ENERGY,Praj Industries,RESEARCHED,2026-01-14
Prestige Estates Projects Limited,C3.1_RENEWABLE_ENERGY,Prestige Estates Projects,EXACT,2026-01-14
Prism Johnson Limited,C3.1_RENEWABLE_ENERGY,Prism Johnson,RESEARCHED,2026-01-14
Procter  Gamble Health Limited,C3.1_RENEWABLE_ENERGY,Procter & Gamble Health,EXACT,2026-01-14
Punjab  Sind Bank,C3.1_RENEWABLE_ENERGY,Punjab & Sind Bank,FIXED,2026-01-14
Quess Corp Limited,C3.1_RENEWABLE_ENERGY,Quess Corp (REC),RESEARCHED,2026-01-14
R R Kabel Limited,C3.1_RENEWABLE_ENERGY,RR Kabel,RESEARCHED,2026-01-14
RATTANINDIA ENTERPRISES LIMITED,C3.1_RENEWABLE_ENERGY,RattanIndia,RESEARCHED,2026-01-14
RELIANCE POWER LIMITED,C3.1_RENEWABLE_ENERGY,Reliance Power,RESEARCHED,2026-01-14
RHI Magnesita India Ltd,C3.1_RENEWABLE_ENERGY,RHI Magnesita,RESEARCHED,2026-01-14
Radico Khaitan Limited,C3.1_RENEWABLE_ENERGY,Radico Khaitan,RESEARCHED,2026-01-14
Rail Vikas Nigam Limited,C3.1_RENEWABLE_ENERGY,Rail Vikas Nigam (RVNL),EXACT,2026-01-14
Railtel Corporation of India Limited,C3.1_RENEWABLE_ENERGY,Railtel,RESEARCHED,2026-01-14
