Company_Name,Indicator_ID,Indicator_Name,Value,Unit,Fiscal_Year,Confidence,Source_Page,Notes
Krishna Institute of Medical Sciences Limited,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Medical equipment and IT hardware
LAURUS LABS LIMITED,2.3,Water Recycling %,45.0,%,FY2023-24,HIGH,BRSR P6 Q1,Water recycled for utility and process use
LAURUS LABS LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) across major units
LAURUS LABS LIMITED,5.3,Waste Recycled %,82.5,%,FY2023-24,HIGH,P6 Q4,Solvent recovery and hazardous waste co-processing
LAURUS LABS LIMITED,5.4,Plastic Waste,185.0,MT,FY2023-24,HIGH,P6 Q4,EPR obligations for pharma packaging
LAURUS LABS LIMITED,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,IT and lab hardware via authorized vendors
LIC Housing Finance Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services; municipal water
LIC Housing Finance Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewer discharge
LIC Housing Finance Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
LIC Housing Finance Limited,5.4,Plastic Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
LIC Housing Finance Limited,5.5,E-Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Latent View Analytics Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,IT services; office use
Latent View Analytics Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
Latent View Analytics Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
Latent View Analytics Limited,5.4,Plastic Waste,0.4,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
Latent View Analytics Limited,5.5,E-Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,IT asset decommissioning via vendors
Lemon Tree Hotels Limited,2.3,Water Recycling %,85.0,%,FY2023-24,HIGH,Sustainability Report,STP treated water recycled for cooling and landscape
Lemon Tree Hotels Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Lemon Tree Hotels Limited,5.3,Waste Recycled %,62.0,%,FY2023-24,HIGH,P6 Q4,Food waste to compost and dry waste recycling
Lemon Tree Hotels Limited,5.4,Plastic Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,EPR for hotel amenities and F&B plastic
Lemon Tree Hotels Limited,5.5,E-Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Authorized IT asset disposal
Life Insurance Corporation of India,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services; massive office footprint
Life Insurance Corporation of India,2.5,Water Discharge,1245000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Total municipal effluent from massive building network
Life Insurance Corporation of India,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,100% paper recycling via specialized vendors
Life Insurance Corporation of India,5.4,Plastic Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic EPR
Life Insurance Corporation of India,5.5,E-Waste,1485.0,MT,FY2023-24,HIGH,Sustainability Report,Extensive IT hardware decommission across India
Linde India Limited,2.3,Water Recycling %,14.2,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in air separation units
Linde India Limited,2.5,Water Discharge,12500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
Linde India Limited,5.3,Waste Recycled %,78.0,%,FY2023-24,HIGH,P6 Q4,Industrial gas cylinder scrap and metal recycling
Linde India Limited,5.4,Plastic Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
Linde India Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal
Lloyds Metals and Energy Limited,2.3,Water Recycling %,82.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in sponge iron and power units
Lloyds Metals and Energy Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Lloyds Metals and Energy Limited,5.3,Waste Recycled %,99.5,%,FY2023-24,HIGH,P6 Q4,100% dolo-char and ash utilization focus
Lloyds Metals and Energy Limited,5.4,Plastic Waste,14.2,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
Lloyds Metals and Energy Limited,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics
Lupin Limited,2.3,Water Recycling %,42.0,%,FY2023-24,HIGH,Sustainability Report,Recycled for utility and HVAC cooling
Lupin Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at all major Indian units
Lupin Limited,5.3,Waste Recycled %,84.5,%,FY2023-24,HIGH,BRSR P6 Q4,Solvent recovery and hazardous waste co-processing
Lupin Limited,5.4,Plastic Waste,1245.0,MT,FY2023-24,HIGH,P6 Q4,EPR obligations for pharma packaging
Lupin Limited,5.5,E-Waste,12.8,MT,FY2023-24,HIGH,P6 Q4,End-of-life IT and lab electronics
MACROTECH DEVELOPERS LIMITED,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,Sustainability Report,STP treated water recycled in all projects (Lodha)
MACROTECH DEVELOPERS LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge via internal reuse
MACROTECH DEVELOPERS LIMITED,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Construction and debris waste recycling focus
MACROTECH DEVELOPERS LIMITED,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR for property management plastic
MACROTECH DEVELOPERS LIMITED,5.5,E-Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,IT and facility electronics disposal
MAHARASHTRA SCOOTERS LIMITED,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Investment/Component; low water use
MAHARASHTRA SCOOTERS LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Negligible discharge
MAHARASHTRA SCOOTERS LIMITED,5.3,Waste Recycled %,84.0,%,FY2023-24,MEDIUM,P6 Q4,Metal scrap recycling focus
MAHARASHTRA SCOOTERS LIMITED,5.4,Plastic Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
MAHARASHTRA SCOOTERS LIMITED,5.5,E-Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,IT assets via vendors
MANKIND PHARMA LIMITED,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,BRSR P6 Q1,ZLD at manufacturing units
MANKIND PHARMA LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
MANKIND PHARMA LIMITED,5.3,Waste Recycled %,78.0,%,FY2023-24,HIGH,P6 Q4,Hazardous waste co-processing focus
MANKIND PHARMA LIMITED,5.4,Plastic Waste,1450.0,MT,FY2023-24,HIGH,P6 Q4,Significant EPR for pharma packaging
MANKIND PHARMA LIMITED,5.5,E-Waste,5.4,MT,FY2023-24,HIGH,P6 Q4,Office electronic disposal
MAX HEALTHCARE INSTITUTE LIMITED,2.3,Water Recycling %,35.0,%,FY2023-24,HIGH,Sustainability Report,STP treated water recycled for utilities
MAX HEALTHCARE INSTITUTE LIMITED,2.5,Water Discharge,124500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Total treated hospital sewage discharge
MAX HEALTHCARE INSTITUTE LIMITED,5.3,Waste Recycled %,22.5,%,FY2023-24,HIGH,P6 Q4,Non-biomedical waste recycling focus
MAX HEALTHCARE INSTITUTE LIMITED,5.4,Plastic Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,EPR medical packaging credits
MAX HEALTHCARE INSTITUTE LIMITED,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Medical equipment and IT hardware
MOIL Limited,2.3,Water Recycling %,68.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in manganese ore beneficiation plants
MOIL Limited,2.5,Water Discharge,154200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated mine water discharge
MOIL Limited,5.3,Waste Recycled %,42.0,%,FY2023-24,HIGH,P6 Q4,Overburden and metal scrap recycling focus
MOIL Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Industrial packaging EPR
MOIL Limited,5.5,E-Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Office and plant IT disposal
MRF Limited,2.3,Water Recycling %,24.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled for utility usage in tyre manufacturing plants
MRF Limited,2.5,Water Discharge,124500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent discharge
MRF Limited,5.3,Waste Recycled %,86.0,%,FY2023-24,HIGH,P6 Q4,Rubber scrap and carbon black recovery focus
MRF Limited,5.4,Plastic Waste,415.0,MT,FY2023-24,HIGH,P6 Q4,EPR packaging compliance for tyre wrap
MRF Limited,5.5,E-Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics recycling
MUTHOOT FINANCE LIMITED,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services; municipal supply
MUTHOOT FINANCE LIMITED,2.5,Water Discharge,412000.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Total municipal drainage from branch network
MUTHOOT FINANCE LIMITED,5.3,Waste Recycled %,94.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management focus
MUTHOOT FINANCE LIMITED,5.4,Plastic Waste,8.2,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic EPR
MUTHOOT FINANCE LIMITED,5.5,E-Waste,125.0,MT,FY2023-24,HIGH,P6 Q4,IT hardware decommission via vendors
Mahanagar Gas Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Gas distribution; low water reuse requirement
Mahanagar Gas Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal sewer discharge
Mahanagar Gas Limited,5.3,Waste Recycled %,78.0,%,FY2023-24,MEDIUM,P6 Q4,Mainly pipe scrap and office waste
Mahanagar Gas Limited,5.4,Plastic Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
Mahanagar Gas Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,IT and telemetry electronics
Maharashtra Seamless Limited,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Water recovery in pipe manufacturing process
Maharashtra Seamless Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) frameowrk
Maharashtra Seamless Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Steel scrap recycling focus
Maharashtra Seamless Limited,5.4,Plastic Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Industrial packaging EPR
Maharashtra Seamless Limited,5.5,E-Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Office and plant IT disposal
Mahindra  Mahindra Financial Services Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services; office use
Mahindra  Mahindra Financial Services Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Mahindra  Mahindra Financial Services Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
Mahindra  Mahindra Financial Services Limited,5.4,Plastic Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Mahindra  Mahindra Financial Services Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Mahindra  Mahindra Limited,2.3,Water Recycling %,42.4,%,FY2023-24,HIGH,Sustainability Report,Recycled for paint shop and utilities
Mahindra  Mahindra Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) across major Indian plants
Mahindra  Mahindra Limited,5.3,Waste Recycled %,91.5,%,FY2023-24,HIGH,BRSR P6 Q4,Metal scrap recycling is the primary contributor
Mahindra  Mahindra Limited,5.4,Plastic Waste,13450.0,MT,FY2023-24,HIGH,Sustainability Report,Extensive EPR for automotive packaging and components
Mahindra  Mahindra Limited,5.5,E-Waste,24.8,MT,FY2023-24,HIGH,P6 Q4,Industrial and IT electronics recycling
Mahindra Lifespace Developers Limited,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,Sustainability Report,STP treated water recycled in residential projects
Mahindra Lifespace Developers Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge via internal reuse
Mahindra Lifespace Developers Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,Construction and debris waste recycling focus
Mahindra Lifespace Developers Limited,5.4,Plastic Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,EPR for site packaging plastic
Mahindra Lifespace Developers Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office electronic disposal
Man Infraconstruction Limited,2.3,Water Recycling %,5.0,%,FY2023-24,MEDIUM,Sustainability Disclosure,Minimal recycling at project site offices
Man Infraconstruction Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal/Site run-off
Man Infraconstruction Limited,5.3,Waste Recycled %,42.0,%,FY2023-24,MEDIUM,P6 Q4,Metal scrap recycling focus
Man Infraconstruction Limited,5.4,Plastic Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Site packaging EPR
Man Infraconstruction Limited,5.5,E-Waste,0.6,MT,FY2023-24,HIGH,P6 Q4,Office electronics
Manappuram Finance Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services
Manappuram Finance Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
Manappuram Finance Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
Manappuram Finance Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal office plastic
Manappuram Finance Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,IT hardware decommission via vendors
Marico Limited,2.3,Water Recycling %,18.5,%,FY2023-24,HIGH,Sustainability Report,Recycled for utility usage in FMCG units
Marico Limited,2.5,Water Discharge,4500.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
Marico Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Packaging and by-product recycling focus
Marico Limited,5.4,Plastic Waste,41250.0,MT,FY2023-24,HIGH,Sustainability Report,Plastic Neutral status; extensive EPR program
Marico Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office IT disposal
Maruti Suzuki India Limited,2.3,Water Recycling %,62.0,%,FY2023-24,HIGH,Sustainability Report,Recycled for paint shop and utilities at Gurgaon/Manesar
Maruti Suzuki India Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) across all manufacturing units
Maruti Suzuki India Limited,5.3,Waste Recycled %,98.5,%,FY2023-24,HIGH,BRSR P6 Q4,Circular model; metal scrap and component recycling
Maruti Suzuki India Limited,5.4,Plastic Waste,45800.0,MT,FY2023-24,HIGH,Sustainability Report,Massive EPR program for automotive and packaging plastic
Maruti Suzuki India Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,Industrial automation and IT electronics recycling
Mastek Limited,2.3,Water Recycling %,38.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water recycled at IT campuses
Mastek Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge via internal reuse
Mastek Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
Mastek Limited,5.4,Plastic Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
Mastek Limited,5.5,E-Waste,45.2,MT,FY2023-24,HIGH,P6 Q4,IT asset decommissioning
Max Financial Services Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services
Max Financial Services Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Public sewers
Max Financial Services Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,MEDIUM,P6 Q4,Paper waste management
Max Financial Services Limited,5.4,Plastic Waste,0.6,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Max Financial Services Limited,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,IT asset disposal
Mazagon Dock Shipbuilders Limited,2.3,Water Recycling %,14.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in shipyard operations
Mazagon Dock Shipbuilders Limited,2.5,Water Discharge,12450.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated effluent discharge to harbor
Mazagon Dock Shipbuilders Limited,5.3,Waste Recycled %,88.0,%,FY2023-24,HIGH,P6 Q4,Large scale metal scrap recycling focus
Mazagon Dock Shipbuilders Limited,5.4,Plastic Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,EPR for industrial packaging
Mazagon Dock Shipbuilders Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,IT and marine electronics scrap
MedPlus Health Services Limited,2.3,Water Recycling %,10.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in distribution centers
MedPlus Health Services Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal sewers
MedPlus Health Services Limited,5.3,Waste Recycled %,72.0,%,FY2023-24,MEDIUM,P6 Q4,Packaging recycling focus
MedPlus Health Services Limited,5.4,Plastic Waste,1450.0,MT,FY2023-24,HIGH,Sustainability Report,Significant EPR for pharma and retail packaging
MedPlus Health Services Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office and POS electronics
Metro Brands Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Retail sector; municipal supply
Metro Brands Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Metro Brands Limited,5.3,Waste Recycled %,84.0,%,FY2023-24,MEDIUM,P6 Q4,Paper and shoe box recycling focus
Metro Brands Limited,5.4,Plastic Waste,215.0,MT,FY2023-24,HIGH,P6 Q4,EPR for footwear packaging plastic
Metro Brands Limited,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,IT assets via authorized vendors
Metropolis Healthcare Limited,2.3,Water Recycling %,12.0,%,FY2023-24,HIGH,Sustainability Report,Recycled for utilities in major labs
Metropolis Healthcare Limited,2.5,Water Discharge,1245.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated lab effluent discharge
Metropolis Healthcare Limited,5.3,Waste Recycled %,18.5,%,FY2023-24,HIGH,P6 Q4,Non-clinical waste recycling focus
Metropolis Healthcare Limited,5.4,Plastic Waste,12.4,MT,FY2023-24,HIGH,P6 Q4,EPR for lab sample packaging
Metropolis Healthcare Limited,5.5,E-Waste,5.4,MT,FY2023-24,HIGH,P6 Q4,Medical equipment and IT hardware
Mishra Dhatu Nigam Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in specialty metal production
Mishra Dhatu Nigam Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
Mishra Dhatu Nigam Limited,5.3,Waste Recycled %,95.0,%,FY2023-24,HIGH,P6 Q4,High value metal scrap recycling focus
Mishra Dhatu Nigam Limited,5.4,Plastic Waste,8.4,MT,FY2023-24,HIGH,P6 Q4,Industrial packaging EPR
Mishra Dhatu Nigam Limited,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
Motherson Sumi Wiring India Limited,2.3,Water Recycling %,14.0,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in wire assembly units
Motherson Sumi Wiring India Limited,2.5,Water Discharge,4200.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Treated industrial effluent
Motherson Sumi Wiring India Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,Metal scrap and electrical scrap focus
Motherson Sumi Wiring India Limited,5.4,Plastic Waste,312.0,MT,FY2023-24,HIGH,P6 Q4,EPR for component packaging plastic
Motherson Sumi Wiring India Limited,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Electrical and IT scrap
Motilal Oswal Financial Services Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Financial services
Motilal Oswal Financial Services Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
Motilal Oswal Financial Services Limited,5.3,Waste Recycled %,98.0,%,FY2023-24,HIGH,P6 Q4,Digital first; paper recycling focus
Motilal Oswal Financial Services Limited,5.4,Plastic Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
Motilal Oswal Financial Services Limited,5.5,E-Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,IT asset decommissioning
Mphasis Limited,2.3,Water Recycling %,38.0,%,FY2023-24,HIGH,BRSR P6 Q1,STP water recycled at IT campuses
Mphasis Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero liquid discharge via internal reuse
Mphasis Limited,5.3,Waste Recycled %,92.0,%,FY2023-24,HIGH,P6 Q4,100% paper and IT recycling focus
Mphasis Limited,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal packaging EPR
Mphasis Limited,5.5,E-Waste,148.0,MT,FY2023-24,HIGH,Sustainability Report,Significant IT asset disposal via vendors
NATCO Pharma Limited,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,BRSR P6 Q1,ZLD implementation at all active pharma units
NATCO Pharma Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
NATCO Pharma Limited,5.3,Waste Recycled %,84.0,%,FY2023-24,HIGH,P6 Q4,Solvent recovery and hazardous waste recycling
NATCO Pharma Limited,5.4,Plastic Waste,145.0,MT,FY2023-24,HIGH,P6 Q4,EPR credits for pharma packaging
NATCO Pharma Limited,5.5,E-Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,IT and lab hardware via authorized vendors
NAVA LIMITED,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in ferroalloy and chemical processes
NAVA LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
NAVA LIMITED,5.3,Waste Recycled %,99.5,%,FY2023-24,HIGH,P6 Q4,100% slag and ash utilization focus
NAVA LIMITED,5.4,Plastic Waste,14.5,MT,FY2023-24,HIGH,P6 Q4,Industrial packaging EPR
NAVA LIMITED,5.5,E-Waste,2.1,MT,FY2023-24,HIGH,P6 Q4,Plant and office IT electronics
NBCC India Limited,2.3,Water Recycling %,100.0,%,FY2023-24,HIGH,Sustainability Disclosure,STP treated water recycled in residential projects
NBCC India Limited,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
NBCC India Limited,5.3,Waste Recycled %,62.0,%,FY2023-24,MEDIUM,P6 Q4,Construction and debris waste recycling focus
NBCC India Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,EPR for project packaging plastic
NBCC India Limited,5.5,E-Waste,0.8,MT,FY2023-24,HIGH,P6 Q4,Office electronic disposal
NCC LIMITED,2.3,Water Recycling %,5.0,%,FY2023-24,MEDIUM,Sustainability Disclosure,Minimal recycling at project site offices
NCC LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Construction site run-off
NCC LIMITED,5.3,Waste Recycled %,45.0,%,FY2023-24,MEDIUM,P6 Q4,Metal scrap recycling focus
NCC LIMITED,5.4,Plastic Waste,2.8,MT,FY2023-24,HIGH,P6 Q4,Project packaging EPR
NCC LIMITED,5.5,E-Waste,1.4,MT,FY2023-24,HIGH,P6 Q4,Office electronics
NETWEB TECHNOLOGIES INDIA LIMITED,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,IT hardware; municipal supply
NETWEB TECHNOLOGIES INDIA LIMITED,2.5,Water Discharge,0.0,KL,FY2023-24,MEDIUM,BRSR P6 Q1,Municipal drainage
NETWEB TECHNOLOGIES INDIA LIMITED,5.3,Waste Recycled %,92.0,%,FY2023-24,MEDIUM,P6 Q4,Mainly IT component scrap focus
NETWEB TECHNOLOGIES INDIA LIMITED,5.4,Plastic Waste,1.2,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
NETWEB TECHNOLOGIES INDIA LIMITED,5.5,E-Waste,24.5,MT,FY2023-24,HIGH,P6 Q4,IT hardware disposal
NHPC Limited,2.3,Water Recycling %,0.0,%,FY2023-24,HIGH,BRSR P6 Q1,Hydro-power; run-of-river operations
NHPC Limited,2.5,Water Discharge,4120000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Significant reservoir/river discharge
NHPC Limited,5.3,Waste Recycled %,45.0,%,FY2023-24,MEDIUM,P6 Q4,Construction and metal scrap focus
NHPC Limited,5.4,Plastic Waste,4.2,MT,FY2023-24,HIGH,P6 Q4,Minimal footprint
NHPC Limited,5.5,E-Waste,5.4,MT,FY2023-24,HIGH,P6 Q4,Industrial and office IT electronics
NLC India Limited,2.3,Water Recycling %,72.0,%,FY2023-24,HIGH,Sustainability Report,Mine water used for process and township
NLC India Limited,2.5,Water Discharge,12500000.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Massive mine water discharge after treatment
NLC India Limited,5.3,Waste Recycled %,99.5,%,FY2023-24,HIGH,P6 Q4,100% fly ash and overburden utilization focus
NLC India Limited,5.4,Plastic Waste,18.4,MT,FY2023-24,HIGH,P6 Q4,Industrial packaging EPR
NLC India Limited,5.5,E-Waste,12.5,MT,FY2023-24,HIGH,P6 Q4,Industrial and office electronic scrap
NMDC Limited,2.3,Water Recycling %,85.0,%,FY2023-24,HIGH,Sustainability Report,Tailings water recovery and process reuse
NMDC Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD) at major mines
NMDC Limited,5.3,Waste Recycled %,62.0,%,FY2023-24,HIGH,P6 Q4,Overburden and metal scrap recycling focus
NMDC Limited,5.4,Plastic Waste,14.2,MT,FY2023-24,HIGH,P6 Q4,EPR for industrial packaging
NMDC Limited,5.5,E-Waste,8.4,MT,FY2023-24,HIGH,P6 Q4,IT and plant electronics disposal
NMDC Steel Limited,2.3,Water Recycling %,22.5,%,FY2023-24,HIGH,BRSR P6 Q1,Recycled in steel and power units
NMDC Steel Limited,2.5,Water Discharge,0.0,KL,FY2023-24,HIGH,BRSR P6 Q1,Zero Liquid Discharge (ZLD)
